标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
汉峰峰公馆 1室1厅 6500元,1室1厅,50.66,6500,128.306
中海钱塘山水 4室2厅 8000元,4室2厅,89,8000,89.888
绿地旭辉城 3室1厅 7000元,3室1厅,89,7000,78.652
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
缤纷东院2居室,2室1厅,60,5290,88.167
一桥 茂御居 精装一室 上档次 干净清爽,1室1厅,47,4500,95.745
南岸晶都花园 2室1厅 5200元,2室1厅,80,5200,65.0
中南白马湖壹号 4室2厅 6500元,4室2厅,89,6500,73.034
中南白马湖壹号 3室1厅 5000元,3室1厅,79,5000,63.291
观邸国际 3室2厅 7500元,3室2厅,131,7500,57.252
温馨人家 3室2厅 8500元,3室2厅,123,8500,69.106
绿地旭辉城 2室1厅 5500元,2室1厅,59.93,5500,91.774
绿地  稀  缺  平层户型朝奥体，景观好,1室1厅,59.94,5000,83.417
积家 1室2厅 4600元,1室2厅,40.07,4600,114.799
凯瑞金座 1室1厅 4800元,1室1厅,44.12,4800,108.794
绿地旭辉城 1室1厅 6000元,1室1厅,59.93,6000,100.117
星耀城 3室1厅 7500元,3室1厅,65.01,7500,115.367
绿地旭辉城 1室1厅 6500元,1室1厅,59.93,6500,108.46
世茂之西湖 1室1厅 6000元,1室1厅,64,6000,93.75
东和时代 1室1厅 5400元,1室1厅,55.35,5400,97.561
温馨人家 4室2厅 8500元,4室2厅,165,8500,51.515
中南白马湖壹号 3室1厅 5500元,3室1厅,89,5500,61.798
世茂之西湖 3室1厅 9000元,3室1厅,89,9000,101.124
汉峰峰公馆 1室1厅 6500元,1室1厅,50.66,6500,128.306
万科逸天广场 5室2厅 14500元,5室2厅,200,14500,72.5
长江小区 3室2厅 5700元,3室2厅,85,5700,67.059
滨江宝龙城市广场 1室0厅 3900元,1室0厅,40,3900,97.5
铁岭花园 6室2厅 10800元,6室2厅,160,10800,67.5
绿地旭辉城 开发商统一精装 单身公寓 价格包网包物业,1室1厅,77,6000,77.922
南都江滨花园 3室1厅 7000元,3室1厅,100,7000,70.0
湘云雅苑 2室1厅 4800元,2室1厅,62,4800,77.419
白马湖小区孔雀苑 3室2厅 7400元,3室2厅,130,7400,56.923
茂御居精装Loft 家电齐全 看房联系,2室1厅,88.53,8000,90.365
绿地旭辉城 1室1厅 5000元,1室1厅,60,5000,83.333
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
绿城品质，成熟小区次新房，毛坯交付,3室1厅,89.06,6400,71.862
江滨澜廷 1室2厅 6800元,1室2厅,62,6800,109.677
玲珑府 3室1厅 5500元,3室1厅,52,5500,105.769
金铂湾 1室1厅 7000元,1室1厅,51.52,7000,135.87
一线江景房 视野开阔 精装修大三房 近奥体三桥钱塘江,3室2厅,138,12000,86.957
长江小区 2室1厅 5300元,2室1厅,85,5300,62.353
彩虹城 2室1厅 6300元,2室1厅,98.42,6300,64.011
积家 3室2厅 6500元,3室2厅,67.14,6500,96.813
南岸晶都花园 3室1厅 8000元,3室1厅,142,8000,56.338
兴耀鑫都汇 2室2厅 6000元,2室2厅,69,6000,86.957
积家loft一室一厅一厨二卫带飘窗层高4.79可拎包入住,1室1厅,40.07,4000,99.825
茂御居精装一室 中间层 江景好 拎包入住 提前约随时看,1室1厅,48,4500,93.75
绿城明月江南 3室2厅 8500元,3室2厅,90,8500,94.444
风雅钱塘 3室1厅 12800元,3室1厅,164.92,12800,77.613
湘云雅苑 3室1厅 5800元,3室1厅,60,5800,96.667
江滨澜廷 1室1厅 5700元,1室1厅,56,5700,101.786
全江景无遮挡近4号线地铁超大电视冰箱给你个舒适的家,1室1厅,47.24,5100,107.959
中兴花园 4室1厅 10000元,4室1厅,128,10000,78.125
欣盛东方郡东区 3室2厅 8000元,3室2厅,88,8000,90.909
绿地旭辉城 3室2厅 7200元,3室2厅,87.93,7200,81.883
江边公寓，精装修，最美不是江景，而是看江的你,1室1厅,47.78,5500,115.111
积家 1室1厅 4800元,1室1厅,43,4800,111.628
兴耀鑫都汇 1室1厅 60000元,1室1厅,497,60000,120.724
江滨澜廷 1室1厅 7800元,1室1厅,60,7800,130.0
碧水豪园 5室1厅 9500元,5室1厅,172,9500,55.233
杭二中贺田尚城　精装三室　急租　拎包入住,3室2厅,130,8000,61.538
银色港湾精装3房 自住不二选择 临地铁口近,3室2厅,139.58,7500,53.733
白马湖小区凤凰苑 3室1厅 5800元,3室1厅,86,5800,67.442
一桥下 茂御居loft三房 精装修 家具家电都会配齐,3室1厅,120.2,12000,99.834
湘云雅苑 2室1厅 5000元,2室1厅,62.56,5000,79.923
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
白马湖小区白鹤苑 3室1厅 5300元,3室1厅,85,5300,62.353
一线江景房 视野开阔 精装修大三房 近奥体三桥钱塘江,3室2厅,89,6300,70.787
江南文苑 3室2厅 7000元,3室2厅,136,7000,51.471
水印城 2室2厅 6500元,2室2厅,63,6500,103.175
江景写字楼 上下两层 可办公 可注册公司,1室0厅,138.48,11500,83.044
绿地旭辉城 1室1厅 7000元,1室1厅,90,7000,77.778
长河商厦 3室1厅 5600元,3室1厅,105,5600,53.333
绿地旭辉城 3室1厅 6500元,3室1厅,89,6500,73.034
中兴花园 4室1厅 10000元,4室1厅,128,10000,78.125
欣盛东方郡东区 3室2厅 8000元,3室2厅,88,8000,90.909
绿地旭辉城 3室2厅 7200元,3室2厅,87.93,7200,81.883
江边公寓，精装修，最美不是江景，而是看江的你,1室1厅,47.78,5500,115.111
积家 1室1厅 4800元,1室1厅,43,4800,111.628
兴耀鑫都汇 1室1厅 60000元,1室1厅,497,60000,120.724
风雅钱塘 3室1厅 12800元,3室1厅,164.92,12800,77.613
湘云雅苑 3室1厅 5800元,3室1厅,60,5800,96.667
江滨澜廷 1室1厅 5700元,1室1厅,56,5700,101.786
全江景无遮挡近4号线地铁超大电视冰箱给你个舒适的家,1室1厅,47.24,5100,107.959
兴耀鑫都汇 1室1厅 4100元,1室1厅,49.14,4100,83.435
金铂湾 1室1厅 9500元,1室1厅,67.37,9500,141.012
东和时代 1室1厅 4700元,1室1厅,51,4700,92.157
金铂湾 1室1厅 6000元,1室1厅,43.76,6000,137.112
金铂湾 1室1厅 6500元,1室1厅,60,6500,108.333
一线江景房 视野开阔 精装修大三房 近奥体三桥钱塘江,3室2厅,138,12000,86.957
长江小区 2室1厅 5300元,2室1厅,85,5300,62.353
彩虹城 2室1厅 6300元,2室1厅,98.42,6300,64.011
寰宇天下 2室2厅 10000元,2室2厅,89,10000,112.36
中南白马湖壹号 4室1厅 6500元,4室1厅,89,6500,73.034
江滨澜廷 2室1厅 11000元,2室1厅,78,11000,141.026
江南铭庭 精装修2室2厅 带车位,2室2厅,88,5500,62.5
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
世茂之西湖 1室1厅 4800元,1室1厅,49,4800,97.959
龙湖春江彼岸 3室1厅 6500元,3室1厅,88.85,6500,73.157
积家 Loft酒店式公寓  拎包入住  空置中 房东自住装修,1室1厅,45,5000,111.111
世茂之西湖 1室1厅 5000元,1室1厅,47,5000,106.383
现代印象广场 1室1厅 3200元,1室1厅,38,3200,84.211
东和时代 1室1厅 5800元,1室1厅,71.89,5800,80.679
风尚蓝湾 1室0厅 3200元,1室0厅,45,3200,71.111
世茂之西湖 1室1厅 5000元,1室1厅,47,5000,106.383
钱江水晶城 2室2厅 11000元,2室2厅,89,11000,123.596
星光国际公馆 2室2厅 5500元,2室2厅,73.13,5500,75.209
房东说在这里待过的公司都越干越大了，无遮挡江景房,1室1厅,58.43,4700,80.438
中南白马湖壹号 3室2厅 5500元,3室2厅,89.54,5500,61.425
中南白马湖壹号 3室2厅 5500元,3室2厅,80,5500,68.75
世茂之西湖 1室1厅 4500元,1室1厅,47,4500,95.745
长江小区 3室2厅 7000元,3室2厅,120,7000,58.333
海创中控杭二中旁，钱塘山水江景跃层毛坯出租，长租,5室2厅,310,17000,54.839
中海钱塘山水 4室2厅 7600元,4室2厅,89,7600,85.393
绿地旭辉城 1室1厅 6000元,1室1厅,59.93,6000,100.117
湘云雅苑 2室1厅 5000元,2室1厅,62,5000,80.645
江滨澜廷 1室1厅 8500元,1室1厅,65,8500,130.769
迎春南苑 4室1厅 8800元,4室1厅,103,8800,85.437
君尚金座 3室2厅 16000元,3室2厅,105,16000,152.381
绿地旭辉城 3室2厅 9000元,3室2厅,89,9000,101.124
天鸿君邑 3室2厅 7700元,3室2厅,136,7700,56.618
长江西苑 3室1厅 6000元,3室1厅,80,6000,75.0
世茂之西湖 1室1厅 4800元,1室1厅,47,4800,102.128
龙湖春江郦城 3室2厅 12500元,3室2厅,137.01,12500,91.234
绿地旭辉城 1室1厅 4500元,1室1厅,55,4500,81.818
钱塘春晓大厦 1室2厅 5800元,1室2厅,57.18,5800,101.434
江南星座 1室1厅 5500元,1室1厅,86,5500,63.953
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
风雅钱塘 2室1厅 7000元,2室1厅,102,7000,68.627
滨兴东苑 3室2厅 11000元,3室2厅,125,11000,88.0
欣盛东方郡东区 2室1厅 6500元,2室1厅,89.87,6500,72.327
绿地旭辉城 1室1厅 4200元,1室1厅,46,4200,91.304
绿城明月江南 3室2厅 16000元,3室2厅,136,16000,117.647
超级星期天 1室1厅 2800元,1室1厅,39,2800,71.795
欣盛东方郡东区 2室2厅 6500元,2室2厅,87.01,6500,74.704
汉峰峰公馆 1室2厅 5800元,1室2厅,51,5800,113.725
金铂湾 1室1厅 6000元,1室1厅,52.75,6000,113.744
南岸晶都花园 3室1厅 7600元,3室1厅,132.47,7600,57.371
西兴地铁口 房东已经搬出 随时可以入住。赶紧联系我吧,2室1厅,73,6200,84.932
欣盛东方郡东区 2室1厅 5800元,2室1厅,87.07,5800,66.613
精装修         拎包入住,1室1厅,47.4,4500,94.937
滨江宝龙城市广场 1室0厅 4900元,1室0厅,37,4900,132.432
白马湖小区凤凰苑 3室2厅 6000元,3室2厅,110,6000,54.545
网易阿里最近的三房自住精装，房东也比较好说话,3室2厅,120,7500,62.5
精装大两房一阳台 采光充足 看房方便,2室1厅,70,5000,71.429
贺田尚城 1室1厅 3600元,1室1厅,42.5,3600,84.706
星耀城 2室2厅 8000元,2室2厅,65.01,8000,123.058
星耀城 3室2厅 8500元,3室2厅,61,8500,139.344
锦绣江南 3室1厅 7200元,3室1厅,108,7200,66.667
滨兴西苑 3室2厅 6500元,3室2厅,100,6500,65.0
欣盛东方郡西区 2室2厅 6200元,2室2厅,88.29,6200,70.223
燕语林森公寓 3室2厅 8500元,3室2厅,134,8500,63.433
绿地旭辉城 开发商精装修  一室一厅 价格包物业,1室1厅,71,5800,81.69
欣盛东方郡西区 2室1厅 5800元,2室1厅,87,5800,66.667
玲珑府 3室1厅 5500元,3室1厅,50,5500,110.0
欣盛东方郡东区 2室1厅 6500元,2室1厅,89,6500,73.034
钱龙名汇公馆 1室1厅 4200元,1室1厅,51.04,4200,82.288
钱塘春晓大厦 1室1厅 5500元,1室1厅,50,5500,110.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
长江西苑 2室1厅 5200元,2室1厅,82,5200,63.415
金铂湾 1室1厅 5500元,1室1厅,51.58,5500,106.63
积家loft一室一厅一厨二卫带飘窗层高4.79可拎包入住,1室1厅,40.07,4000,99.825
宝龙城　现代印象广场　精装一室一厅　拎包入住,1室1厅,74.88,4000,53.419
云厦连园 3室2厅 6500元,3室2厅,89,6500,73.034
茂御居纯江景房 楼层采光好 全新装修 无忧入住,1室1厅,47,5500,117.021
贺田尚城 3室2厅 9000元,3室2厅,267,9000,33.708
春波西苑2居室 02卧,2室1厅,13.1,2490,190.076
温馨人家 3室1厅 6700元,3室1厅,139,6700,48.201
滨兴东苑 3室2厅 6500元,3室2厅,89,6500,73.034
星光国际公馆 2室1厅 6200元,2室1厅,73,6200,84.932
白马湖小区白鹤苑5居室 03卧,5室1厅,8.5,1730,203.529
温馨人家 3室2厅 7000元,3室2厅,141,7000,49.645
白马湖小区白鹤苑5居室 01卧,5室1厅,20.6,2490,120.874
白马湖小区白鹤苑5居室 02卧,5室1厅,11.1,1990,179.279
世茂之西湖 1室1厅 5000元,1室1厅,47,5000,106.383
积家 2室1厅 6300元,2室1厅,65,6300,96.923
汉峰峰公馆 1室1厅 6000元,1室1厅,50.66,6000,118.437
中南白马湖壹号 3室2厅 6688元,3室2厅,98,6688,68.245
白马湖小区白鹤苑5居室 06卧,5室1厅,11.8,1790,151.695
春波西苑4居室 01卧,4室1厅,13.1,2090,159.542
白马湖小区白鹤苑5居室 01卧,5室1厅,20,2890,144.5
湘云雅苑 2室1厅 4300元,2室1厅,65,4300,66.154
茂御居纯江景房   楼层高 采光好  全新装修 无忧入住,1室1厅,47.4,4500,94.937
贺田尚城 3室2厅 8000元,3室2厅,140,8000,57.143
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2790,176.582
白马湖小区白鹤苑5居室 02卧,5室1厅,11.4,2090,183.333
龙湖春江彼岸5居室 05卧,5室1厅,4.2,1830,435.714
白马湖小区白鹤苑5居室 02卧,5室1厅,11.7,2090,178.632
中天官河锦庭 3室2厅 6700元,3室2厅,89,6700,75.281
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
绿地旭辉城 开发商统一精装 单身公寓 价格包网包物业,1室1厅,46,4200,91.304
湘云雅苑 2室1厅 4800元,2室1厅,60,4800,80.0
长江小区 4室2厅 8500元,4室2厅,154,8500,55.195
寰宇天下 2室2厅 10000元,2室2厅,89,10000,112.36
中南白马湖壹号 4室1厅 6500元,4室1厅,89,6500,73.034
茂御居纯江景房 楼层采光好 全新装修 无忧入住,1室1厅,47,5000,106.383
白马湖小区白鹤苑5居室 02卧,5室1厅,11,1990,180.909
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2990,189.241
中奥江锦国际 1室1厅 4500元,1室1厅,57.09,4500,78.823
白马湖小区白鹤苑5居室 03卧,5室1厅,8.5,1690,198.824
天鸿君邑 2室1厅 6000元,2室1厅,89,6000,67.416
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2990,189.241
绿地旭辉城 开发商统一精装修 近奥体三桥钱塘江,3室2厅,89,10000,112.36
缤纷北苑 2室2厅 5500元,2室2厅,89,5500,61.798
同人春江时代花园 3室2厅 9800元,3室2厅,165.33,9800,59.275
白马湖小区白鹤苑5居室 02卧,5室1厅,11.1,2190,197.297
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2990,189.241
江南文苑 2室2厅 5500元,2室2厅,89,5500,61.798
白马湖小区白鹤苑5居室 06卧,5室1厅,11.8,1760,149.153
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2390,151.266
白马湖小区白鹤苑5居室 01卧,5室1厅,19.9,2490,125.126
白马湖小区白鹤苑5居室 02卧,5室1厅,11.7,2190,187.179
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2990,189.241
茂御居精装好房 楼层高  家具家电全配 江景公寓,1室1厅,47,4600,97.872
白马湖小区白鹤苑5居室 02卧,5室1厅,11.6,1990,171.552
白马湖小区白鹤苑5居室 01卧,5室1厅,20,2890,144.5
白马湖小区白鹤苑5居室 02卧,5室1厅,11.4,1990,174.561
白马湖小区白鹤苑5居室 06卧,5室1厅,11.8,1760,149.153
碧水豪园 4室2厅 19000元,4室2厅,230,19000,82.609
同人春江时代花园 3室2厅 8500元,3室2厅,177,8500,48.023
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
兴耀鑫都汇 2室2厅 6500元,2室2厅,49.14,6500,132.275
滨江宝龙城市广场 1室0厅 4200元,1室0厅,47,4200,89.362
龙湖春江彼岸 3室2厅 6500元,3室2厅,89.08,6500,72.968
星光国际公馆 1室1厅 4000元,1室1厅,52.83,4000,75.715
银色港湾精装3房 自住不二选择 临地铁口近,3室2厅,137,7000,51.095
龙湖春江彼岸 4室1厅 7000元,4室1厅,160,7000,43.75
欣盛东方郡西区 3室2厅 7200元,3室2厅,117,7200,61.538
欣盛东方郡西区 2室1厅 7100元,2室1厅,89,7100,79.775
水印城精装自住三房，房东以前从未出租,3室2厅,125,8000,64.0
倾城之恋 3室2厅 8500元,3室2厅,115,8500,73.913
小区景色优美，与温暖的家，只差一个你,2室2厅,89.77,6800,75.749
同人春江时代花园 2室1厅 7000元,2室1厅,105.23,7000,66.521
南岸晶都花园 2室2厅 6500元,2室2厅,117,6500,55.556
欣盛东方郡东区 2室1厅 7000元,2室1厅,89,7000,78.652
时代长岛之春 5室2厅 8500元,5室2厅,139,8500,61.151
滨文苑 3室2厅 6000元,3室2厅,120,6000,50.0
房东自住装修  盛元慧谷 彩虹城板块 拎包入住,3室1厅,120,7000,58.333
世茂之西湖 1室1厅 4500元,1室1厅,47,4500,95.745
钱江水晶城 3室2厅 7200元,3室2厅,89.24,7200,80.681
海威钱塘之星 2室2厅 6200元,2室2厅,52,6200,119.231
星光国际公馆 1室1厅 4200元,1室1厅,54,4200,77.778
浙新小区 2室1厅 5600元,2室1厅,90,5600,62.222
湘云雅苑 2室1厅 5200元,2室1厅,60,5200,86.667
水印城 3室2厅 7500元,3室2厅,145.6,7500,51.511
超级星期天 1室1厅 2800元,1室1厅,39,2800,71.795
海威钱塘之星 2室1厅 7000元,2室1厅,43,7000,162.791
风景蝶院留园 2室1厅 5500元,2室1厅,88,5500,62.5
金盛曼城 3室2厅 6500元,3室2厅,133.13,6500,48.824
中奥江锦国际 1室1厅 4700元,1室1厅,54,4700,87.037
中南白马湖壹号 4室2厅 6300元,4室2厅,89,6300,70.787
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
兴耀鑫都汇 2室0厅 3600元,2室0厅,49.14,3600,73.26
精装酒店式公寓，家电齐全，随时入住,1室1厅,49.01,4500,91.818
杭二中 中控　超级星期天　简装一室,1室0厅,38,2600,68.421
长江西苑 3室1厅 6500元,3室1厅,85,6500,76.471
东方商务会馆 1室1厅 4000元,1室1厅,39,4000,102.564
滨江宝龙城市广场 1室0厅 5500元,1室0厅,60,5500,91.667
欣盛东方郡东区 2室1厅 7500元,2室1厅,88,7500,85.227
滨康小区 2室1厅 4000元,2室1厅,67,4000,59.701
开发商精装修交付  视野开阔 大三房 近奥体三桥钱塘江,3室2厅,89,7000,78.652
金龙大厦 1室0厅 3700元,1室0厅,42,3700,88.095
积家 2室2厅 5800元,2室2厅,56.78,5800,102.149
开发商精装修交付 视野开阔 大三房 近奥体三桥钱塘江,3室1厅,89,6800,76.404
积家 5室1厅 10000元,5室1厅,85.79,10000,116.564
江南文苑 3室2厅 6000元,3室2厅,89,6000,67.416
白金海岸 2室1厅 5800元,2室1厅,94,5800,61.702
万科逸天广场 1室1厅 3300元,1室1厅,41.15,3300,80.194
金龙大厦 1室1厅 3980元,1室1厅,44,3980,90.455
星耀城 2室1厅 6000元,2室1厅,42,6000,142.857
奥体三房莱蒙水榭春天 随时看房,3室1厅,88,5800,65.909
一房家电齐全 拎包入住 视野开阔，精装修,1室1厅,32.91,4200,127.621
星耀城 1室1厅 6200元,1室1厅,42.23,6200,146.815
绿地旭辉城 3室2厅 6500元,3室2厅,89,6500,73.034
凯瑞金座 1室1厅 4300元,1室1厅,59,4300,72.881
地铁口 拎包入住 我在东方花城等你哦！,3室1厅,89.62,6000,66.949
近地铁，靠沿江风光带！高档品质休闲应有，尽有！,3室2厅,141.3,8000,56.617
大四房 精装修 拎包入住 国信嘉园 看房有钥匙,4室1厅,150,8000,53.333
金龙大厦 1室1厅 4000元,1室1厅,43,4000,93.023
风尚蓝湾 1室1厅 3200元,1室1厅,43.12,3200,74.212
精装住宅 一线奥体 濒临钱塘江,3室2厅,84,6500,77.381
江南文苑 3室1厅 6500元,3室1厅,89,6500,73.034
