标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
水湘人家西苑3居室 02卧,3室1厅,9.3,2030,218.28
滨江德信东方星城5居室 01卧,5室1厅,14.3,2260,158.042
久睦苑 2室2厅 2500元,2室2厅,61.55,2500,40.617
滨江德信东方星城5居室 06卧,5室1厅,15.1,1890,125.166
环境优美，交通方便，客流大 设施齐全,3室1厅,89.91,4500,50.05
滨江德信东方星城4居室 03卧,4室1厅,6.6,1330,201.515
房子中装，家具家电基本都有，可直接拎包入住,3室2厅,87,3300,37.931
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
滨江德信东方星城4居室 01卧,4室1厅,16,2490,155.625
置鼎明珠1号 2室1厅 3000元,2室1厅,46.81,3000,64.089
滨江德信东方星城5居室 05卧,5室1厅,5.5,1290,234.545
环境优美，交通方便，客流大，超大底商,2室0厅,199.52,25000,125.301
跃层都朝南，采光好，房东诚心出租,3室2厅,81.94,4500,54.918
保利罗兰香谷 楼层好 视野好 环境好 房东诚心出售,3室2厅,89,3000,33.708
万科大都会79号 4室2厅 26000元,4室2厅,180,26000,144.444
紫晶商务城 1室0厅 3500元,1室0厅,43.8,3500,79.909
中海御道 4室2厅 23000元,4室2厅,238.12,23000,96.59
离彭埠地铁站1公里 精装修 拎包入住,3室1厅,89,6500,73.034
滨江德信东方星城5居室 06卧,5室1厅,15.1,1890,125.166
滨江德信东方星城4居室 02卧,4室1厅,8.5,1660,195.294
新城红郡 3室2厅 3200元,3室2厅,89,3200,35.955
宋都凯旋苑 精品 电梯三房 朝南出租,3室2厅,142,9200,64.789
置鼎明珠1号 2室1厅 3200元,2室1厅,45,3200,71.111
首开武林8栋4居室 01卧,4室1厅,14,2190,156.429
三里亭，精装两房，采光通风好，看房随时，拎包入住。,2室2厅,80.54,4000,49.665
滨江德信东方星城4居室 01卧,4室1厅,16,2230,139.375
滨江德信东方星城4居室 01卧,4室1厅,13.7,2560,186.861
置鼎明珠1号 1室0厅 2000元,1室0厅,41,2000,48.78
滨江德信东方星城5居室 02卧,5室1厅,12.7,2430,191.339
中海御道 4室2厅 20000元,4室2厅,238,20000,84.034
金色黎明三期开发商精装修小三房,3室2厅,89.56,6000,66.994
丁桥大唐苑，4房2卫，超低价格，拎包入住，随时看房！,4室2厅,126.76,4000,31.556
圆梦园锦江南苑 3室2厅 6000元,3室2厅,120,6000,50.0
房东以前出租中现在空置，三房两卫，价格优惠。,3室2厅,89,5600,62.921
简装拎包入住，看房方便，商品房小区。,3室2厅,88.8,3000,33.784
万科魅力之城 2室2厅 4500元,2室2厅,89.94,4500,50.033
宋都阳光国际 2室1厅 5000元,2室1厅,88,5000,56.818
房子中装，家具家电齐全。看房随时联系,3室2厅,89,3500,39.326
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
中海御道 3室2厅 18000元,3室2厅,188,18000,95.745
淮矿东元府 3室2厅 7000元,3室2厅,90,7000,77.778
广宇上东臻品 2室1厅 3000元,2室1厅,89,3000,33.708
广宇上东领地 3室1厅 3500元,3室1厅,87,3500,40.23
滨江德信东方星城4居室 01卧,4室1厅,16,2530,158.125
中海御道 3室2厅 10000元,3室2厅,112,10000,89.286
龙湖名景台 大面积135方毛坯4房2卫,4室1厅,136,3800,27.941
滨江德信东方星城4居室 01卧,4室1厅,16,2290,143.125
滨江德信东方星城5居室 02卧,5室1厅,13.3,1660,124.812
滨江德信东方星城 3室2厅 6000元,3室2厅,119,6000,50.42
远洋香奈 3室1厅 4200元,3室1厅,90,4200,46.667
滨江德信东方星城5居室 01卧,5室1厅,14.3,2230,155.944
滨江德信东方星城5居室 02卧,5室1厅,13.3,1830,137.594
中海御道 3室2厅 10000元,3室2厅,111.59,10000,89.614
滨江德信东方星城4居室 01卧,4室1厅,16,2290,143.125
滨江德信东方星城4居室 01卧,4室1厅,16,2260,141.25
天阳凤起 4室2厅 10000元,4室2厅,132,10000,75.758
滨江德信东方星城5居室 01卧,5室1厅,14.3,2460,172.028
滨江德信东方星城4居室 02卧,4室1厅,10,1660,166.0
滨江德信东方星城4居室 01卧,4室1厅,16,2560,160.0
滨江德信东方星城4居室 02卧,4室1厅,10,1630,163.0
滨江德信东方星城4居室 01卧,4室1厅,16,2290,143.125
丁桥大唐苑 3室2厅 3600元,3室2厅,102,3600,35.294
赵家花苑 2室1厅 3000元,2室1厅,80,3000,37.5
金地格林格林 2室1厅 2500元,2室1厅,77,2500,32.468
水湘人家西苑3居室 03卧,3室1厅,7.4,1930,260.811
滨江德信东方星城4居室 01卧,4室1厅,16,2490,155.625
滨江德信东方星城4居室 01卧,4室1厅,16,2230,139.375
中海御道 3室2厅 10000元,3室2厅,127.6,10000,78.37
适合一家人，小三房，两个卫生间。,3室2厅,89,4000,44.944
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
三里亭，精装两房，采光通风好，看房随时，拎包入住。,2室2厅,80.54,4000,49.665
滨江德信东方星城4居室 01卧,4室1厅,16,2230,139.375
滨江德信东方星城4居室 01卧,4室1厅,13.7,2560,186.861
置鼎明珠1号 1室0厅 2000元,1室0厅,41,2000,48.78
滨江德信东方星城5居室 02卧,5室1厅,12.7,2430,191.339
置鼎明珠1号 2室1厅 3500元,2室1厅,80,3500,43.75
同方国际 1室0厅 3500元,1室0厅,43.19,3500,81.037
三义锦唐苑 3室1厅 3300元,3室1厅,101,3300,32.673
滨江德信东方星城4居室 02卧,4室1厅,10,1790,179.0
滨江德信东方星城4居室 02卧,4室1厅,10,1660,166.0
滨江德信东方星城4居室 02卧,4室1厅,9.3,1860,200.0
滨江德信东方星城5居室 03卧,5室1厅,7.3,1490,204.11
滨江德信东方星城4居室 01卧,4室1厅,16,2230,139.375
三义锦唐苑 2室1厅 2300元,2室1厅,72,2300,31.944
南肖埠北景西苑 3室1厅 6000元,3室1厅,104.43,6000,57.455
滨江德信东方星城4居室 05卧,4室1厅,8.9,1760,197.753
丁桥大唐苑 3室1厅 4200元,3室1厅,102,4200,41.176
火车东站空房两室出租。。。。。,1室2厅,67.42,3900,57.846
大面积，商住一体，品质生活，舒适办公。,2室2厅,135,5000,37.037
万科魅力之城 3室2厅 5200元,3室2厅,114,5200,45.614
万象城悦玺 3室2厅 16000元,3室2厅,115,16000,139.13
北城枫景园 2室1厅 2800元,2室1厅,63,2800,44.444
丁桥大唐苑 2室2厅 2200元,2室2厅,60,2200,36.667
滨江德信东方星城5居室 03卧,5室1厅,7.3,1460,200.0
宋都阳光国际 2室2厅 5000元,2室2厅,84.69,5000,59.039
滨江德信东方星城4居室 01卧,4室1厅,13.7,2230,162.774
保利罗兰香谷 2室2厅 2000元,2室2厅,89,2000,22.472
万象城悦玺 2室1厅 20000元,2室1厅,126,20000,158.73
滨江德信东方星城4居室 05卧,4室1厅,9,1760,195.556
红街公寓 4室2厅 8480元,4室2厅,157.82,8480,53.732
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
城发云锦城 3室2厅 2800元,3室2厅,120,2800,23.333
运新花苑二区 2室2厅 5500元,2室2厅,124,5500,44.355
大三室，中等装修，交通便利，先到先得,3室2厅,88.07,5000,56.773
东亚新干线 2室1厅 4100元,2室1厅,43,4100,95.349
大世界五金城 3室2厅 4000元,3室2厅,121,4000,33.058
全明户型 南北通透 高楼层 采光视野好,1室1厅,65,4600,70.769
两房一厅，精装修，家具家电齐全，可拎包入住,2室2厅,104,5500,52.885
京惠花园 3室1厅 5000元,3室1厅,70.43,5000,70.992
同协雅苑 3室1厅 4000元,3室1厅,100,4000,40.0
金基晓庐 2室1厅 10000元,2室1厅,95,10000,105.263
龙湖名景台一期 2室2厅 3800元,2室2厅,83,3800,45.783
万象城悦玺 2室2厅 16000元,2室2厅,104,16000,153.846
东方君悦 1室1厅 9000元,1室1厅,65,9000,138.462
三里亭 三里家园三区 清爽两房 电梯房 中间楼层。,2室1厅,86,4200,48.837
赵家花苑 2室1厅 3000元,2室1厅,60,3000,50.0
红街公寓 2室1厅 5000元,2室1厅,85,5000,58.824
万象城悦玺 3室2厅 30000元,3室2厅,184.46,30000,162.637
玺之湾 2室1厅 2800元,2室1厅,75,2800,37.333
金基晓庐 3室2厅 10000元,3室2厅,135,10000,74.074
中豪国际 1室1厅 3600元,1室1厅,46,3600,78.261
龙湖武林九里 2室1厅 3500元,2室1厅,65,3500,53.846
天庐苑 5室1厅 14000元,5室1厅,157.36,14000,88.968
杭州高德置地广场 3室2厅 25000元,3室2厅,220,25000,113.636
东方君悦 1室1厅 9000元,1室1厅,72,9000,125.0
干净小区，，高楼层采光好视野开阔,1室0厅,40.36,3500,86.72
广宇上东臻品 4室2厅 3500元,4室2厅,126,3500,27.778
好房推荐，精装三居带地暖，空调，可配家具,3室2厅,138.09,15000,108.625
红街天城公寓 1室1厅 3500元,1室1厅,36.4,3500,96.154
火车东站精装修三房阳台全包领包入住,3室2厅,116.38,8500,73.037
后珠辰秀嘉园南区 2室1厅 3300元,2室1厅,82,3300,40.244
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
面积大，都是业主自住精装修，家电齐全，房间格局很好,2室2厅,88,3200,36.364
金色黎明二期 3室2厅 7000元,3室2厅,137,7000,51.095
昆盛肖邦 1室1厅 5500元,1室1厅,33.04,5500,166.465
滨江德信东方星城4居室 01卧,4室1厅,16,2460,153.75
滨江德信东方星城4居室 05卧,4室1厅,19,1790,94.211
广宇上东领地 4室2厅 7000元,4室2厅,157,7000,44.586
柏悦公馆 3室2厅 4000元,3室2厅,96,4000,41.667
雍和府4居室 02卧,4室1厅,8.1,1590,196.296
金色黎明三期 3室1厅 6500元,3室1厅,89,6500,73.034
圣奥领寓 3室2厅 5500元,3室2厅,89,5500,61.798
采荷精装大面积两室两厅  近有采荷 大地幼儿园,2室2厅,65,6000,92.308
滨江德信东方星城5居室 06卧,5室1厅,15.1,1960,129.801
滨江德信东方星城5居室 02卧,5室1厅,13.3,1790,134.586
滨江德信东方星城5居室 01卧,5室1厅,14.3,2490,174.126
滨江德信东方星城5居室 02卧,5室1厅,13.3,1790,134.586
滨江德信东方星城4居室 02卧,4室1厅,8.5,1660,195.294
景芳二区 3室1厅 5200元,3室1厅,74,5200,70.27
置鼎明珠1号 2室1厅 2500元,2室1厅,45,2500,55.556
中旅城仕公馆 2室1厅 3200元,2室1厅,70,3200,45.714
保利罗兰香谷 3室2厅 3500元,3室2厅,95,3500,36.842
天阳观筑 2室1厅 3000元,2室1厅,74,3000,40.541
滨江德信东方星城4居室 03卧,4室1厅,6,1330,221.667
loft 酒店式公寓， 办公使用，杭州火车东站50米,3室1厅,161.9,10000,61.767
思安坊 2室1厅 5000元,2室1厅,57.91,5000,86.341
滨江德信东方星城5居室 01卧,5室1厅,14.3,2560,179.021
滨江德信东方星城5居室 06卧,5室1厅,15.1,1930,127.815
采荷新村 2室1厅 6000元,2室1厅,56.56,6000,106.082
广宇上东臻品 2室1厅 2500元,2室1厅,75,2500,33.333
景芳地铁边简装两居室采光好看房有钥匙随时看随时签约,2室1厅,50.75,3950,77.833
置鼎明珠1号 2室1厅 2400元,2室1厅,45.54,2400,52.701
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
滨江德信东方星城 4室2厅 11000元,4室2厅,138.81,11000,79.245
联合格里 3室2厅 4500元,3室2厅,123,4500,36.585
濮家新村 2室1厅 4000元,2室1厅,48.02,4000,83.299
新塘地铁口精装修两居室看房方便可拎包入住,2室2厅,88.56,7000,79.042
北城枫景园 2室1厅 2900元,2室1厅,62.75,2900,46.215
久睦苑 2室1厅 2800元,2室1厅,61.81,2800,45.3
业主诚心出租，房间干净清爽，户型明亮,1室0厅,30.09,3300,109.671
原筑壹号 1室1厅 2300元,1室1厅,42,2300,54.762
绿地华家池精装三房不一样的华家池给您不一样生活体验,3室2厅,89.49,11900,132.976
大面积，毛坯房，低楼层，做仓库,3室2厅,138,2800,20.29
向江来时代中心 2室1厅 6000元,2室1厅,50,6000,120.0
杰立公馆 1室0厅 4200元,1室0厅,50,4200,84.0
九堡东方公寓 2室2厅 4000元,2室2厅,82.72,4000,48.356
面积大，都是业主自住精装修，家电齐全，房间格局很好,3室1厅,103,3500,33.981
长睦邻里人家西苑 3室1厅 3000元,3室1厅,89,3000,33.708
东港嘉苑三区 2室2厅 4500元,2室2厅,89,4500,50.562
地铁2号线 400米 精装一居室 看房方便,1室1厅,40,3700,92.5
后珠辰秀嘉园 3室1厅 3100元,3室1厅,91,3100,34.066
天城铭园 2室2厅 4500元,2室2厅,71,4500,63.38
中豪四季公馆 3室1厅 4500元,3室1厅,100,4500,45.0
长睦家苑 3室1厅 3200元,3室1厅,94,3200,34.043
地铁绿城杨柳郡 3室2厅 6500元,3室2厅,105,6500,61.905
昆盛肖邦 1室1厅 5500元,1室1厅,33.04,5500,166.465
滨江德信东方星城4居室 01卧,4室1厅,16,2460,153.75
滨江德信东方星城4居室 05卧,4室1厅,19,1790,94.211
广宇上东领地 4室2厅 7000元,4室2厅,157,7000,44.586
柏悦公馆 3室2厅 4000元,3室2厅,96,4000,41.667
雍和府4居室 02卧,4室1厅,8.1,1590,196.296
金色黎明三期 3室1厅 6500元,3室1厅,89,6500,73.034
圣奥领寓 3室2厅 5500元,3室2厅,89,5500,61.798
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
浙商国际中心 1室1厅 3600元,1室1厅,54,3600,66.667
采荷翠柳  中间楼层  采光好  两房朝南,2室0厅,46.4,4300,92.672
精装一居室，家具家电齐全，领包入住,1室1厅,38.05,4200,110.381
东方君悦 1室1厅 11000元,1室1厅,91.98,11000,119.591
丽江公寓 2室2厅 4800元,2室2厅,87.48,4800,54.87
新城红郡 3室1厅 2300元,3室1厅,120,2300,19.167
无甲醛， 可放心 ，业主自住装修，因搬家空置出租。,2室1厅,88.1,6500,73.78
新城国际花园彩园 3室2厅 12000元,3室2厅,142,12000,84.507
四季青采荷婚房精装修2房 可长租,2室1厅,52.29,5600,107.095
美达浅草名苑 3室2厅 6000元,3室2厅,135,6000,44.444
和谐嘉园南苑 2室1厅 5000元,2室1厅,60,5000,83.333
首开武林8栋 精装房 看房方便 视野好 价格美丽,3室1厅,89,5500,61.798
远洋香奈 3室2厅 4300元,3室2厅,89,4300,48.315
同协雅苑 2室1厅 2700元,2室1厅,60,2700,45.0
开发商精装修3房，适合一家人居住，次新小区，环境好,3室2厅,89,4200,47.191
5室可合租  临地铁 电梯房  房东诚心出租,5室0厅,127.8,6500,50.861
天阳观筑 3室1厅 3380元,3室1厅,95,3380,35.579
天运花园 2室1厅 5300元,2室1厅,85,5300,62.353
建塘家苑 2室1厅 3200元,2室1厅,65,3200,49.231
景苑公寓 2室1厅 5000元,2室1厅,73,5000,68.493
保利罗兰香谷 3室2厅 3500元,3室2厅,89,3500,39.326
百大绿城西子国际 1室0厅 6700元,1室0厅,49,6700,136.735
北城枫景园 2室2厅 2800元,2室2厅,62.5,2800,44.8
郡枫绿园东区 2室1厅 2500元,2室1厅,63,2500,39.683
董家村住宅 2室1厅 4000元,2室1厅,55,4000,72.727
婚房装修，两房朝南，地铁口，商场,2室2厅,86.28,7000,81.131
人车分流，人文环境好，采光充足，绿化环境好,5室2厅,138.18,7500,54.277
原户型两房现在单独出租一间只限女生,1室1厅,54,2800,51.852
广茵大厦 1室0厅 5500元,1室0厅,82,5500,67.073
同协雅苑 1室1厅 2500元,1室1厅,50,2500,50.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
滨江德信东方星城5居室 02卧,5室1厅,13.3,1790,134.586
滨江德信东方星城5居室 01卧,5室1厅,14.3,2490,174.126
滨江德信东方星城5居室 02卧,5室1厅,13.3,1790,134.586
滨江德信东方星城4居室 02卧,4室1厅,8.5,1660,195.294
景芳二区 3室1厅 5200元,3室1厅,74,5200,70.27
置鼎明珠1号 2室1厅 2500元,2室1厅,45,2500,55.556
中旅城仕公馆 2室1厅 3200元,2室1厅,70,3200,45.714
保利罗兰香谷 3室2厅 3500元,3室2厅,95,3500,36.842
天阳观筑 2室1厅 3000元,2室1厅,74,3000,40.541
万科魅力之城 3室2厅 5200元,3室2厅,114,5200,45.614
万象城悦玺 3室2厅 16000元,3室2厅,115,16000,139.13
北城枫景园 2室1厅 2800元,2室1厅,63,2800,44.444
丁桥大唐苑 2室2厅 2200元,2室2厅,60,2200,36.667
滨江德信东方星城5居室 03卧,5室1厅,7.3,1460,200.0
宋都阳光国际 2室2厅 5000元,2室2厅,84.69,5000,59.039
滨江德信东方星城4居室 01卧,4室1厅,13.7,2230,162.774
保利罗兰香谷 2室2厅 2000元,2室2厅,89,2000,22.472
滨江德信东方星城4居室 03卧,4室1厅,6,1330,221.667
东方御府 4室2厅 25000元,4室2厅,245,25000,102.041
天阳明朗 3室1厅 1750元,3室1厅,15,1750,116.667
蓝桥名苑 2室2厅 4500元,2室2厅,92,4500,48.913
淮矿东元府 3室1厅 6500元,3室1厅,86.93,6500,74.773
滨江德信东方星城5居室 01卧,5室1厅,14.3,2560,179.021
近物美 中医院 丁荷校区旁 天阳晴朗 中装三房 可合租,3室2厅,100,3750,37.5
世茂天宸 4室2厅 12000元,4室2厅,185,12000,64.865
海景城花园 4室1厅 4850元,4室1厅,119.46,4850,40.599
滨江德信东方星城5居室 01卧,5室1厅,14.3,2460,172.028
置鼎明珠1号 2室1厅 3000元,2室1厅,46.8,3000,64.103
东都公寓 3室2厅 5800元,3室2厅,107,5800,54.206
滨江德信东方星城5居室 01卧,5室1厅,12.7,2530,199.213
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
后珠家苑 3室1厅 2500元,3室1厅,102,2500,24.51
中兴九洲芳园 3室1厅 5400元,3室1厅,89.39,5400,60.409
龙湖武林九里 3室2厅 5000元,3室2厅,89,5000,56.18
恒祺克拉天玺 2室2厅 6500元,2室2厅,75.27,6500,86.356
1号线地铁口闸弄口，三里新城，业主自住 清爽两房，,2室2厅,86,6000,69.767
草庄景墅 2室1厅 3300元,2室1厅,60,3300,55.0
1号线闸弄口地铁站 整租1室1厅1卫。,1室1厅,35,3200,91.429
百大绿城西子国际 2室2厅 14500元,2室2厅,116.26,14500,124.72
万科草庄 1室1厅 6000元,1室1厅,89,6000,67.416
房子自住精装修，家具家电齐全，拎包入住,3室2厅,89,4500,50.562
滨江凯旋门精装二房出租户型正气,2室2厅,89,8000,89.888
笕东嘉苑 2室1厅 3700元,2室1厅,65,3700,56.923
精装交付，厨卫设施齐全，loft风格，适宜年轻人！,3室2厅,79.23,5500,69.418
业主自住精装修三居室诚心出租看房方便签约即可入住,3室2厅,89.42,6800,76.046
金色黎明一期 3室1厅 7200元,3室1厅,122,7200,59.016
丽江公寓 2室2厅 4800元,2室2厅,89,4800,53.933
万象城悦府 4室2厅 22000元,4室2厅,210,22000,104.762
淮矿东元府 3室2厅 6500元,3室2厅,89,6500,73.034
笕东嘉苑 2室1厅 3700元,2室1厅,65,3700,56.923
泊林印象 3室1厅 4500元,3室1厅,89,4500,50.562
丽江公寓 4室2厅 6250元,4室2厅,85.56,6250,73.048
钱塘航空大厦 1室1厅 12000元,1室1厅,122.43,12000,98.015
火车东站大两房家具家电齐全真正的拎包入住,2室2厅,82.81,4300,51.926
大面积毛坯，仓库居住揭可，自带家具家电,3室2厅,119,2600,21.849
丁桥景园北苑稀有大户型东边套 精装 大四房全明户型,4室2厅,123.55,4500,36.423
置鼎明珠1号 2室1厅 3000元,2室1厅,43,3000,69.767
房东自住精装修，家具家电齐全，看房随时联系,2室1厅,90.86,3200,35.219
丁桥loft上下两层精装公寓 丁兰广场 两房 小户型,2室1厅,45,2700,60.0
交通晓时代 4室1厅 7000元,4室1厅,90,7000,77.778
武林九里精装干净清爽三居室，边套，可直接拎包入住。,3室2厅,89.68,4500,50.178
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
保利罗兰香谷 3室2厅 1500元,3室2厅,89,1500,16.854
新上采荷新村   户型正气   居家装修   采光通透,3室1厅,68,5500,80.882
1号线闸弄口地铁站， 三里亭， 整租1室1厅1卫。,1室1厅,33.2,3300,99.398
锦润公寓 2室2厅 4100元,2室2厅,75,4100,54.667
丁桥热闹小区，边套3房自住装修家电齐全拎包入住。,3室1厅,91,3600,39.56
闸弄口 地铁口，大三房，自住装修，欢迎咨询,3室2厅,126.45,8800,69.593
万象城悦府 2室1厅 12500元,2室1厅,89.61,12500,139.493
自住精装修 绿城物业 采光非好 南北通透！,3室2厅,88.82,7200,81.063
金色黎明二期 3室2厅 6800元,3室2厅,138,6800,49.275
紫玉福邸 3室2厅 5500元,3室2厅,89,5500,61.798
金色黎明三期 3室1厅 6000元,3室1厅,89,6000,67.416
建塘家苑 2室1厅 3300元,2室1厅,80,3300,41.25
广宇上东名筑 3室2厅 3800元,3室2厅,89,3800,42.697
地铁东城广场 1室1厅 5300元,1室1厅,78,5300,67.949
向江来时代中心 2室1厅 5000元,2室1厅,60.23,5000,83.015
后珠美都雅苑 2室1厅 2000元,2室1厅,88,2000,22.727
中豪品质  小区绿化优美 三房中装 看房随时联系,3室2厅,90,3500,38.889
景芳一区 1室0厅 3500元,1室0厅,33.79,3500,103.581
置鼎明珠1号 2室1厅 3400元,2室1厅,45,3400,75.556
滨江东方星城，火车东站地铁口1.5公里，可长租,4室2厅,139,8000,57.554
一号线闸弄口地铁口大三房。。。,3室2厅,138,8500,61.594
紫薇公寓 2室1厅 5500元,2室1厅,88.94,5500,61.839
天运一线河景房，精装修，还配置钢琴，三房只出租两间,3室2厅,152.29,4600,30.206
三里亭苑四区 2室1厅 3900元,2室1厅,55,3900,70.909
景芳水湘苑 2室1厅 4500元,2室1厅,77.28,4500,58.23
房东自住三房精装修，拎包入住，看房随时联系,3室2厅,80,3300,41.25
中海御道 3室2厅 18000元,3室2厅,139.53,18000,129.005
城东新城 地铁 东方星城 南北通透 采光充足,3室1厅,89,4800,53.933
景芳一区 3室0厅 4400元,3室0厅,59,4400,74.576
万象城悦府 3室2厅 16000元,3室2厅,138,16000,115.942
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
滨江德信东方星城 4室2厅 7000元,4室2厅,139,7000,50.36
置鼎明珠1号 1室1厅 2000元,1室1厅,45.6,2000,43.86
丁桥好房推荐精装loft家具家电你想要什么？房东给你配,2室1厅,45,3500,77.778
世茂天宸 3室1厅 7000元,3室1厅,90.99,7000,76.932
南肖埠小区庆春苑 2室1厅 4200元,2室1厅,57.22,4200,73.401
采荷小区玉荷邨 3室1厅 5000元,3室1厅,62.85,5000,79.554
龙湖品质小区，3房2卫适合一家人,3室1厅,89,4300,48.315
开发商精装修3房，全新品牌家具家电，适合一家人居住,3室1厅,88.51,4500,50.842
静安花苑 3室2厅 11000元,3室2厅,100.32,11000,109.649
景芳地铁房楼层好两房朝南差不多大适合一家人,2室1厅,57,5000,87.719
开发商精装修3房，适合一家人居住，次新小区，环境好,3室2厅,89,4160,46.742
置鼎明珠1号 2室1厅 2900元,2室1厅,43,2900,67.442
龙湖武林九里 2室1厅 3300元,2室1厅,88.28,3300,37.381
采光足  格局好   交通便利  配套设施完善,3室2厅,99.51,4000,40.197
后珠美都雅苑 2室1厅 2000元,2室1厅,88,2000,22.727
万家花园家和苑 2室2厅 4500元,2室2厅,80,4500,56.25
卓越蔚蓝领秀一期 4室2厅 3300元,4室2厅,89,3300,37.079
新江花园 2室1厅 4000元,2室1厅,73.77,4000,54.223
鑫运时代金座 2室1厅 3800元,2室1厅,50,3800,76.0
同协雅苑 2室1厅 2700元,2室1厅,60,2700,45.0
赵家花苑 2室2厅 3300元,2室2厅,78.3,3300,42.146
水湘人家西苑 3室1厅 5500元,3室1厅,65,5500,84.615
地铁口2房，有钥匙看房，可拎包入住，价格可以商量，,2室1厅,65,4000,61.538
郡枫绿园东区 2室1厅 2500元,2室1厅,63,2500,39.683
董家村住宅 2室1厅 4000元,2室1厅,55,4000,72.727
北城枫景园 2室1厅 2900元,2室1厅,62.75,2900,46.215
久睦苑 2室1厅 2800元,2室1厅,61.81,2800,45.3
业主诚心出租，房间干净清爽，户型明亮,1室0厅,30.09,3300,109.671
原筑壹号 1室1厅 2300元,1室1厅,42,2300,54.762
冠宇隽园 3室1厅 4000元,3室1厅,128.6,4000,31.104
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
钱江新城精装公寓写字楼 地铁覆盖物,1室1厅,65.13,5100,78.305
房东以前的婚房装修，家具家电都有，看房随时联系,3室2厅,129,6000,46.512
婚房精装两房，中间楼层，诚租，价格可小刀,2室0厅,47,4500,95.745
精装修，可办公，可居住，户型方正,1室0厅,43.91,3400,77.431
丁桥loft上下两层精装公寓 丁兰广场 两房 小户型,2室1厅,45,3000,66.667
南北通透，全明户型，装修风格整洁，自带一大露台。,3室2厅,103,4700,45.631
房东以前的婚房装修，家具家电齐全，看房随时联系,3室2厅,108.42,4700,43.35
采荷街道商教苑社区 2室1厅 5800元,2室1厅,75,5800,77.333
采荷东区 2室2厅 6400元,2室2厅,94.25,6400,67.905
新风地铁站旁边200米小三房好中间楼层,3室2厅,86.35,5600,64.852
精装三房，拎包入住，价格美丽。,3室2厅,89,3500,39.326
闸弄口火车东站双地铁口一线河景精装修大一居室,1室1厅,43,3600,83.721
滨江德信东方星城 4室2厅 8000元,4室2厅,138,8000,57.971
首开武林8栋 精装房 看房方便 视野好 价格美丽,3室2厅,89,5500,61.798
火车东站大三房全明户型， 家具家电齐全拎包入住。,3室1厅,135.96,6500,47.808
房子简装修，自带家具家电可直接入住,3室1厅,88.73,3000,33.81
上东名筑 大面积 5房 拎包入住家具家电齐全 适合合租,5室2厅,133.26,5300,39.772
景芳六区 一居室朝南精装修好房源,1室0厅,35.93,3300,91.845
上东名筑，精装三室，干净清爽。,3室2厅,86,4000,46.512
上东名筑，简装三房，价格低，拎包入住,3室2厅,84.92,3000,35.327
房东自住中装修，家具家电齐全，拎包入住,2室2厅,90,3400,37.778
丁桥颐景园 丁兰广场 精装修三房 可拎包入住,3室2厅,117.57,5800,49.332
左邻右舍 3室2厅 5600元,3室2厅,131,5600,42.748
滨江德信东方星城 4室2厅 7000元,4室2厅,139,7000,50.36
置鼎明珠1号 1室1厅 2000元,1室1厅,45.6,2000,43.86
丁桥好房推荐精装loft家具家电你想要什么？房东给你配,2室1厅,45,3500,77.778
草庄景墅 2室1厅 3300元,2室1厅,60,3300,55.0
1号线闸弄口地铁站 整租1室1厅1卫。,1室1厅,35,3200,91.429
百大绿城西子国际 2室2厅 14500元,2室2厅,116.26,14500,124.72
万科草庄 1室1厅 6000元,1室1厅,89,6000,67.416
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广宇东承府 3室2厅 3000元,3室2厅,88.46,3000,33.914
龙湖名景台 温馨装修 三室两厅 拎包入住 找有缘的租客,3室2厅,89,5200,58.427
广宇上东臻品 3室2厅 3000元,3室2厅,88.8,3000,33.784
郡原九润公寓 2室1厅 2700元,2室1厅,60,2700,45.0
广大融城印象 2室1厅 2300元,2室1厅,83.09,2300,27.681
滨江德信东方星城 3室1厅 6500元,3室1厅,89,6500,73.034
丁桥大唐苑 3室2厅 3700元,3室2厅,103,3700,35.922
景芳四区 2室1厅 5000元,2室1厅,55.69,5000,89.783
精装3房，家具齐全，价格优惠，之前业主自住,3室1厅,89.27,4500,50.409
滨江德信东方星城 2室2厅 8200元,2室2厅,89,8200,92.135
龙湖品质小区3房家电齐全拎包入住,3室1厅,89,4000,44.944
两房朝南采光好，精装修，拎包入住。,2室1厅,61.87,2700,43.64
城市之星 4室2厅 36000元,4室2厅,299,36000,120.401
闸弄口新村 2室1厅 4000元,2室1厅,50.7,4000,78.895
长睦邻里人家东苑 2室1厅 2700元,2室1厅,78,2700,34.615
闸弄口地铁1号线， 三里亭一区，清爽两室一厅拎包入住,2室1厅,60.57,4000,66.039
