标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
龙湖旭辉春江悦茗 2室2厅 6800元,2室2厅,89,6800,76.404
星际公寓 1室1厅 1300元,1室1厅,40,1300,32.5
财和湘域湾，家具齐全，拎包入住,3室2厅,89.05,5000,56.148
顺丰家园 4室2厅 5500元,4室2厅,120,5500,45.833
华瑞中心 2室2厅 5800元,2室2厅,96,5800,60.417
新惠名苑 3室1厅 4250元,3室1厅,138.01,4250,30.795
万科大家世纪之光 3室1厅 5400元,3室1厅,81,5400,66.667
中国铁建江南国际城 3室1厅 4000元,3室1厅,87.65,4000,45.636
北干一苑 2室1厅 3200元,2室1厅,68,3200,47.059
朝阳银座 1室1厅 3200元,1室1厅,63,3200,50.794
得力名望府 4室2厅 5000元,4室2厅,89,5000,56.18
萧绍路1456号 1室1厅 1400元,1室1厅,25,1400,56.0
三房整租边套闻堰镇，交通方便物美超市一步距离，,3室2厅,147,5500,37.415
绿都湖滨花园 3室2厅 8000元,3室2厅,138.88,8000,57.604
柳桥南和城 3室1厅 4200元,3室1厅,100,4200,42.0
名扬阁 3室2厅 3500元,3室2厅,115,3500,30.435
滨水名庭 3室2厅 5800元,3室2厅,121,5800,47.934
宝盛世纪中心 1室0厅 4000元,1室0厅,42,4000,95.238
中国铁建江南国际城4居室 03卧,4室1厅,7.2,1560,216.667
绿都金域东方 3室2厅 4500元,3室2厅,89,4500,50.562
中国铁建江南国际城5居室 02卧,5室1厅,14.2,2130,150.0
明华明辉花园 4室2厅 6000元,4室2厅,174,6000,34.483
中国铁建江南国际城5居室 02卧,5室1厅,13.8,2130,154.348
丰润家园4居室 01卧,4室1厅,10.8,2060,190.741
香山四季公馆 3室2厅 5200元,3室2厅,81,5200,64.198
中国铁建江南国际城4居室 01卧,4室1厅,17.5,2790,159.429
中国铁建江南国际城4居室 05卧,4室1厅,17.7,2230,125.989
丰润家园2居室 02卧,2室1厅,9.6,1930,201.042
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
丰润家园5居室 03卧,5室1厅,11.9,1630,136.975
华瑞湘湖美地 3室1厅 4500元,3室1厅,135.4,4500,33.235
育才西苑 3室1厅 3500元,3室1厅,86.5,3500,40.462
众安国泰花园 4室2厅 7500元,4室2厅,231.03,7500,32.463
房东诚意出租  户型好 通风 透气，实惠单间,1室1厅,48,2500,52.083
丰润家园2居室 01卧,2室1厅,12,2090,174.167
绿都金域东方 3室1厅 2300元,3室1厅,89,2300,25.843
绿都御景蓝湾 3室1厅 3000元,3室1厅,89,3000,33.708
德圣博奥城 2室2厅 5500元,2室2厅,76.73,5500,71.68
林之语 3室2厅 4200元,3室2厅,117,4200,35.897
绿都御景蓝湾 3室1厅 3500元,3室1厅,89,3500,39.326
融创东南海 原户型精装大4房 家具家电齐全 拎包入住,4室2厅,107.73,5500,51.054
恒泰御庭园 3室3厅 2700元,3室3厅,135,2700,20.0
绿都金域东方 4室2厅 3600元,4室2厅,89,3600,40.449
绿都金域东方 3室1厅 3800元,3室1厅,89,3800,42.697
中国铁建江南国际城5居室 02卧,5室1厅,13.8,2090,151.449
装修好，采光好，交通便利，配套齐全,1室0厅,46.27,2800,60.514
小面积精装修公寓 清爽 交通便利 看房方便,1室1厅,46,3500,76.087
绿都金域东方 3室2厅 3500元,3室2厅,89,3500,39.326
华瑞晴庐 3室2厅 6200元,3室2厅,90,6200,68.889
中国铁建江南国际城 4室2厅 6000元,4室2厅,139,6000,43.165
融创东南海 4室2厅 3700元,4室2厅,139,3700,26.619
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室1厅,45,4000,88.889
装修环保，家电齐全，交通便利，地理环境较好,2室2厅,80.45,4200,52.206
中国铁建江南国际城4居室 05卧,4室1厅,17.7,2130,120.339
恒大帝景 4室2厅 6600元,4室2厅,140,6600,47.143
中国铁建江南国际城4居室 03卧,4室1厅,8.6,1690,196.512
中国铁建江南国际城4居室 02卧,4室1厅,14.4,2130,147.917
中国铁建江南国际城5居室 03卧,5室1厅,10.1,1690,167.327
林之语 4室2厅 5000元,4室2厅,205,5000,24.39
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
融创东南海 4室2厅 5400元,4室2厅,115,5400,46.957
得力名门世家 2室2厅 4000元,2室2厅,75,4000,53.333
通和戈雅公寓 3室2厅 6000元,3室2厅,138,6000,43.478
丽晶国际 2室2厅 8800元,2室2厅,150,8800,58.667
大学城旁 精装loft一室一卫 ，可办公， 包车位！,1室0厅,51.15,4000,78.201
金马名仕园 3室2厅 7800元,3室2厅,158,7800,49.367
江南摩卡 3室1厅 4800元,3室1厅,106,4800,45.283
中国铁建江南国际城5居室 05卧,5室1厅,9.2,1660,180.435
中栋国际 2室2厅 3200元,2室2厅,46,3200,69.565
丰润家园 3室2厅 6800元,3室2厅,120,6800,56.667
绿都金域东方 3室2厅 3800元,3室2厅,89,3800,42.697
南江商业中心 1室1厅 2600元,1室1厅,65,2600,40.0
中国铁建江南国际城5居室 02卧,5室1厅,14.6,2160,147.945
名扬阁 3室1厅 4000元,3室1厅,115,4000,34.783
中国铁建江南国际城5居室 05卧,5室1厅,10.32,1660,160.853
鸿兴城巧克力公馆 3室2厅 3700元,3室2厅,45,3700,82.222
融创东南海 1室1厅 1603元,1室1厅,33,1603,48.576
中国铁建江南国际城5居室 06卧,5室1厅,14.72,1990,135.19
中国铁建江南国际城4居室 01卧,4室1厅,21.2,2930,138.208
中国铁建江南国际城5居室 05卧,5室1厅,10,1660,166.0
中栋国际 2室2厅 4600元,2室2厅,74,4600,62.162
名仁家园 4室2厅 7000元,4室2厅,185,7000,37.838
顺发康庄 3室1厅 3500元,3室1厅,86,3500,40.698
湘湖九号 高层俩房 精装修 拎包入住 房东诚心,2室2厅,56.33,4500,79.886
景区房 大露台 环境优美 心仪租房房源就看这里,3室2厅,120,5500,45.833
一楼大四房！带俩卫生间大面积舒适住宅,4室2厅,144.91,10000,69.008
得力名望府 3室1厅 4000元,3室1厅,90,4000,44.444
从未出租，领包入住，电瓶车租期免费使用,2室1厅,75,3300,44.0
绿都金域东方 3室2厅 3600元,3室2厅,89,3600,40.449
中国铁建江南国际城5居室 03卧,5室1厅,10.37,1690,162.97
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
中国铁建江南国际城5居室 01卧,5室1厅,18.3,2890,157.923
中国铁建江南国际城5居室 06卧,5室1厅,16.4,2060,125.61
中国铁建江南国际城5居室 02卧,5室1厅,13.4,2190,163.433
林之语 2室2厅 4000元,2室2厅,81,4000,49.383
丰润家园4居室 01卧,4室1厅,16.8,1730,102.976
中国铁建江南国际城5居室 01卧,5室1厅,24.1,2730,113.278
绿都金域东方 3室2厅 3800元,3室2厅,88,3800,43.182
绿都金域东方 3室2厅 2500元,3室2厅,89,2500,28.09
中国铁建江南国际城5居室 03卧,5室1厅,9.7,1690,174.227
港汇中心 1室1厅 4800元,1室1厅,50,4800,96.0
阳光城上府4居室 01卧,4室1厅,12.1,2460,203.306
绿都金域东方 4室2厅 3500元,4室2厅,104.91,3500,33.362
丰润家园3居室 02卧,3室1厅,11.7,1790,152.991
景苑公寓 3室1厅 4000元,3室1厅,95,4000,42.105
光明尚海湾 4室2厅 4800元,4室2厅,115,4800,41.739
金昌春和钱塘 3室1厅 6000元,3室1厅,88,6000,68.182
绿都御景蓝湾 3室2厅 4800元,3室2厅,120,4800,40.0
绿都金域东方 4室2厅 5000元,4室2厅,125,5000,40.0
中国铁建江南国际城4居室 02卧,4室1厅,13.2,1830,138.636
房东诚意出租，户型好，采光佳。,1室1厅,61.47,2400,39.043
名称大厦 房东诚心出租 求诚心租客,1室1厅,42.54,2600,61.119
隐龙湾 1室1厅 3000元,1室1厅,56,3000,53.571
融创东南海 2室2厅 4200元,2室2厅,78,4200,53.846
潘水少量两房户型，中等装修，卫生已经打扫好,2室1厅,64,3000,46.875
丰瑞南苑 3室1厅 5300元,3室1厅,80,5300,66.25
丰瑞南苑 2室1厅 4000元,2室1厅,60,4000,66.667
凯悦花园 4室2厅 6000元,4室2厅,128,6000,46.875
宝盛世纪中心 1室1厅 4000元,1室1厅,44.13,4000,90.641
顺发恒园 4室2厅 7000元,4室2厅,128,7000,54.688
港汇中心 2室1厅 5000元,2室1厅,108.92,5000,45.905
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
宝盛世纪中心 1室1厅 4500元,1室1厅,48.65,4500,92.497
南北通透，家电齐全，全明户型，楼层适中，拎包入住！,3室2厅,129.64,4800,37.026
顺发旺角城二期 3室1厅 5800元,3室1厅,100,5800,58.0
天汇园 1室1厅 3200元,1室1厅,40,3200,80.0
万科大家世纪之光 3室2厅 6500元,3室2厅,81,6500,80.247
郁金香岸叠排  采光好 露台花园,5室2厅,246.84,9000,36.461
得力名望府 2室2厅 3800元,2室2厅,59.8,3800,63.545
"房东诚心出租，地势好,阳光好,全明户型,小区环境好！",3室2厅,117.24,5200,44.353
居家三房 二房朝南 一房朝北 温馨居家 拎包入住,3室2厅,87.72,5500,62.699
朝阳银座 1室1厅 2500元,1室1厅,47,2500,53.191
晶典公寓 2室2厅 4000元,2室2厅,89,4000,44.944
新城香悦奥府 4室2厅 6500元,4室2厅,129.2,6500,50.31
得力名望府 3室1厅 5000元,3室1厅,90,5000,55.556
信融御金台 6室1厅 25000元,6室1厅,418,25000,59.809
大成名座 3室1厅 5200元,3室1厅,120,5200,43.333
金帝金色钱塘 4室2厅 7500元,4室2厅,130.88,7500,57.304
金地德圣中心 1室1厅 4000元,1室1厅,40,4000,100.0
朝阳地铁口，精装超大一室一厅，家具家电齐全，,1室1厅,46.73,3200,68.478
中国铁建江南国际城 4室1厅 8000元,4室1厅,89.37,8000,89.515
丰瑞北苑 3室2厅 5800元,3室2厅,100,5800,58.0
广德小区房龄新，南北朝向，全明户型，送阁楼！！,3室1厅,80,4900,61.25
置地大厦 1室0厅 2100元,1室0厅,26,2100,80.769
南江商业中心 1室1厅 2800元,1室1厅,65,2800,43.077
绿都御景蓝湾 3室2厅 2800元,3室2厅,89,2800,31.461
佳丰北苑 5室1厅 9500元,5室1厅,140,9500,67.857
金地德圣中心 1室1厅 3500元,1室1厅,40,3500,87.5
众安嘉润公馆 1室1厅 4600元,1室1厅,64.56,4600,71.252
绿都御景蓝湾 3室2厅 2800元,3室2厅,89,2800,31.461
空港新天地 1室1厅 2100元,1室1厅,46.33,2100,45.327
融创东南海 4室2厅 4700元,4室2厅,98,4700,47.959
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
科尔世纪外滩 3室1厅 3000元,3室1厅,89,3000,33.708
绿都御景蓝湾 3室2厅 3000元,3室2厅,89,3000,33.708
朝阳银座 1室1厅 2600元,1室1厅,57.92,2600,44.89
开元加州阳光小区 1室0厅 2300元,1室0厅,35,2300,65.714
中栋国际 2室1厅 4600元,2室1厅,74,4600,62.162
丰润家园 2室2厅 4300元,2室2厅,65,4300,66.154
潘水苑 3室2厅 4000元,3室2厅,113,4000,35.398
崇化住宅区 2室1厅 2700元,2室1厅,56,2700,48.214
朝阳银座 1室1厅 2500元,1室1厅,47.37,2500,52.776
中栋国际 1室1厅 3200元,1室1厅,51.72,3200,61.872
城中花园 3室2厅 5900元,3室2厅,160,5900,36.875
光明尚海湾 4室1厅 6000元,4室1厅,90,6000,66.667
融创东南海 5室2厅 6500元,5室2厅,98,6500,66.327
出行方便，近曹家桥地铁站，装修好的，家电齐全,1室1厅,55.89,2700,48.309
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室2厅,71.5,4800,67.133
丰润家园 1室0厅 2000元,1室0厅,25,2000,80.0
广泽小区 3室1厅 3500元,3室1厅,80,3500,43.75
绿都御景蓝湾 3室2厅 3000元,3室2厅,89,3000,33.708
朝阳银座 1室1厅 2800元,1室1厅,46.73,2800,59.919
融创东南海 3室1厅 3000元,3室1厅,89.67,3000,33.456
恒泰御庭园 5室2厅 12000元,5室2厅,181.68,12000,66.05
全新装修，首租！地铁口精装三房！家具家电齐全,3室1厅,96,6000,62.5
崇化住宅区 2室1厅 2700元,2室1厅,56,2700,48.214
郡望府 3室2厅 3000元,3室2厅,89,3000,33.708
建设一路地铁口，民水民电，全新装修，品牌家电,3室2厅,83,5600,67.47
丰润家园 1室0厅 1700元,1室0厅,25,1700,68.0
绿都御景蓝湾 3室2厅 2700元,3室2厅,89,2700,30.337
通和戈雅公寓 3室2厅 5200元,3室2厅,135.6,5200,38.348
朝阳银座 1室1厅 2600元,1室1厅,47,2600,55.319
嘉富广场 2室1厅 3500元,2室1厅,70,3500,50.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
丰润家园 1室0厅 1800元,1室0厅,20,1800,90.0
丽晶国际 2室2厅 8800元,2室2厅,82,8800,107.317
龙湖旭辉春江悦茗 4室1厅 7000元,4室1厅,89,7000,78.652
丰润家园 1室0厅 1700元,1室0厅,25,1700,68.0
北干二苑新安寓 3室2厅 4000元,3室2厅,81,4000,49.383
朝阳银座 1室1厅 2800元,1室1厅,46.73,2800,59.919
朝阳银座 1室1厅 2800元,1室1厅,46.73,2800,59.919
华瑞晴庐品质小区，家具家电齐全，拎包入住,4室2厅,89.15,5000,56.085
星际公寓 1室0厅 1000元,1室0厅,25,1000,40.0
蹓跶公寓 3室2厅 2800元,3室2厅,100,2800,28.0
丽晶国际 5室2厅 20000元,5室2厅,145,20000,137.931
空港新天地 1室1厅 2100元,1室1厅,46.33,2100,45.327
融创东南海 4室2厅 4700元,4室2厅,98,4700,47.959
林之语 4室2厅 6800元,4室2厅,192.77,6800,35.275
绿都御景蓝湾 3室2厅 2800元,3室2厅,89,2800,31.461
佳丰北苑 5室1厅 9500元,5室1厅,140,9500,67.857
万科大家世纪之光 3室2厅 6500元,3室2厅,81,6500,80.247
郁金香岸叠排  采光好 露台花园,5室2厅,246.84,9000,36.461
得力名望府 2室2厅 3800元,2室2厅,59.8,3800,63.545
"房东诚心出租，地势好,阳光好,全明户型,小区环境好！",3室2厅,117.24,5200,44.353
居家三房 二房朝南 一房朝北 温馨居家 拎包入住,3室2厅,87.72,5500,62.699
金马同盛精装修，优质房源出租，,1室0厅,51.83,2800,54.023
出行方便，户型方正，装修好的，家电齐全,1室1厅,46,2900,63.043
金地德圣中心 1室1厅 3500元,1室1厅,40,3500,87.5
众安嘉润公馆 1室1厅 4600元,1室1厅,64.56,4600,71.252
绿都御景蓝湾 3室2厅 2800元,3室2厅,89,2800,31.461
丰润家园 1室0厅 1900元,1室0厅,25,1900,76.0
中栋国际 1室1厅 3500元,1室1厅,55.13,3500,63.486
多层带阁楼，小区位置好，家具家电齐全看房子预约。,3室2厅,122,5000,40.984
萧山宝龙城市广场 1室1厅 3100元,1室1厅,40.3,3100,76.923
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
龙湖旭辉春江悦茗 4室1厅 7000元,4室1厅,89,7000,78.652
丰润家园 1室0厅 1700元,1室0厅,25,1700,68.0
北干二苑新安寓 3室2厅 4000元,3室2厅,81,4000,49.383
朝阳银座 1室1厅 2800元,1室1厅,46.73,2800,59.919
朝阳银座 1室1厅 2800元,1室1厅,46.73,2800,59.919
华瑞晴庐品质小区，家具家电齐全，拎包入住,4室2厅,89.15,5000,56.085
星际公寓 1室0厅 1000元,1室0厅,25,1000,40.0
蹓跶公寓 3室2厅 2800元,3室2厅,100,2800,28.0
朝阳银座 1室1厅 2300元,1室1厅,47,2300,48.936
科尔世纪外滩 6室4厅 9000元,6室4厅,335,9000,26.866
江南摩卡大面积四房，家具齐全，拎包入住,4室2厅,129.12,6000,46.468
德圣博奥城超大面积户型方正的舒适三居室,3室2厅,131.4,6600,50.228
融创东南海 6室2厅 7500元,6室2厅,139,7500,53.957
融创东南海 5室2厅 6500元,5室2厅,98,6500,66.327
出行方便，近曹家桥地铁站，装修好的，家电齐全,1室1厅,55.89,2700,48.309
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室2厅,71.5,4800,67.133
丰润家园 1室0厅 2000元,1室0厅,25,2000,80.0
广泽小区 3室1厅 3500元,3室1厅,80,3500,43.75
华瑞中心 4室1厅 8000元,4室1厅,120,8000,66.667
郡望府 3室2厅 6800元,3室2厅,90,6800,75.556
业主诚心出租，清爽装修，价格可商量！,1室1厅,67.06,2700,40.262
天汇园星云地带 1室1厅 2800元,1室1厅,49,2800,57.143
业主诚心出租！诚心客户价格可以商量！,1室0厅,44,3500,79.545
融创东南海 3室1厅 4000元,3室1厅,90,4000,44.444
精装好房戈雅公寓春雨园精装三居室，拎包入住，高楼层,3室1厅,109.68,5500,50.146
星际公寓 2室2厅 3500元,2室2厅,97,3500,36.082
南润名座，出行方便，生活配套完善，业主诚租,1室1厅,29.42,1950,66.281
天汇园星云地带 1室1厅 2900元,1室1厅,53.31,2900,54.399
绿都御景蓝湾 6室3厅 8100元,6室3厅,130,8100,62.308
九悦江南 1室0厅 1700元,1室0厅,25,1700,68.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
三江花园 3室2厅 5000元,3室2厅,120,5000,41.667
恒泰御庭园 2室1厅 3700元,2室1厅,60,3700,61.667
三室两卫，居住舒适，面积超大，价格实惠,3室2厅,126.9,5000,39.401
德意空港国际 4室1厅 4500元,4室1厅,139,4500,32.374
港汇中心 1室1厅 4200元,1室1厅,50,4200,84.0
顺丰家园 3室2厅 8500元,3室2厅,123,8500,69.106
华瑞晴庐 2室1厅 3800元,2室1厅,55,3800,69.091
湘湖人家 3室2厅 5000元,3室2厅,121,5000,41.322
建境巧克力公馆 2室2厅 3600元,2室2厅,56,3600,64.286
融创东南海 3室1厅 5500元,3室1厅,89,5500,61.798
正元都市阳光 2室2厅 4400元,2室2厅,79.16,4400,55.584
利一家园 2室1厅 4000元,2室1厅,60.11,4000,66.545
毛坯出租 可以长期出租 价格优惠 有钥匙,3室2厅,89,3800,42.697
房屋清爽装修，不易潮湿， 适合一家人居住！,3室2厅,88.11,4500,51.073
金地德圣中心 1室1厅 3200元,1室1厅,34,3200,94.118
龙湖旭辉春江悦茗 3室2厅 6000元,3室2厅,89,6000,67.416
中栋国际，自住装修，家电齐全，首 次出租看房方便！,1室1厅,51.9,3800,73.218
通和戈雅公寓 3室2厅 4500元,3室2厅,127,4500,35.433
开元加州阳光小区 1室1厅 2600元,1室1厅,55.08,2600,47.204
金地德圣中心 1室1厅 4000元,1室1厅,33.6,4000,119.048
金瑞大厦 1室1厅 2500元,1室1厅,35,2500,71.429
科尔世纪外滩 3室2厅 3200元,3室2厅,89,3200,35.955
信融御金台 5室2厅 30800元,5室2厅,415,30800,74.217
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室2厅,72,5000,69.444
凯丽晶座 2室2厅 3800元,2室2厅,55.92,3800,67.954
金地德圣中心 1室1厅 4000元,1室1厅,33.6,4000,119.048
华瑞晴庐品质小区，边套，家具家电齐全，拎包入住。,3室2厅,90.96,6000,65.963
九悦江南 1室0厅 1800元,1室0厅,25,1800,72.0
德圣博奥城 3室1厅 5000元,3室1厅,88.62,5000,56.421
绿都百瑞广场 1室0厅 2500元,1室0厅,40,2500,62.5
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
商住公寓 精装修 拎包入住 价格实惠,2室1厅,56,3000,53.571
绿城西子郁金香岸 3室2厅 4800元,3室2厅,127,4800,37.795
四季华庭，毛坯两房两厅，改动空间大，配套齐全！,3室2厅,89,3000,33.708
中誉现代城 1室0厅 1600元,1室0厅,30,1600,53.333
绿都花园 3室2厅 4800元,3室2厅,129.32,4800,37.117
顺发旺角城二期 2室2厅 4600元,2室2厅,80,4600,57.5
奥兰多小镇 2室1厅 4500元,2室1厅,70,4500,64.286
金域三江 3室2厅 4100元,3室2厅,106,4100,38.679
金地德圣中心 1室1厅 3600元,1室1厅,51,3600,70.588
万科大家世纪之光 3室1厅 6000元,3室1厅,81,6000,74.074
佳境天城境合苑 3室2厅 7000元,3室2厅,77,7000,90.909
世纪晶钻 1室1厅 3500元,1室1厅,45,3500,77.778
憬天国际名座 1室1厅 2400元,1室1厅,46.27,2400,51.869
朝阳银座 1室1厅 2200元,1室1厅,47,2200,46.809
房东诚心出租，房屋可自己装修设计风格，求诚心租客。,2室1厅,99.83,3000,30.051
绿都玫瑰苑 2室1厅 2800元,2室1厅,55,2800,50.909
一线江景房 扩展面积大 温馨精装修 众安物业,3室1厅,88.72,4000,45.086
湘湖人家排屋 交通便利 配套齐全 拎包入住,4室2厅,209.19,6500,31.072
商住公寓 精装修 拎包入住 价格实惠,1室1厅,51.16,2600,50.821
金地德圣中心 1室1厅 4000元,1室1厅,33.6,4000,119.048
明怡花苑 3室2厅 6000元,3室2厅,120,6000,50.0
自住婚房装修大三房二厅一厨二卫,3室2厅,134.5,6500,48.327
都市广厦 3室2厅 6500元,3室2厅,150.28,6500,43.253
出行方便，小区环境好，下面有商铺,1室1厅,46.73,2600,55.639
出行方便，小区环境好，下面有商铺,1室1厅,57.74,3500,60.617
绿都金域东方 3室2厅 4000元,3室2厅,89,4000,44.944
金地德圣中心 1室1厅 3900元,1室1厅,49.21,3900,79.252
盈一佳苑 3室1厅 5800元,3室1厅,100,5800,58.0
钱江世纪城 好房出租  一线江景房   众安嘉润公馆,5室2厅,427,25620,60.0
金地德圣中心 1室1厅 4000元,1室1厅,40,4000,100.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金地德圣中心 1室1厅 3900元,1室1厅,49.21,3900,79.252
盈一佳苑 3室1厅 5800元,3室1厅,100,5800,58.0
钱江世纪城 好房出租  一线江景房   众安嘉润公馆,5室2厅,427,25620,60.0
金地德圣中心 1室1厅 4000元,1室1厅,40,4000,100.0
朝阳地铁口，精装超大一室一厅，家具家电齐全，,1室1厅,46.73,3200,68.478
中国铁建江南国际城 4室1厅 8000元,4室1厅,89.37,8000,89.515
丰瑞北苑 3室2厅 5800元,3室2厅,100,5800,58.0
广德小区房龄新，南北朝向，全明户型，送阁楼！！,3室1厅,80,4900,61.25
置地大厦 1室0厅 2100元,1室0厅,26,2100,80.769
南江商业中心 1室1厅 2800元,1室1厅,65,2800,43.077
融创东南海 3室1厅 5500元,3室1厅,89,5500,61.798
正元都市阳光 2室2厅 4400元,2室2厅,79.16,4400,55.584
利一家园 2室1厅 4000元,2室1厅,60.11,4000,66.545
毛坯出租 可以长期出租 价格优惠 有钥匙,3室2厅,89,3800,42.697
房屋清爽装修，不易潮湿， 适合一家人居住！,3室2厅,88.11,4500,51.073
金地德圣中心 1室1厅 3200元,1室1厅,34,3200,94.118
龙湖旭辉春江悦茗 3室2厅 6000元,3室2厅,89,6000,67.416
中栋国际，自住装修，家电齐全，首 次出租看房方便！,1室1厅,51.9,3800,73.218
通和戈雅公寓 3室2厅 4500元,3室2厅,127,4500,35.433
顺发旺角城二期 2室2厅 4600元,2室2厅,80,4600,57.5
奥兰多小镇 2室1厅 4500元,2室1厅,70,4500,64.286
金域三江 3室2厅 4100元,3室2厅,106,4100,38.679
金地德圣中心 1室1厅 3600元,1室1厅,51,3600,70.588
绿都百瑞广场 1室0厅 2500元,1室0厅,40,2500,62.5
商住公寓 精装修 拎包入住 价格实惠,2室1厅,56,3000,53.571
绿城西子郁金香岸 3室2厅 4800元,3室2厅,127,4800,37.795
四季华庭，毛坯两房两厅，改动空间大，配套齐全！,3室2厅,89,3000,33.708
中誉现代城 1室0厅 1600元,1室0厅,30,1600,53.333
信融御金台 5室2厅 30800元,5室2厅,415,30800,74.217
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室2厅,72,5000,69.444
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
天汇园 1室1厅 3200元,1室1厅,40,3200,80.0
晶典公寓 2室2厅 4000元,2室2厅,89,4000,44.944
新城香悦奥府 4室2厅 6500元,4室2厅,129.2,6500,50.31
得力名望府 3室1厅 5000元,3室1厅,90,5000,55.556
信融御金台 6室1厅 25000元,6室1厅,418,25000,59.809
出门就是地铁交通十分便利...,1室1厅,37,2000,54.054
名城大厦 1室1厅 2900元,1室1厅,46.13,2900,62.866
南城景园 3室2厅 2900元,3室2厅,124,2900,23.387
金域三江 3室2厅 3800元,3室2厅,137.91,3800,27.554
家电齐全，南北通透，自住装修，拎包入住！楼层适中,3室2厅,128.68,5000,38.856
香山四季公馆 4室1厅 5600元,4室1厅,180,5600,31.111
盈一佳苑 3室1厅 5500元,3室1厅,100,5500,55.0
国泰大厦大面积实惠三卫优质房！可办公！可家住,5室2厅,207.77,9450,45.483
中誉现代城 1室1厅 2300元,1室1厅,47,2300,48.936
绿都金域东方 3室1厅 4500元,3室1厅,89,4500,50.562
众安嘉润公馆 1室1厅 4000元,1室1厅,45,4000,88.889
丰润家园 1室1厅 1700元,1室1厅,25,1700,68.0
金地德圣中心 1室1厅 4300元,1室1厅,59,4300,72.881
融创东南海 5室2厅 6500元,5室2厅,98,6500,66.327
出行方便，近曹家桥地铁站，装修好的，家电齐全,1室1厅,55.89,2700,48.309
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室2厅,71.5,4800,67.133
丰润家园 1室0厅 2000元,1室0厅,25,2000,80.0
广泽小区 3室1厅 3500元,3室1厅,80,3500,43.75
财和湘域湾，家具齐全，拎包入住,3室2厅,89.05,5000,56.148
顺丰家园 4室2厅 5500元,4室2厅,120,5500,45.833
华瑞中心 2室2厅 5800元,2室2厅,96,5800,60.417
新惠名苑 3室1厅 4250元,3室1厅,138.01,4250,30.795
万科大家世纪之光 3室1厅 5400元,3室1厅,81,5400,66.667
中国铁建江南国际城 3室1厅 4000元,3室1厅,87.65,4000,45.636
北干一苑 2室1厅 3200元,2室1厅,68,3200,47.059
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金地德圣中心 1室0厅 3600元,1室0厅,49.28,3600,73.052
南岸花城 3室2厅 5500元,3室2厅,139,5500,39.568
绿城西子郁金香岸 2室1厅 4400元,2室1厅,98.39,4400,44.72
江南国际城   业主自住精装三房  品牌家电家具,3室2厅,89,7500,84.27
柳桥南和城 3室1厅 4500元,3室1厅,110,4500,40.909
顺发和美家 4室2厅 10000元,4室2厅,90.25,10000,110.803
三江花园 3室2厅 5000元,3室2厅,120,5000,41.667
恒泰御庭园 2室1厅 3700元,2室1厅,60,3700,61.667
三室两卫，居住舒适，面积超大，价格实惠,3室2厅,126.9,5000,39.401
学士桥房子房东诚心出租，随时看房,3室2厅,73.52,3500,47.606
高运莱茵传奇 4室2厅 4500元,4室2厅,89,4500,50.562
丰润家园 3室2厅 7000元,3室2厅,150,7000,46.667
华瑞中心 3室1厅 5600元,3室1厅,90,5600,62.222
佳境天城境合苑 4室2厅 7500元,4室2厅,147.74,7500,50.765
【众安花园】超大面积，上下跃层,5室2厅,138.09,8000,57.933
商住公寓  精装修  拎包入住  价格实惠,1室1厅,64.87,2800,43.163
明怡花苑 2室2厅 4300元,2室2厅,70,4300,61.429
柳桥南和城 3室2厅 4500元,3室2厅,165,4500,27.273
盈一佳苑 4室1厅 6000元,4室1厅,120,6000,50.0
盈一佳苑 1室0厅 1400元,1室0厅,15,1400,93.333
憬天国际名座 1室1厅 2200元,1室1厅,40,2200,55.0
房东诚心出租，建设一路旁边地铁方便，公交也很方便。,3室1厅,95.33,5200,54.547
地铁二号线建设一路站 配套齐全,4室0厅,83.33,6200,74.403
南市花园 4室2厅 5000元,4室2厅,142,5000,35.211
绿都御景蓝湾 3室1厅 3000元,3室1厅,89,3000,33.708
绿都御景蓝湾 4室2厅 5000元,4室2厅,89,5000,56.18
盈一佳苑 4室1厅 5000元,4室1厅,100,5000,50.0
南岸花城 3室2厅 4600元,3室2厅,120,4600,38.333
丽晶国际 4室2厅 7000元,4室2厅,89.85,7000,77.908
丰润家园 4室1厅 6800元,4室1厅,150,6800,45.333
