标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
同人精华 1室0厅 3300元,1室0厅,31,3300,106.452
绿城物业 近银泰城 可拎包入住,3室2厅,89,5500,61.798
雅仕苑 3室2厅 8800元,3室2厅,130,8800,67.692
龙湖水晶郦城 2室2厅 4000元,2室2厅,89,4000,44.944
梧桐燕庐 4室1厅 5800元,4室1厅,120,5800,48.333
同人精华 1室1厅 19000元,1室1厅,233,19000,81.545
新星小区 2室2厅 2800元,2室2厅,49.92,2800,56.09
房东诚心出租，家具家电齐全，交通便利，拎包入住。,3室2厅,123,6800,55.285
新星小区 2室1厅 3800元,2室1厅,60,3800,63.333
星洲花园单身公寓，一居室，家具家电齐全，拎包入住,1室1厅,57.5,4000,69.565
新德雅公寓大三房，房东诚心出租,3室2厅,133.5,6500,48.689
精装两房，家具家电设施齐全，给你一份温馨的家,2室1厅,75.88,4400,57.986
星洲花园一居室，家具家电齐全拎包入住,1室1厅,51,3800,74.51
紫桂花园 经典三房 优质装修 拎包入住,3室2厅,146,8000,54.795
此小区在文三西路古墩路交叉口，交通方便，,2室1厅,54,4700,87.037
法式联体排屋，客厅挑高，沿河景观，随时看房,6室2厅,397.78,15000,37.709
世贸丽晶城欧美中心 1室1厅 6800元,1室1厅,57,6800,119.298
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西溪蝶园二期 1室1厅 5600元,1室1厅,69,5600,81.159
喧嚣的城市中，享受那一份独有的安静，随时看房！！！,2室2厅,71.57,5200,72.656
世纪新城东区温馨家居，配套齐全，拎包入住,1室1厅,42,3700,88.095
建工新村 2室1厅 4000元,2室1厅,60,4000,66.667
瑞祺大厦一室一卫公寓诚心出租！,1室1厅,42.06,3100,73.704
文三西路156号 4室1厅 5500元,4室1厅,98,5500,56.122
云溪香山 4室1厅 4500元,4室1厅,137.43,4500,32.744
曙光路123号 3室1厅 6000元,3室1厅,70,6000,85.714
耀江文鼎苑 3室1厅 9000元,3室1厅,142.97,9000,62.95
紫桂花园 3室2厅 8500元,3室2厅,147.87,8500,57.483
宝石二路6号 2室1厅 4800元,2室1厅,60,4800,80.0
嘉绿名苑 3室1厅 7500元,3室1厅,120,7500,62.5
中海定山府 3室2厅 4000元,3室2厅,88,4000,45.455
嘉绿景苑3房改4房，业主诚心出租，价格优惠。,3室1厅,130,6800,52.308
庆丰新村 2室1厅 4200元,2室1厅,50,4200,84.0
下宁巷 两房朝南 诚心出租 近学军,2室0厅,42.5,3600,84.706
翠苑五区 3室1厅 5600元,3室1厅,80,5600,70.0
西鉴枫景 4室1厅 12000元,4室1厅,159,12000,75.472
万科星空 4室2厅 7500元,4室2厅,126,7500,59.524
城北商贸园 2室1厅 3700元,2室1厅,69.59,3700,53.169
嘉绿文苑 2室1厅 5000元,2室1厅,77.78,5000,64.284
星洲花园白沙佛庭精装排屋，品质生活,4室2厅,182,13500,74.176
短租神房 拎包入住 温暖的家只差一个你,3室1厅,71.99,5000,69.454
西溪锋尚苑 2室1厅 4500元,2室1厅,54.92,4500,81.937
南都花园别墅百万精装带车位出租！,5室2厅,179.02,16000,89.375
上郡 2室1厅 5200元,2室1厅,75,5200,69.333
坤和和家园 2室1厅 拎包入住朝阳南北通透交通便利,2室1厅,89,4300,48.315
聚丰公寓 1室1厅 4300元,1室1厅,35,4300,122.857
世贸丽晶城 1室1厅 5500元,1室1厅,55,5500,100.0
翠苑四区 2室1厅 4000元,2室1厅,56,4000,71.429
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
确认过眼神 遇见对的人 九莲清爽单间静待有缘人,1室0厅,16,2200,137.5
西苑小区 3室1厅 6000元,3室1厅,90,6000,66.667
庆丰新村 2室1厅 4800元,2室1厅,65,4800,73.846
乾成园 3室1厅 3500元,3室1厅,62.49,3500,56.009
南都德迦西区 4室1厅 8000元,4室1厅,143.64,8000,55.695
小区中间位置，安静温馨，向外眺望小和山,3室2厅,149,7800,52.349
紧挨博库书城，房东诚心出租，全新空调，地板已翻新,2室1厅,51.5,4300,83.495
文萃苑底商出租，地段佳，坐享黄龙银泰两大主流商圈,2室2厅,217,25000,115.207
西溪河东，两房朝南，拎包入住。,2室2厅,77.67,5700,73.387
山水人家清水湾 7室2厅 16000元,7室2厅,285,16000,56.14
紫桂花园 5室3厅 17000元,5室3厅,178.34,17000,95.324
融信杭州公馆 3室2厅 8500元,3室2厅,89,8500,95.506
耀江文鼎苑 2室1厅 6800元,2室1厅,87.67,6800,77.564
汇丰公寓 3室1厅 6600元,3室1厅,92,6600,71.739
阿里巴巴文一西路海创园未来科技城万科星空住宅出租！,3室2厅,89,5600,62.921
新世纪花苑6居室 07卧,6室1厅,11.9,1860,156.303
师苑新村 3室1厅 5000元,3室1厅,77.97,5000,64.127
融信杭州公馆 3室2厅 8500元,3室2厅,110,8500,77.273
黄龙雅苑 3室2厅 13900元,3室2厅,140,13900,99.286
西溪诚园 精装交付 空置 需要自配软装,2室1厅,138,9500,68.841
文三路54号沈塘桥地铁口大两室文三路马塍路路口,2室1厅,61.68,3900,63.23
西溪十九府 4室2厅 5000元,4室2厅,222.87,5000,22.435
龙湖水晶郦城 3室2厅 5500元,3室2厅,89,5500,61.798
西溪留下 坤和和家园 精装三室套房 诚心出租,3室2厅,130.05,8500,65.359
南都花园二区3居室 01卧,3室1厅,12.9,1790,138.76
大客厅两房，南北通透，你还等什么,2室2厅,65,4800,73.846
华门自由21世纪，两房电梯房，拎包入住。,2室1厅,103.08,6000,58.207
湖畔花园桃花苑 4室2厅 10000元,4室2厅,153,10000,65.359
城北商贸园 2室1厅 3800元,2室1厅,75,3800,50.667
精装公寓，诚心出租............,1室1厅,44,2800,63.636
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
融创河滨之城 西溪银泰旁 家电齐全 拎包入住,3室2厅,89,6300,70.787
坤和西溪里西溪银泰旁，随时看房，绿城物业，拎包入住,2室1厅,86.51,5500,63.576
冬天快到了，这里有个温暖的港湾供你停泊,3室1厅,60.3,4600,76.285
云溪香山 3室1厅 6000元,3室1厅,136.64,6000,43.911
链家房源 世贸丽晶城公寓 中高楼层 交通便捷,1室1厅,53.73,6500,120.975
紫桂花园 3室2厅 8000元,3室2厅,130,8000,61.538
西荡苑桃苑3居室 01卧,3室1厅,11.6,1990,171.552
今日嘉园 1室1厅 4500元,1室1厅,51,4500,88.235
南都花园二区3居室 03卧,3室1厅,11.7,1890,161.538
丰盛九玺 1室1厅 2500元,1室1厅,50,2500,50.0
赞成岭上花苑 5室1厅 7500元,5室1厅,229.07,7500,32.741
庆丰新村 1室1厅 3000元,1室1厅,45,3000,66.667
古荡新村西区 3室1厅 4700元,3室1厅,74.52,4700,63.07
西荡苑梨苑 3室1厅 6300元,3室1厅,90,6300,70.0
中海定山府 2室2厅 4300元,2室2厅,89,4300,48.315
天目山路3号 3室1厅 6800元,3室1厅,89,6800,76.404
兰庭国际清爽一房，给您一个温馨的小窝,1室1厅,46.87,5200,110.945
同人精华 1室1厅 4000元,1室1厅,51.09,4000,78.293
地铁边，行知旁，清爽两房，陪读的家长看过来。,2室1厅,62.99,4200,66.677
学院路59号 2室1厅 4300元,2室1厅,65,4300,66.154
像风走了八万里，我在这等你入住,3室1厅,74.87,4700,62.775
金地自在城乐活湾小两房，跃层，随时入住，随时看房!,2室1厅,79.39,4200,52.903
文亭公寓，自住小两房，精装修，让心有处可依,2室1厅,54,4600,85.185
之江富城 2室1厅 3500元,2室1厅,56.4,3500,62.057
华星路，支付宝自住三房，南北通透，生活舒适，自住,3室1厅,81,6200,76.543
总有一处空间让人忘性的舒展自己~,3室1厅,72.06,4600,63.836
融创瑷骊山 2室1厅 4500元,2室1厅,79.6,4500,56.533
古荡新村西区两室，价格实惠....,2室0厅,36.37,3200,87.985
浙江工业大学之江校区宿舍 2室1厅 3000元,2室1厅,60,3000,50.0
求是里精装大三室，看房方便，户型方正,3室2厅,125,6000,48.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
莫干山路361号 2室1厅 3900元,2室1厅,76,3900,51.316
万科坤和玉泉，开发商精装房东房东诚心出租,2室2厅,67.95,5000,73.584
坤和和家园 2室1厅 拎包入住朝阳南北通透交通便利,2室1厅,88.45,3900,44.093
采光明亮，阳台开了门出去迎面风吹还是很舒服的,2室1厅,87.55,2800,31.982
阿里巴巴文一西路海创园未来科技城万科星空住宅出租！,3室2厅,110,6300,57.273
超大面积，三房两卫，户型好，精装修的你还在等什么？,3室2厅,111.6,5500,49.283
西荡苑梨苑 3室2厅 5500元,3室2厅,91.45,5500,60.142
文三新村 3室1厅 5200元,3室1厅,75,5200,69.333
和家园精装修大五房，景观房，视野开阔,5室3厅,371,15000,40.431
和家园优质房源，一家人自住好选择,2室1厅,88.63,4000,45.131
西溪河东  两室一厅 拎包入住。,2室2厅,76.11,5300,69.636
坤和和家园大4房，开发商大精装，全屋中.央空调带地暖,4室2厅,185,9000,48.649
耀江文鼎苑 3室2厅 9500元,3室2厅,134.4,9500,70.685
武林门新村 3室0厅 5000元,3室0厅,52,5000,96.154
城北商贸园 4室2厅 8000元,4室2厅,217,8000,36.866
文二路46号精装修，高楼层，采光好，拎包可入住！,2室2厅,63,4600,73.016
高品质的房子，旁边是西溪银泰城.地铁口（在建）,4室3厅,170,18000,105.882
绿城物业 近银泰城 可拎包入住,3室2厅,88.83,5000,56.287
西溪蝶园一期，精装修，195平，四室两厅一厨三卫,4室2厅,195.43,16700,85.453
西湖边，浙大旁，得天独厚的宝石山和西湖让生活更舒适,2室1厅,45,4200,93.333
沈塘桥地铁站精致两房，在这里召唤你,2室1厅,58,4300,74.138
金色蓝庭大户三房，户型正气，全明通透，房间敞亮,3室2厅,151.74,9100,59.971
和家园两室朝南拎包入住 户型方正南北通透清爽干净,2室1厅,88,4000,45.455
桂花城好房出租 楼层好 房东诚心出租,3室2厅,129.08,10500,81.345
此房是曙光经典户型，南北通透，采光特好,2室1厅,48.25,4200,87.047
西湖区坤和和家园！壕装大排屋！,6室2厅,271.97,37500,137.883
绿洲湾 2室2厅 5500元,2室2厅,94,5500,58.511
融创河滨之城 3室2厅 8000元,3室2厅,89,8000,89.888
文二新村 标准三室 南北通透 拎包入住,3室1厅,60.19,4500,74.763
初次出租，精致装修带地暖，选择这套房不会后悔！,3室2厅,140,9000,64.286
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
高大上写字楼！带电梯，可办公可注册公司！,3室2厅,123.72,10000,80.828
高品质的房子，旁边是西溪银泰城.地铁口（在建）,4室2厅,210,20000,95.238
保俶路 2室1厅 4600元,2室1厅,62.5,4600,73.6
世贸丽晶城 2室2厅 8600元,2室2厅,98,8600,87.755
钱江之江新天地 1室1厅 2500元,1室1厅,37,2500,67.568
云溪香山 3室1厅 4200元,3室1厅,96,4200,43.75
友谊新村 2室1厅 4600元,2室1厅,59.2,4600,77.703
链家房源枫华府第精装一居室高楼层采光好,1室0厅,48.3,4500,93.168
万科星空 3室2厅 5800元,3室2厅,89,5800,65.169
万科坤和玉泉，开发商精装房东房东诚心出租,2室1厅,70.7,4500,63.649
文三新村新上两房，机会难得，房东诚心出租,2室1厅,59.72,4500,75.352
融创河滨之城 3室2厅 5300元,3室2厅,89,5300,59.551
中海西溪华府，87平，三室一厅一厨一卫，5500元/月,3室1厅,87,5500,63.218
金都城市芯宇loft双层公寓，满足你的阁楼情缘。,1室1厅,67,7000,104.478
湖畔花园风荷苑 5室2厅 7800元,5室2厅,158.11,7800,49.333
南都花园三区 2室1厅 4000元,2室1厅,56.61,4000,70.659
都市阳光和苑 2室1厅 3000元,2室1厅,61,3000,49.18
保俶北路82号 1室1厅 3000元,1室1厅,37,3000,81.081
雨天，晴天，最美的适合你在一起的那天！古荡等你,2室1厅,56,4200,75.0
云溪香山 2室2厅 4000元,2室2厅,95.64,4000,41.824
朗郡庭园 4室2厅 5000元,4室2厅,155.78,5000,32.097
整租  曙光新村 黄龙体育馆  精装修两房 看房有钥匙,2室1厅,52.8,7500,142.045
翠苑一区 2室1厅 3600元,2室1厅,50,3600,72.0
安乐新村 2室2厅 3500元,2室2厅,89,3500,39.326
金都城市芯宇 2室2厅 7800元,2室2厅,100,7800,78.0
高教新村 3室2厅 5000元,3室2厅,76,5000,65.789
万科西溪蝶园精装修1室，靠 近中节能首座，,1室1厅,53.6,4200,78.358
北二区新上好房，价格美丽，户型美丽、,2室1厅,62,4000,64.516
【房源标题】：南北通透 清爽装修 业主诚心出租,2室1厅,52.44,3800,72.464
黄龙体育场500米内，性价超高的两房。,2室1厅,59.94,4000,66.733
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
坤和和家园 2室1厅 拎包入住朝阳南北通透交通便利,2室1厅,89,4300,48.315
西溪蝶园二期 3室2厅 13000元,3室2厅,170.57,13000,76.215
曙光路139号 2室2厅 5500元,2室2厅,65.91,5500,83.447
星洲花园精装排屋，大户型，诚心出租,4室2厅,162,11500,70.988
西溪蝶园一期，西溪银泰旁，万科物业，拎包入住,4室1厅,191.21,14500,75.833
西溪锋尚苑 1室1厅 4500元,1室1厅,77,4500,58.442
恩济花苑 3室2厅 6300元,3室2厅,132.8,6300,47.44
世纪新城西区 3室2厅 9000元,3室2厅,138,9000,65.217
都市阳光嘉苑 2室1厅 3000元,2室1厅,61,3000,49.18
精装修，有品质的好房子，短租半年亦可！,2室1厅,65.32,5000,76.546
最美不过下雨天  和你一起躲雨的屋檐,3室2厅,123.37,7800,63.224
康乐新村 2室1厅 5000元,2室1厅,77.9,5000,64.185
启真名苑 2室2厅 8000元,2室2厅,98,8000,81.633
西城年华精装大四房，房东诚心出租,4室2厅,157,8500,54.14
曙光路139号 2室1厅 7500元,2室1厅,75,7500,100.0
金田花园 3室1厅 6000元,3室1厅,93,6000,64.516
河滨精装房源 近学军中 学 阿里巴巴 浙大 西溪银泰,3室2厅,87.88,6500,73.964
融创瑷骊山 1室1厅 3800元,1室1厅,48.24,3800,78.773
朗郡庭园 3室1厅 5300元,3室1厅,89,5300,59.551
建工新村 1室1厅 3500元,1室1厅,38.2,3500,91.623
西溪锋尚苑 2室1厅 4500元,2室1厅,54.92,4500,81.937
南都花园别墅百万精装带车位出租！,5室2厅,179.02,16000,89.375
上郡 2室1厅 5200元,2室1厅,75,5200,69.333
世贸丽晶城 1室1厅 6000元,1室1厅,43,6000,139.535
新上府新 房东诚心出租 中间楼层,3室2厅,82.63,6000,72.613
耀江文鼎苑 3室2厅 9500元,3室2厅,142,9500,66.901
聚丰公寓 1室1厅 4300元,1室1厅,35,4300,122.857
世贸丽晶城 1室1厅 5500元,1室1厅,55,5500,100.0
翠苑四区 2室1厅 4000元,2室1厅,56,4000,71.429
空间宽敞，采光好，户型方正，适合一家人,3室2厅,126,5800,46.032
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
润达花园 3室1厅 5000元,3室1厅,125,5000,40.0
阳光地带新出好房 房东诚心出租 户型正,3室2厅,138,7000,50.725
金都城市芯宇 2室2厅 7000元,2室2厅,100,7000,70.0
安乐新村 2室2厅 3500元,2室2厅,89,3500,39.326
金都城市芯宇 2室2厅 7800元,2室2厅,100,7800,78.0
高教新村 3室2厅 5000元,3室2厅,76,5000,65.789
万科西溪蝶园精装修1室，靠 近中节能首座，,1室1厅,53.6,4200,78.358
北二区新上好房，价格美丽，户型美丽、,2室1厅,62,4000,64.516
【房源标题】：南北通透 清爽装修 业主诚心出租,2室1厅,52.44,3800,72.464
黄龙体育场500米内，性价超高的两房。,2室1厅,59.94,4000,66.733
翠苑二区 2室1厅 4000元,2室1厅,53,4000,75.472
翠苑三区 一楼超大院子 采光足足的 期待您的入住,2室1厅,50.36,4300,85.385
世贸丽晶城欧美中心 1室1厅 6800元,1室1厅,57,6800,119.298
桂花城新上好房房东诚心装修清爽楼层采光都很好,2室2厅,90,5200,57.778
物华小区 3室2厅 5900元,3室2厅,135.24,5900,43.626
翠苑二区2室2厅，配套齐全，期待您的入住,2室1厅,58.68,4100,69.87
精装三房户型，南北通透，采光好，家电齐全,3室2厅,89,7200,80.899
清爽                                   三 房,3室2厅,92.24,4800,52.038
望月公寓 3室1厅 5300元,3室1厅,108,5300,49.074
生活为了品质，租房是为了更好的生活,2室1厅,49.33,4200,85.141
高教新村  三室诚心出租，近文新地铁站。,3室2厅,93,5500,59.14
中海定山府 3室1厅 3500元,3室1厅,86,3500,40.698
庆丰公寓 2室1厅 5000元,2室1厅,80,5000,62.5
世贸丽晶城 2室1厅 6800元,2室1厅,86,6800,79.07
黄龙世纪苑 1室1厅 4500元,1室1厅,55,4500,81.818
政苑小区 2室2厅 5300元,2室2厅,86,5300,61.628
马塍路33号，近地铁、东部软件园，一家人、合租的优选,3室1厅,75.26,5500,73.08
中海定山府 3室1厅 3500元,3室1厅,86,3500,40.698
西溪诚园守纯苑 4室2厅 30000元,4室2厅,286,30000,104.895
华远大厦 3室1厅 6300元,3室1厅,80,6300,78.75
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元天鹅堡 1室1厅 4700元,1室1厅,58,4700,81.034
都市阳光和苑 2室1厅 2800元,2室1厅,70,2800,40.0
近阿里，大三房出租，来了解一下~,3室1厅,89,5500,61.798
确认过眼神 遇见对的人 九莲自住精装2房静待有缘人,2室1厅,56,4500,80.357
万科坤和玉泉精装叠排上叠房，户型方正,3室2厅,138,9500,68.841
采光够好，视野广阔，交通便利，适合居住,3室2厅,103.7,7000,67.502
望月公寓 3室1厅 5300元,3室1厅,108,5300,49.074
万科西庐  万科物业  自住家具家电   拎包入住,3室2厅,89.09,6600,74.082
南北通透 清爽两房 业主诚心出租,2室1厅,75.07,3400,45.291
兰庭国际 3室1厅 10000元,3室1厅,120,10000,83.333
精装修 阳光充足 交通便利 大落地窗,1室1厅,69.96,5800,82.905
融创瑷骊山 2室1厅 2600元,2室1厅,81,2600,32.099
loft三室  采光充足 南北通透 拎包入住 装修简约实木,3室1厅,64.54,4500,69.724
十里春风不如你你离温暖差一个家,3室1厅,93.63,6400,68.354
支付宝大厦边上   .... 精简装修,3室2厅,72.16,5000,69.29
云溪印象 1室1厅 3000元,1室1厅,45,3000,66.667
日晖新村中等楼层，装修清爽室内已清空，家具家电可配,2室1厅,48.32,3600,74.503
桂花城新上好房房东诚心装修清爽楼层采光都很好,4室2厅,176.29,9500,53.888
汇丰公寓 1室1厅 4200元,1室1厅,50,4200,84.0
杭大新村 1室1厅 4200元,1室1厅,50,4200,84.0
世贸丽晶城 3室1厅 9000元,3室1厅,110,9000,81.818
黄龙世纪苑 1室0厅 4800元,1室0厅,55,4800,87.273
金田花园两房中间楼层，简装，看房方便,2室1厅,69.43,4200,60.493
朗郡庭园 2室1厅 3200元,2室1厅,86,3200,37.209
融创河滨之城 4室1厅 3500元,4室1厅,119,3500,29.412
曙光精装两房，双卧室朝南，采光充足,2室1厅,42.59,5500,129.138
曙光路123号 2室1厅 4500元,2室1厅,53,4500,84.906
中海西溪华府 3室2厅 4800元,3室2厅,89.99,4800,53.339
西溪十九府 5室2厅 8000元,5室2厅,266,8000,30.075
最美的不是下雨天，是和你一起躲过雨的屋檐~,3室1厅,66.52,4800,72.159
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金地自在城 3室2厅 4800元,3室2厅,89,4800,53.933
嘉华公寓 6室2厅 5000元,6室2厅,130,5000,38.462
信鸿花园南区 3室1厅 2600元,3室1厅,50,2600,52.0
黄龙雅苑 1室1厅 6500元,1室1厅,62.5,6500,104.0
汇丰公寓 2室2厅 6000元,2室2厅,85,6000,70.588
曙光新村 2室1厅 4500元,2室1厅,65,4500,69.231
黄龙雅苑 1室1厅 4500元,1室1厅,45,4500,100.0
精装单身公寓，随时看房，随时拎包入住，也可注册办公,1室2厅,78.83,6500,82.456
自住精装一居室，房东诚心出租，干净清爽,1室1厅,51,4500,88.235
好三房   适合                          一家人,3室1厅,86.85,4800,55.268
泊林漫谷 3室2厅 4000元,3室2厅,141,4000,28.369
赞成岭上花苑 3室2厅 4800元,3室2厅,89,4800,53.933
文二新村 2室1厅 4300元,2室1厅,46.06,4300,93.356
精装三房户型，南北通透，采光好，家电齐全,3室2厅,89,7500,84.27
文三路103号新上两房，短租半年。。价格可谈。。。,2室1厅,59,3200,54.237
西湖边，精装修，阳光好，无遮挡，拎包入住,2室1厅,71.2,5300,74.438
裕华大厦 2室1厅 3500元,2室1厅,83,3500,42.169
嘉绿南苑 3室2厅 6000元,3室2厅,119,6000,50.42
装修温馨 舒适标准两室一厅 还带大院子 家具全齐，急,2室1厅,52.3,5000,95.602
翠苑三区 1室1厅 3500元,1室1厅,52,3500,67.308
北二区新上两房，干净清爽，价格实在,3室1厅,62.42,4100,65.684
链家房源 世贸丽晶城 中低楼层 交通便捷,1室1厅,42.35,4500,106.257
启真名苑 3室2厅 10000元,3室2厅,140,10000,71.429
最美不是下雨天，是和你一起躲过的屋檐,3室2厅,94,5800,61.702
汇丰公寓 1室1厅 4500元,1室1厅,60,4500,75.0
中豪晴园 3室1厅 8500元,3室1厅,140,8500,60.714
黄姑山路22号 1室1厅 3900元,1室1厅,52,3900,75.0
融创河滨之城 3室2厅 7200元,3室2厅,89,7200,80.899
王家弄 2室1厅 4500元,2室1厅,62,4500,72.581
万科坤和玉泉精装两房，户型方正,2室1厅,67.95,4500,66.225
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
绿城物业 近银泰城 可拎包入住,3室2厅,89,5500,61.798
学军十三中三房 南北通透  装修清爽  交通便利,3室1厅,71.85,5500,76.548
翠苑四区两室好房 十里春风不如你，你离温暖差一个家,2室1厅,72.16,4500,62.361
近2号线学院路站 小两居 清爽装修 可拎包入住,2室1厅,41.33,3800,91.943
金祝新村 西湖边保俶路 保小 省府 黄龙 嘉华世贸,3室1厅,69.6,6000,86.207
自住精装修，现在还在自住，随时搬走，现在拿出来出租,1室1厅,50.3,2600,51.69
单身公寓，干净整洁卫生，蚂蚁金服优质的好房,1室1厅,46.6,5600,120.172
博库书城旁边好房出租，每天都能沐浴在知识的海洋里,3室1厅,71.93,6000,83.414
西荡苑梨苑 3室1厅 5700元,3室1厅,92,5700,61.957
最美的不是下雨天 是曾与你躲过雨的屋檐,2室1厅,47.9,4500,93.946
古荡 清爽两房 拎包入住 生活便利 出行方便 环境好,2室1厅,48.61,3700,76.116
文二新村清爽两室 一南一北 拎包入住,2室1厅,44.8,4300,95.982
精装3房，诚心出租.............,3室1厅,89,4700,52.809
武林花园 2室1厅 4600元,2室1厅,65.62,4600,70.101
府新花园东区 2室1厅 5400元,2室1厅,83,5400,65.06
金地自在城东苑3房，地铁口800米，婚房配置！,3室2厅,89,5000,56.18
都市阳光乐苑 2室1厅 2000元,2室1厅,62.57,2000,31.964
同人精华 1室1厅 6000元,1室1厅,51.07,6000,117.486
翠苑五区精装房拎包入住 ，好房子不贵等你来住,2室1厅,53.78,4500,83.674
浙大紫金港房东自住装修带地暖可长租位置好沿河边！,3室1厅,134,10000,74.627
不思量，自难忘，求是村清爽三房,3室1厅,59.12,5600,94.723
文三新村新上两房，机会难得，房东诚心出租,2室1厅,56,4500,80.357
佳兆业玖珑山 3室2厅 2800元,3室2厅,88.96,2800,31.475
大3房，房东自住装修，南北阳台。拎包入住！！！！！,3室2厅,138,6600,47.826
精装电梯两房，前面有保小，后面有文三街,2室2厅,90,6500,72.222
龙湖水晶郦城 4室1厅 5000元,4室1厅,89,5000,56.18
精装电梯地铁房，业主诚租，看房方便,3室2厅,150.28,7000,46.58
金地自在城 3室1厅 4200元,3室1厅,79,4200,53.165
九莲新村 2室1厅 3700元,2室1厅,51.76,3700,71.484
翠苑东四区 房东自住 精装三室  采光棒棒的 不容错过,3室1厅,66.95,4800,71.695
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
桃园新村 2室1厅 3500元,2室1厅,45,3500,77.778
金祝大两房，清爽装修，已经重新整理过，看房提前联系,2室1厅,56.29,4000,71.061
保小旁边清爽装修大两房，没有味道，随时看房！！！！,2室1厅,68.5,5200,75.912
保俶路 1室1厅 3500元,1室1厅,47,3500,74.468
嘉禾花苑 1室1厅 2400元,1室1厅,35,2400,68.571
短租6个月，精装2房，号楼层，位置安静,2室2厅,86.56,5400,62.384
中楼层好房，沈塘桥站脚步丈量的距离,2室1厅,55.95,4300,76.854
中间楼层，采光好，含有室内阳台。,2室1厅,60,4800,80.0
嘉南公寓影池居 3室2厅 6500元,3室2厅,112,6500,58.036
钱江之江新天地 3室1厅 4500元,3室1厅,76,4500,59.211
兴财名都苑 4室2厅 9000元,4室2厅,164.07,9000,54.855
紫金西苑 3室1厅 5500元,3室1厅,103,5500,53.398
万科星空 3室2厅 5500元,3室2厅,89,5500,61.798
带车位带车位！西溪蝶园一期精装大4房3卫，西溪银泰旁,4室2厅,190,13000,68.421
排屋                                          好房,5室3厅,220,9000,40.909
胜利新村 2室1厅 4200元,2室1厅,60,4200,70.0
聚丰公寓 3室2厅 7000元,3室2厅,123,7000,56.911
工商大学，文一街，清爽三房 随时看房,3室1厅,69.74,4500,64.525
两房价格住三房 价格便宜 楼层好,3室1厅,60,4200,70.0
金街美地 2室1厅 4500元,2室1厅,45,4500,100.0
西溪蝶园 三室 拎包入住   随时可以看房,3室1厅,86.49,6800,78.622
石灰桥新村全新装修，业主诚心招租中，随时可看！,2室2厅,63.83,4500,70.5
近阿里巴巴 西溪银泰 家具家电齐全 房东自住房源,3室2厅,170,10000,58.824
金祝新村，干净整洁的两房两厅，楼下方便停车,2室1厅,55.13,5000,90.695
龙湖水晶郦城 3室2厅 5000元,3室2厅,89,5000,56.18
申瑞国际金座 3室2厅 6500元,3室2厅,66.27,6500,98.084
云溪印象 1室1厅 3300元,1室1厅,54,3300,61.111
申瑞国际金座 2室2厅 5800元,2室2厅,67,5800,86.567
中海定山府 4室2厅 8000元,4室2厅,241,8000,33.195
如果您还在找房子，可以点进来看下，实际更明亮！！！,2室1厅,50.63,4700,92.83
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西荡苑两室出租，中等装修！！！,2室1厅,62,4800,77.419
都市阳光嘉苑 2室1厅 3500元,2室1厅,63,3500,55.556
"格局方正,双南设计,全明通透,优雅气派彰显无疑",2室2厅,88.34,10000,113.199
耀江文鼎苑 2室2厅 6600元,2室2厅,87.71,6600,75.248
翠苑三区 3室1厅 5000元,3室1厅,67,5000,74.627
马塍路精致两房，配套成熟，就差一个你了,2室1厅,60,4700,78.333
翠苑二区 2室0厅 3950元,2室0厅,50,3950,79.0
闲庭院落小憩，春风十里不如你~,3室1厅,65.31,4500,68.902
简单清爽装修 可注册公司适用于办公 纯边套朝南采光佳,1室1厅,65.01,5800,89.217
自住清爽一居室，房东诚心出租，干净清爽,1室1厅,45,3500,77.778
友谊新村 1室1厅 3400元,1室1厅,42,3400,80.952
融创河滨之城 3室2厅 6500元,3室2厅,89,6500,73.034
云溪香山 2室1厅 5000元,2室1厅,95.64,5000,52.279
好房  好房  精装        大三房,3室2厅,147,6000,40.816
近阿里巴巴 西溪银泰 精装2房 带地暖 生活便利,2室2厅,88.23,6200,70.271
聚丰公寓 1室0厅 3300元,1室0厅,40,3300,82.5
飞机户型等大三房自住精装修，诚招居家客户！,3室1厅,76,5400,71.053
金地自在城 1室1厅 3300元,1室1厅,48.7,3300,67.762
近西溪银泰 西溪谷 西溪首座 房东自住精装修,3室2厅,89,9000,101.124
聚丰公寓 2室0厅 4600元,2室0厅,60,4600,76.667
龙湖水晶郦城 4室0厅 4500元,4室0厅,89,4500,50.562
黄龙雅苑，一室精装，朝南户型。,1室1厅,38.64,4600,119.048
融创瑷骊山 2室1厅 4800元,2室1厅,89,4800,53.933
内部家具没有，可自带也可和房东谈，适合一家人居住,1室1厅,44.32,3000,67.69
富丽苑 3室2厅 6000元,3室2厅,144.82,6000,41.431
