标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
田逸之星 2室1厅 3000元,2室1厅,60,3000,50.0
朝晖六区 2室1厅 3800元,2室1厅,60,3800,63.333
东新园新湖苑精装两房可拎包入住,2室2厅,105,4900,46.667
百井坊巷 1室1厅 4200元,1室1厅,35,4200,120.0
杭氧自住装修，家电家具齐全，拎包入住,2室1厅,61.56,3700,60.104
元都新景2房，价格美丽，家具家电齐全,2室1厅,92,3500,38.043
朝晖七区 2室1厅 4000元,2室1厅,57.26,4000,69.857
新天地中心 2室1厅 5000元,2室1厅,60,5000,83.333
绿洲花园 2室2厅 7500元,2室2厅,120,7500,62.5
万家星城 3室2厅 6000元,3室2厅,89.34,6000,67.159
潮王人家 1室1厅 4200元,1室1厅,45,4200,93.333
便宜的3居室 楼层不高，看房方便的,3室1厅,66.61,5500,82.57
杭氧中等装修，拎包入住，设施齐全,2室1厅,57.34,3800,66.271
永丰巷两房精装价格公道。。。。。。。。。,2室1厅,53,4500,84.906
朝晖七区 1室1厅 4000元,1室1厅,60,4000,66.667
东清大厦 2室2厅 5000元,2室2厅,73.36,5000,68.157
装修不美，但价格美丽，楼层不高，锻炼刚好,2室1厅,70,3600,51.429
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
永丰巷精装2室 有钥匙两房朝南 采光好,2室1厅,45,5000,111.111
长兴公寓精装两房，家电家具齐全，拎包入住,2室1厅,71.14,3700,52.01
现代家园 4室2厅 13000元,4室2厅,146,13000,89.041
长木新村 2室1厅 4000元,2室1厅,62.23,4000,64.278
户型正气 交通便利 精装修 采光好,3室2厅,89.67,4300,47.954
此房楼层好 交通便利 生活设施齐全 位置繁华 配套好,2室2厅,90,6500,72.222
领骏世界 2室1厅 4800元,2室1厅,60,4800,80.0
绿洲花园精装三房，两厅，居住舒爽。,3室1厅,119.95,8700,72.53
中大凤栖花园 4室2厅 12000元,4室2厅,163,12000,73.62
邻家大姐姐做你的房东，还不心动么？心动就来看看吧,3室1厅,90.88,6000,66.021
温馨之家，幸福的小两房。来看看吧，入住赠送男朋友哦,2室1厅,49.68,4500,90.58
户型正气 交通便利 精装修 楼层好,2室2厅,78,4000,51.282
东新园望景苑 2室1厅 3200元,2室1厅,50,3200,64.0
北景园紫荆苑 2室1厅 3800元,2室1厅,99.25,3800,38.287
元都新景大两房，两房朝南，客厅带飘窗,2室1厅,91.11,3600,39.513
新天地旁，欣景苑三房2卫，小区大门口位置,3室2厅,114.48,6500,56.778
2013年小区 环境好 拎包入住 电梯房两梯两户 精装修,3室2厅,143.07,13000,90.865
树园 两房 价格便宜 实惠 合租,2室1厅,54.79,3600,65.705
领骏世界 1室1厅 4200元,1室1厅,44.74,4200,93.876
好房子强力推荐一波！！！！！！,3室2厅,120.51,7500,62.235
户型正气 交通便利 精装修 采光好,3室1厅,107,4500,42.056
户型正气，交通便利，视野开阔！,3室1厅,128,5500,42.969
北景园超正户型 精装修拎包入住,3室1厅,83.48,3800,45.52
三塘桃园两房朝南 全明户型 干净清爽,2室1厅,70.42,3800,53.962
漾河人家 1室1厅 3600元,1室1厅,67,3600,53.731
嘉里桦枫居 3室2厅 4500元,3室2厅,89,4500,50.562
上焦营巷 2室1厅 4800元,2室1厅,60,4800,80.0
泰地北上新城 1室1厅 2500元,1室1厅,38.37,2500,65.155
怡乐银座 4室2厅 8500元,4室2厅,215.34,8500,39.472
野风现代中心 1室1厅 16000元,1室1厅,171.9,16000,93.077
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
嘉里桦枫居 4室2厅 7000元,4室2厅,139,7000,50.36
玄坛公寓 2室2厅 7500元,2室2厅,82.26,7500,91.174
万家星城89方三房出租，适合同事合租,3室1厅,88.57,5000,56.453
水印康庭 2室1厅 3600元,2室1厅,62.55,3600,57.554
户型正气 交通便利 精装修 采光好,3室2厅,124.05,5500,44.337
朝晖六区 1室1厅 3000元,1室1厅,41.6,3000,72.115
星都嘉苑 1室1厅 4000元,1室1厅,41.75,4000,95.808
祥和人家 3室1厅 3700元,3室1厅,101,3700,36.634
德欣城市嘉园，电梯房，可拎包入住,3室1厅,115,6000,52.174
交通  装修 配套都ok的好房子,3室2厅,146,11000,75.342
流水苑 2室1厅 3000元,2室1厅,60,3000,50.0
朝晖八区 2室1厅 3600元,2室1厅,51,3600,70.588
艮山福居 4室2厅 12700元,4室2厅,180.8,12700,70.243
施家花园 新上三房 生活便利 给您一个温暖的家,3室1厅,80,5500,68.75
杭氧宿舍 2室1厅 3500元,2室1厅,49.93,3500,70.098
领骏世界 1室1厅 5200元,1室1厅,70,5200,74.286
三塘桂园三房，价格便宜，交通方便,3室1厅,76.4,4200,54.974
六塘公寓 精装清爽  两房朝南,2室2厅,64.4,4000,62.112
小区安静整洁，四楼楼层，爬楼不累且不潮，适合居住。,2室1厅,50,3300,66.0
思敬里 1室1厅 3500元,1室1厅,38.1,3500,91.864
朝晖三区 2室0厅 3500元,2室0厅,37,3500,94.595
米兰公寓 3室2厅 8000元,3室2厅,120,8000,66.667
万家星城大三房，三房两卫，适合一家人居住,3室2厅,107,5300,49.533
德胜东村 2室1厅 4800元,2室1厅,74.47,4800,64.455
东新园大面积两房，皆朝南，精装修，采光足，风景好,2室2厅,107,5000,46.729
新德佳苑，电梯房，小区环境好，安静,2室1厅,56,4000,71.429
水印精装两房 户型好 南北通透,2室2厅,83.12,5000,60.154
京都苑 2室1厅 5000元,2室1厅,75,5000,66.667
三塘汶园 2室1厅 4000元,2室1厅,70,4000,57.143
家住精装，房屋保养较好，满足一家人的需求。,3室2厅,88.91,4800,53.987
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
德胜东村 3室1厅 4800元,3室1厅,76.34,4800,62.877
凤起都市花园 1室0厅 4500元,1室0厅,41.55,4500,108.303
朝晖三区 5室1厅 5000元,5室1厅,132.75,5000,37.665
三塘沁园经典两房，价格可谈，诚意出租,2室1厅,56.17,3500,62.311
朝晖二区 2室1厅 4000元,2室1厅,60.89,4000,65.692
永康苑 2室1厅 4800元,2室1厅,58,4800,82.759
三塘南村 1室0厅 2000元,1室0厅,35,2000,57.143
新华坊社区 2室1厅 4500元,2室1厅,55,4500,81.818
世嘉君座，民水民电通燃气，自带阳台  可居住可办公,5室1厅,100.75,11000,109.181
杭氧宿舍 2室1厅 3500元,2室1厅,55.01,3500,63.625
精装一室，价格可谈，自住新装，随时入住,1室1厅,47.8,3500,73.222
醋坊新村 3室1厅 5600元,3室1厅,70,5600,80.0
三塘南村 2室1厅 4500元,2室1厅,65,4500,69.231
户型正气，交通便利，视野开阔！,2室2厅,93.07,4200,45.127
诚心诚意的出租，只为给你一个更好的家,2室2厅,56.53,4000,70.759
水印康庭 2室1厅 3600元,2室1厅,62.55,3600,57.554
户型正气 交通便利 精装修 采光好,3室2厅,124.05,5500,44.337
朝晖六区 1室1厅 3000元,1室1厅,41.6,3000,72.115
星都嘉苑 1室1厅 4000元,1室1厅,41.75,4000,95.808
祥和人家 3室1厅 3700元,3室1厅,101,3700,36.634
现代景苑3房，户型方正，南北通透，拎包入住,3室2厅,129.35,8500,65.713
德欣城市嘉园，电梯房，可拎包入住,3室1厅,115,6000,52.174
交通  装修 配套都ok的好房子,3室2厅,146,11000,75.342
重机宿舍大三房，装修旧点，但情怀不差，价格不高,3室1厅,72,3950,54.861
"朝晖路81,85,89号 1室1厅 3500元",1室1厅,41,3500,85.366
环西新村 1室1厅 3800元,1室1厅,43,3800,88.372
14年交付的酒店式公寓嘿，次新小区中粮物业。,1室1厅,46.61,3400,72.946
家住精装，房屋保养比较好，满足一家人的需求,3室1厅,106,5300,50.0
武林路 房东自住精装修，拎包入住，适合一家人,2室2厅,70.3,6500,92.461
阳光银泰城精装2室，居住办公相适宜,2室1厅,81.03,6500,80.217
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
世嘉新座民水民电5.4米层高精装loft,3室2厅,53,7500,141.509
体育场路71-176号 2室2厅 5500元,2室2厅,87,5500,63.218
仙林苑 2室1厅 5000元,2室1厅,60,5000,83.333
新天地东方茂两房出租，全新装修，密码锁看房方便,2室1厅,59.98,4500,75.025
新德佳苑 2室1厅 4900元,2室1厅,88,4900,55.682
南北通透十四中安吉路，西湖边，拎包入住,2室1厅,51,5300,103.922
新德佳苑 2室2厅 6000元,2室2厅,79.85,6000,75.141
户型正气，交通便利，视野开阔！,2室2厅,93.07,4200,45.127
水陆寺巷 2室1厅 4500元,2室1厅,56,4500,80.357
观巷 孩儿巷装修真不错啊 还带30多平的朝南大露台,2室1厅,58.99,5800,98.322
胭脂新村，天水，杭州大厦武林广场旁精装3照片实拍,3室1厅,78,7500,96.154
田逸之星 2室1厅 2800元,2室1厅,60,2800,46.667
流水东苑 3室1厅 5500元,3室1厅,84.68,5500,64.95
百井坊巷 2室2厅 4300元,2室2厅,57.98,4300,74.164
中江花园5居室 06卧,5室1厅,17.3,2260,130.636
云天财富中心 1室1厅 4500元,1室1厅,56,4500,80.357
东新园望景苑 2室2厅 4500元,2室2厅,103,4500,43.689
直戒坛寺巷3居室 02卧,3室1厅,7.93,1890,238.335
高档小区，精装修，家电齐全，拎包入住！！,5室2厅,316.89,30000,94.67
德欣城市嘉园 3室1厅 6000元,3室1厅,98,6000,61.224
凤起苑5居室 03卧,5室1厅,10.18,2130,209.234
景翠公寓 2室2厅 4200元,2室2厅,86,4200,48.837
流水苑 1室1厅 3800元,1室1厅,31.45,3800,120.827
东新园两房朝南，客厅大，带阳台，西边套明卫,3室2厅,126.77,5700,44.963
朝晖六区 2室0厅 3000元,2室0厅,42,3000,71.429
朝晖七区 3室1厅 4800元,3室1厅,60.8,4800,78.947
中粮公寓，房屋格局方正，采光通风俱佳,1室0厅,46.61,3100,66.509
三里家园一区 2室1厅 4800元,2室1厅,93.13,4800,51.541
流水苑 2室1厅 4500元,2室1厅,50,4500,90.0
绿洲花园精装三房，两卫两厅，居住舒爽。,3室2厅,118.03,9000,76.252
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
户型正气 交通便利 简单装修 采光好,2室1厅,62.63,3200,51.094
艮园社区3居室 01卧,3室1厅,10.5,1930,183.81
泰地北上新城 2室1厅 3300元,2室1厅,53,3300,62.264
流水东苑 2室1厅 4500元,2室1厅,59.8,4500,75.251
新天地G193广场 1室0厅 3000元,1室0厅,35,3000,85.714
竹竿巷 2室1厅 4500元,2室1厅,50,4500,90.0
西文北苑 3室1厅 4800元,3室1厅,90,4800,53.333
绿洲花园精装三房，两卫两厅，居住舒爽。,3室2厅,150,9000,60.0
朝晖九区 2室2厅 4650元,2室2厅,77,4650,60.39
新天地精装一房，采光好，自住装修,1室1厅,60,3700,61.667
国都公寓 1室1厅 5000元,1室1厅,51.96,5000,96.228
中粮式公寓，次新小区中粮物业。,1室1厅,46.7,3100,66.381
祥和人家 2室2厅 4100元,2室2厅,107,4100,38.318
东园小区 2室1厅 4200元,2室1厅,47.98,4200,87.536
地铁一号线 四室精装修 楼层好 拎包入住,4室1厅,185,13000,70.27
潮王公寓 4室2厅 8000元,4室2厅,140,8000,57.143
长木里 2室1厅 4000元,2室1厅,58.55,4000,68.318
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室1厅,46.61,3500,75.091
东边套好房子，全明户型价格优惠,2室1厅,61.62,3500,56.8
京都苑 2室1厅 3800元,2室1厅,50,3800,76.0
朝晖六区 2室1厅 4600元,2室1厅,52.26,4600,88.021
新天地旁，欣景苑三房2卫，小区大门口位置,3室2厅,116,6000,51.724
漾河公寓 2室2厅 4200元,2室2厅,80,4200,52.5
绿城深蓝广场 1室1厅 9800元,1室1厅,83.6,9800,117.225
带大露台。清爽三房。看房方便。随时入住。,3室2厅,95.69,5000,52.252
新天地世嘉新座 2室1厅 4300元,2室1厅,37.99,4300,113.188
长德公寓 3室1厅 4800元,3室1厅,94,4800,51.064
威乙巷 2室0厅 4500元,2室0厅,51.54,4500,87.311
东清巷 2室1厅 4600元,2室1厅,55,4600,83.636
裕达大厦 3室2厅 6500元,3室2厅,112,6500,58.036
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室1厅,46.61,3500,75.091
东边套好房子，全明户型价格优惠,2室1厅,61.62,3500,56.8
京都苑 2室1厅 3800元,2室1厅,50,3800,76.0
西子铭苑 2室1厅 7600元,2室1厅,67,7600,113.433
灯塔豪园 2室1厅 5000元,2室1厅,87.61,5000,57.071
开化路精装三房，采光充足，拎包入住,3室2厅,95,9000,94.737
杭州新天地 2室2厅 5000元,2室2厅,56,5000,89.286
水印康庭 物美西联广场，城北体育公园，人力资源精装,3室1厅,71.05,5000,70.373
新湖武林国际公寓 4室2厅 20000元,4室2厅,186.5,20000,107.239
嘉德广场 4室1厅 27500元,4室1厅,262.36,27500,104.818
朝晖九区 2室2厅 4200元,2室2厅,60,4200,70.0
绿洲花园精装三房，两厅，居住舒爽。,3室2厅,100.12,9000,89.892
联锦大厦大面积办公厅 看房方便 配套成熟 诚心出租,5室1厅,219.5,15000,68.337
朝晖二区 2室1厅 5000元,2室1厅,50,5000,100.0
昆仑公馆 3室2厅 20000元,3室2厅,175,20000,114.286
凤起苑 地铁房 拎包入住 配套齐全,3室1厅,107,7800,72.897
昆仑公馆 4室1厅 22000元,4室1厅,258,22000,85.271
朝晖七区 2室1厅 4300元,2室1厅,57,4300,75.439
昆仑公馆 3室2厅 20000元,3室2厅,175,20000,114.286
工大边上，精装修公寓，环境优美，出行方便,1室2厅,55,5700,103.636
东新园大面积三房，皆朝南，精装修，采光足，风景好,3室1厅,104,5200,50.0
新天地世嘉新座 2室1厅 4300元,2室1厅,37.99,4300,113.188
带大露台。清爽三房。看房方便。随时入住。,3室2厅,95.69,5000,52.252
朝晖七区 2室1厅 4500元,2室1厅,53,4500,84.906
阳光银泰城，一室精装出租，9月24号到期，,1室1厅,50.85,3600,70.796
长德公寓 3室1厅 4800元,3室1厅,94,4800,51.064
北景园月桂苑 3室1厅 3800元,3室1厅,90,3800,42.222
北景园月桂苑 3室1厅 3800元,3室1厅,90,3800,42.222
北景园月桂苑 3室1厅 3800元,3室1厅,90,3800,42.222
万家星城 3室2厅 5500元,3室2厅,90,5500,61.111
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
三塘沁园 2室1厅 4000元,2室1厅,55.68,4000,71.839
快来看看只考虑办公的领骏世界，大面积，低价钱,1室1厅,70.21,6000,85.458
万家星城 3室2厅 5500元,3室2厅,90,5500,61.111
东新园大面积三房，皆朝南，精装修，采光足，风景好,3室1厅,104,5200,50.0
野风现代中心 1室0厅 5000元,1室0厅,51,5000,98.039
长德公寓 2室1厅 4000元,2室1厅,75,4000,53.333
联锦大厦 3室2厅 11000元,3室2厅,170,11000,64.706
打铁关新村 2室1厅 4500元,2室1厅,80,4500,56.25
带着诚意出租，你是否带着诚意来？！,2室1厅,63.55,3600,56.648
凤起都市花园 1室0厅 3300元,1室0厅,44,3300,75.0
中江花园 永康苑 附.近  贴沙河旁 低楼层两房,2室1厅,58.54,4000,68.329
三塘北村 2室1厅 4000元,2室1厅,53.23,4000,75.146
开发商精装一房，面积合适 办公自住皆宜,1室1厅,78.59,6800,86.525
长板里大户型两居室，看房方便有钥匙,2室1厅,66,3900,59.091
昌化路中装两房，地铁口，拎包入住,2室1厅,73.88,5000,67.677
精装修可拎包入住，带个大院子实际面试很大,2室1厅,49.5,4000,80.808
水印康庭 三塘，城北体育公园，人力资源，精装一室,2室1厅,73.05,3000,41.068
东新园东荷星苑 2室1厅 3100元,2室1厅,61.11,3100,50.728
水印康庭 物美西联广场，城北体育公园，人力资源精装,2室1厅,73.72,3200,43.407
俞汇巷  精装两房 看房有钥匙南北通透采光好,2室1厅,51,3300,64.706
绿洲吉家一室电梯房，看房随时，,1室1厅,60.9,4800,78.818
香石公寓 东边套 精装修 户型好 南北通透,3室2厅,130.16,7600,58.39
水印康庭loft，楼层高采光好，精装修,2室2厅,46.61,3900,83.673
中粮公寓，房屋格局方正，采光通风俱佳,1室1厅,46.61,3200,68.655
长德公寓南北通透  楼层好 采光好,3室1厅,69.9,4000,57.225
灯塔新村 2室1厅 3500元,2室1厅,55,3500,63.636
朝晖六区难得的三居室 户型正气 价格实惠,3室2厅,120,6000,50.0
户型正气，交通便利，视野开阔！,2室1厅,62,3600,58.065
六区小两房 价格可谈 实惠到不行,2室1厅,42,3800,90.476
领骏世界 2室1厅 5300元,2室1厅,44.76,5300,118.409
