标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
莫干新村 1室1厅 4000元,1室1厅,38.6,4000,103.627
蚕花园永和坊 2室1厅 3600元,2室1厅,60,3600,60.0
德胜新村 2室1厅 3900元,2室1厅,53,3900,73.585
体育大厦 4室1厅 18000元,4室1厅,233,18000,77.253
融信蓝孔雀4居室 03卧,4室1厅,6,1130,188.333
东方福邸 1室1厅 4200元,1室1厅,65,4200,64.615
雍荣华庭 3室2厅 5300元,3室2厅,89,5300,59.551
精致的房源，更适合优质的您，拎包入住！,2室2厅,67.25,4500,66.914
景致公寓 1室1厅 4000元,1室1厅,55,4000,72.727
景致公寓 3室1厅 6000元,3室1厅,86.97,6000,68.989
阔板桥社区 2室1厅 2800元,2室1厅,60,2800,46.667
阳光郡 3室1厅 5200元,3室1厅,89,5200,58.427
拎包入住，自住装修，南北通透户型方正,3室1厅,83.49,4700,56.294
祥符新村安静祥和，工作从舒心的家出发,2室1厅,48,2500,52.083
精装空房，适合一家人过渡居住。,3室2厅,89,6000,67.416
房东诚心出租杭钢南苑两室一厅，拎包入住,2室1厅,62.2,3000,48.232
清水公寓 3室1厅 7000元,3室1厅,124,7000,56.452
大家运河之星 3室2厅 3800元,3室2厅,89,3800,42.697
左岸花园两房清爽装修，阳光楼层，拎包入住,2室2厅,84.23,5000,59.361
方正荷塘月色 3室1厅 5200元,3室1厅,89,5200,58.427
荣华里一房清爽装修  环境干净舒适 居住适宜,1室1厅,37.29,2700,72.405
银河嘉园 2室1厅 5000元,2室1厅,92.57,5000,54.013
大关西六苑 2室1厅 3900元,2室1厅,55,3900,70.909
天阳美林湾 3室2厅 4600元,3室2厅,118,4600,38.983
圣都公寓 1室1厅 3300元,1室1厅,39.54,3300,83.46
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
塘河北村 2室1厅 4300元,2室1厅,60.3,4300,71.31
德胜新村 2室1厅 3800元,2室1厅,58.2,3800,65.292
融信蓝孔雀4居室 05卧,4室1厅,15.5,1730,111.613
两室朝南电梯房， 家电可配，临运河公交总站,2室1厅,86.5,3600,41.618
大浒东苑 1室1厅 3100元,1室1厅,40,3100,77.5
中天西城纪 2室1厅 4500元,2室1厅,41,4500,109.756
蚕花园永庆坊 1室1厅 3000元,1室1厅,55.59,3000,53.967
房东诚心出租杭钢北苑精装两室一厅,2室2厅,68.07,3100,45.541
三塘人家 2室0厅 3600元,2室0厅,60,3600,60.0
东四苑两房诚租，清爽装修，户型正气，可长租！,2室1厅,58,4000,68.966
干净，舒适，清爽装修，给你一个家的感觉,2室1厅,64.63,3600,55.702
左岸花园 4室2厅 8000元,4室2厅,163,8000,49.08
拱北公交总站精装修一室一厅 电梯房 交通生活超级方便,1室1厅,50,2900,58.0
绿城西子田园牧歌 3室1厅 5200元,3室1厅,90,5200,57.778
化纤新村 1室1厅 2500元,1室1厅,24.46,2500,102.208
天阳上河 2室2厅 5000元,2室2厅,76.04,5000,65.755
清爽装修全明户型适合一家人居住,2室1厅,37.53,3300,87.93
阳光郡 3室2厅 7000元,3室2厅,118.53,7000,59.057
香兰名院 2室1厅 4000元,2室1厅,60,4000,66.667
大塘新村 3室1厅 5500元,3室1厅,90,5500,61.111
精致的房源，更适合优质的您，拎包入住！,3室1厅,82,7000,85.366
湖墅新村 2室1厅 5000元,2室1厅,60,5000,83.333
房东诚心出租朗诗田园绿郡精装修两室一厅,2室1厅,89.78,5000,55.692
香兰名院 3室1厅 5300元,3室1厅,75,5300,70.667
芳满庭房东自住婚房 精装修 沿河景观  看房提前约,3室2厅,127,8000,62.992
名城燕园 5室2厅 20000元,5室2厅,270.87,20000,73.836
金星桃源居 2室2厅 4250元,2室2厅,90,4250,47.222
精致两室，温馨怡人，让你感觉不一样的感觉。,2室1厅,63.9,5500,86.072
和睦新村 2室1厅 4000元,2室1厅,70,4000,57.143
和新南苑 2室1厅 3900元,2室1厅,64.04,3900,60.899
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大关南六苑 1室1厅 2500元,1室1厅,36,2500,69.444
依锦苑 2室2厅 4100元,2室2厅,90,4100,45.556
德胜新村 2室1厅 3800元,2室1厅,56,3800,67.857
香兰名院 2室1厅 4600元,2室1厅,60.4,4600,76.159
德信北海公园 3室1厅 4200元,3室1厅,89,4200,47.191
为你而选 紫荆家园 诚心出租  两房朝南 自住精装修,3室2厅,98,6700,68.367
崇庆里 2室1厅 3800元,2室1厅,66.19,3800,57.41
杭钢北苑 2室1厅 2800元,2室1厅,65,2800,43.077
电炉生活区 2室1厅 2300元,2室1厅,52.22,2300,44.044
复地壹中心 2室1厅 5500元,2室1厅,81,5500,67.901
阔板桥社区 2室1厅 2800元,2室1厅,58,2800,48.276
金隅田员外 3室2厅 4500元,3室2厅,120,4500,37.5
万家花城 低价格好房  中等装修 看房提前约,2室2厅,81,5200,64.198
杭钢南苑 2室1厅 2800元,2室1厅,54,2800,51.852
杭钢南苑 2室1厅 2700元,2室1厅,55,2700,49.091
锦秀兰庭，清爽装修，清醒小屋.,2室2厅,78,4600,58.974
德胜新村 3室1厅 4600元,3室1厅,69,4600,66.667
房东诚心出租联合畔上居精装两房,3室2厅,89,4000,44.944
七古登人家 3室1厅 4500元,3室1厅,69,4500,65.217
锦昌文华苑 3室1厅 8300元,3室1厅,122.48,8300,67.766
中天西城纪 2室1厅 4800元,2室1厅,43,4800,111.628
七古登人家 2室1厅 4200元,2室1厅,61,4200,68.852
大关西三苑 2室1厅 3700元,2室1厅,62,3700,59.677
三塘人家 1室1厅 3000元,1室1厅,42,3000,71.429
金隅田员外 2室2厅 5200元,2室2厅,88.36,5200,58.85
万家花城一期 3室2厅 9000元,3室2厅,139.39,9000,64.567
蚕花园永庆坊 4室1厅 4800元,4室1厅,87.23,4800,55.027
小河佳苑 1室1厅 3100元,1室1厅,45.3,3100,68.433
小河佳苑 2室1厅 3800元,2室1厅,60.92,3800,62.377
大浒东苑 1室1厅 2800元,1室1厅,40.12,2800,69.791
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
清爽装修全明户型适合一家人居住,2室1厅,50.98,4000,78.462
中国铁建双湾国际 树人大学，城市学院，配套齐全,2室1厅,46.73,4000,85.598
七古登人家 2室1厅 4700元,2室1厅,73,4700,64.384
精装修，适合一家人居住的，干净清爽,1室1厅,32.44,3000,92.478
明真宫两房自住装修快来看看...,2室1厅,57,3400,59.649
天阳上河 2室2厅 4800元,2室2厅,75.8,4800,63.325
长青嘉苑 南北通透  三房简装  家电配齐  拎包入住,3室2厅,97,4000,41.237
云河大厦 1室0厅 3200元,1室0厅,42,3200,76.19
浅水湾城市花园 3室1厅 5300元,3室1厅,70.32,5300,75.37
七古登人家 2室1厅 4300元,2室1厅,67,4300,64.179
银河嘉园   家具家电齐全  拎包入住,3室2厅,103,5800,56.311
尚景国际新出好房 干净清爽 看房请提前约,3室2厅,89,6000,67.416
3800标准3房客厅大 厨卫全明 空调冰箱洗衣机样样有,3室1厅,90,3900,43.333
德胜新村 1室1厅 3000元,1室1厅,40,3000,75.0
莱德绅华府 2室2厅 8000元,2室2厅,110,8000,72.727
大塘新村 2室1厅 4500元,2室1厅,45.2,4500,99.558
房屋价格可以协商的，报价6500带车位的！,3室1厅,89,6500,73.034
湖墅新村 3室1厅 5000元,3室1厅,77.5,5000,64.516
申花万家花城好房出租， 房东一对一签合同 服务有保障,2室1厅,89.14,5800,65.066
你说今天雨有点大，我说给你一个家吧,1室1厅,40.12,3300,82.253
万家花城一期 3室2厅 7500元,3室2厅,133.9,7500,56.012
紫荆家园 3室2厅 7500元,3室2厅,133.29,7500,56.268
交通便利 小区环境干净舒适 适合居住,1室1厅,64.17,5300,82.593
德佑、两居室、适合一家人居住，采光好、楼层好、,2室1厅,60,3800,63.333
华盛达阅城 2室1厅 3200元,2室1厅,63,3200,50.794
三塘人家 1室1厅 3000元,1室1厅,45,3000,66.667
都市水乡水映苑 2室2厅 4500元,2室2厅,81,4500,55.556
大塘新村 2室2厅 4500元,2室2厅,69.35,4500,64.888
德胜新村 2室1厅 3500元,2室1厅,59,3500,59.322
金地繁华里 3室2厅 5800元,3室2厅,90,5800,64.444
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
假山路33号 2室1厅 3800元,2室1厅,76,3800,50.0
嘉泰馨庭 4室2厅 6800元,4室2厅,138,6800,49.275
精装交付，可拎包入住，配套齐全，主城区内，上班方便,1室1厅,45.83,3000,65.459
七古登人家 2室1厅 4300元,2室1厅,66,4300,65.152
叶青苑 2室1厅 3800元,2室1厅,50,3800,76.0
庆隆苑 2室1厅 5500元,2室1厅,88,5500,62.5
锦绣新村 1室0厅 3500元,1室0厅,33.69,3500,103.888
大关西七苑 1室1厅 3200元,1室1厅,41,3200,78.049
德胜新村 2室1厅 3600元,2室1厅,49,3600,73.469
大关东二苑 3室1厅 4600元,3室1厅,78,4600,58.974
和新南苑 2室1厅 4000元,2室1厅,60,4000,66.667
美都广场 1室0厅 3000元,1室0厅,45,3000,66.667
远洋杭州大运河商务区 1室1厅 4800元,1室1厅,50,4800,96.0
香兰名院 2室1厅 4500元,2室1厅,75,4500,60.0
香兰名院 2室1厅 4200元,2室1厅,66,4200,63.636
七古登人家 2室1厅 4300元,2室1厅,72,4300,59.722
和睦新村 3室1厅 4800元,3室1厅,72,4800,66.667
莫干新村 2室1厅 4000元,2室1厅,54,4000,74.074
适合一家人居住，温馨家庭，不要错过哦,3室1厅,81.39,5500,67.576
清水公寓 2室2厅 6000元,2室2厅,72,6000,83.333
大关南六苑 2室1厅 3600元,2室1厅,76,3600,47.368
大浒东苑 两室精装修 楼层佳 视野好 诚心出租 随时看,2室1厅,68,3700,54.412
风景大院东边套简约式《温馨的家》,2室2厅,89.05,7200,80.853
广宇万科公园里楼层好房 开发商精装修交付的,3室2厅,89,4500,50.562
蚕花园永和坊 2室1厅 3400元,2室1厅,65,3400,52.308
蚕花园永庆坊 3室1厅 4300元,3室1厅,93.03,4300,46.222
阅城新座，精装两室一厅，采光好!,1室1厅,63,3800,60.317
稻香园南区 2室2厅 5500元,2室2厅,99.41,5500,55.326
天时苑 1室1厅 3300元,1室1厅,45.57,3300,72.416
昆仑橡树园 3室1厅 6000元,3室1厅,90,6000,66.667
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大关东九苑精装一室出租，精质的房源适合精质的你,1室1厅,40,3500,87.5
品牌开发商 温馨两居室出租 精装交付配置齐全,2室2厅,88.62,5500,62.063
金隅田员外精装两房，房东诚心出租,2室2厅,88.36,4200,47.533
凤亭院 2室1厅 4000元,2室1厅,57,4000,70.175
精致的一房给精致的你，随时看房！,1室1厅,34,2800,82.353
德胜新村 2室1厅 4300元,2室1厅,59,4300,72.881
清爽装修，家电齐全，拎包入住，好房好家好温馨！,2室2厅,66.23,4380,66.133
吉庆里精装2房，房东自住装修，价格低,2室1厅,30.15,3800,126.036
叶青苑 2室1厅 3800元,2室1厅,50,3800,76.0
信义坊 2室1厅 4500元,2室1厅,85,4500,52.941
阮家居 1室1厅 2800元,1室1厅,50,2800,56.0
吉庆院 1室1厅 3300元,1室1厅,38,3300,86.842
湖墅新村 2室1厅 6000元,2室1厅,57.1,6000,105.079
德胜新村 2室1厅 3800元,2室1厅,39.9,3800,95.238
德泰御峰大厦 1室1厅 3500元,1室1厅,40.3,3500,86.849
打铁弄15号 2室1厅 3800元,2室1厅,52.65,3800,72.175
德胜新村 2室1厅 3000元,2室1厅,57,3000,52.632
新青年广场 1室1厅 3500元,1室1厅,60,3500,58.333
锦秀兰庭 2室2厅 5000元,2室2厅,86.87,5000,57.557
大关南六苑 3室1厅 3500元,3室1厅,62,3500,56.452
袁家新院 2室1厅 3500元,2室1厅,70,3500,50.0
七古登人家 2室1厅 4200元,2室1厅,66,4200,63.636
绍兴新村 2室2厅 3400元,2室2厅,55.63,3400,61.118
自住好三房，拎包入住，楼层便捷,3室1厅,87,5000,57.471
干净，舒适，清爽装修，给你一个家的感觉,2室1厅,64.19,3500,54.526
景瑞悦西台 3室1厅 11000元,3室1厅,130,11000,84.615
和睦新村 2室1厅 3500元,2室1厅,54,3500,64.815
金隅田员外 2室2厅 4000元,2室2厅,89,4000,44.944
广兴新村 2室1厅 3400元,2室1厅,76.01,3400,44.731
和睦南苑 3室1厅 3500元,3室1厅,78,3500,44.872
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
中国铁建双湾国际 树人大学，城市学院，配套齐全,1室1厅,40.93,3000,73.296
七古登人家 2室1厅 3900元,2室1厅,60,3900,65.0
假山新村 2室1厅 4200元,2室1厅,62,4200,67.742
杭钢北苑 2室1厅 2500元,2室1厅,60,2500,41.667
锦秀兰庭 2室1厅 3500元,2室1厅,78.35,3500,44.671
简装西边套，设施齐全，拎包入住，品质小区,3室2厅,89,4200,47.191
都景公寓 3室2厅 7000元,3室2厅,135,7000,51.852
大关南五苑  交通便利 小区环境干净舒适 适合居住,5室3厅,200,8000,40.0
和睦新村 2室1厅 4200元,2室1厅,51.26,4200,81.935
锦秀兰庭 2室2厅 4500元,2室2厅,80,4500,56.25
顺发吉祥半岛 3室2厅 5600元,3室2厅,76,5600,73.684
蚕花园永庆坊 2室1厅 3900元,2室1厅,50,3900,78.0
上河精装三房 房东自住 南北通透 南北都带花园,3室2厅,89,5800,65.169
南北西岸 2室1厅 4600元,2室1厅,85,4600,54.118
大关东三苑 1室1厅 2900元,1室1厅,34,2900,85.294
霞湾巷小区 2室1厅 4500元,2室1厅,52.32,4500,86.009
小河佳苑 1室1厅 3000元,1室1厅,50,3000,60.0
广兴新村 2室2厅 4200元,2室2厅,67.89,4200,61.865
董家弄 1室1厅 3000元,1室1厅,40,3000,75.0
杭钢南苑 3室1厅 3200元,3室1厅,70,3200,45.714
田园公寓 2室1厅 3000元,2室1厅,70,3000,42.857
杭钢北苑 1室1厅 2100元,1室1厅,49.2,2100,42.683
董家弄 2室1厅 3700元,2室1厅,52,3700,71.154
德胜新村 3室1厅 4500元,3室1厅,64,4500,70.312
南北西岸 3室1厅 4500元,3室1厅,79,4500,56.962
胜月苑好房，近运河上街，世纪联华,3室1厅,59,5000,84.746
金星桃源居 2室2厅 3600元,2室2厅,90,3600,40.0
宜家时代 2室1厅 3600元,2室1厅,68.39,3600,52.639
浙旅德信西宸 2室0厅 3800元,2室0厅,89,3800,42.697
万通中心 1室1厅 4200元,1室1厅,48.57,4200,86.473
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
小河路295号 2室1厅 3300元,2室1厅,54.84,3300,60.175
为你而选为你为家 ，南北通透双阳台，锦昌少有的二房,2室2厅,87,4500,51.724
品质小区，大面积，家具家电齐全拎包入住,3室2厅,89,4200,47.191
三塘人家 1室1厅 3000元,1室1厅,48,3000,62.5
清水公寓 1室0厅 2600元,1室0厅,30,2600,86.667
小河路 2室1厅 3800元,2室1厅,57.2,3800,66.434
蓝钻天成 1室1厅 4800元,1室1厅,58.21,4800,82.46
吉庆院 2室1厅 3300元,2室1厅,49.17,3300,67.114
远洋商务区，运河CBD，邻绿地远洋万通写字楼品质公寓,1室1厅,69.4,6500,93.66
塘河北村 2室1厅 3600元,2室1厅,64,3600,56.25
七古登人家 2室1厅 4200元,2室1厅,65,4200,64.615
德胜新村 1室1厅 3000元,1室1厅,40,3000,75.0
莱德绅华府 2室2厅 8000元,2室2厅,110,8000,72.727
大塘新村 2室1厅 4500元,2室1厅,45.2,4500,99.558
房屋价格可以协商的，报价6500带车位的！,3室1厅,89,6500,73.034
湖墅新村 3室1厅 5000元,3室1厅,77.5,5000,64.516
万家花城精装好房出租， 房东一对一签合同 服务有保障,2室1厅,90.78,6800,74.906
大关东一苑 3室1厅 4400元,3室1厅,65,4400,67.692
大关南八苑顶楼带露台 清爽装修 拎包入住,2室2厅,76.32,4000,52.411
精致的房源，更适合追求优质生活的您,3室2厅,127,8000,62.992
大浒东苑 1室1厅 3000元,1室1厅,40.12,3000,74.776
顺发吉祥半岛 3室2厅 6200元,3室2厅,90,6200,68.889
新安天苑 2室1厅 4000元,2室1厅,85,4000,47.059
中国铁建国际汇 1室1厅 2300元,1室1厅,38,2300,60.526
七古登人家 2室1厅 4300元,2室1厅,65,4300,66.154
南北通透，楼层好，婚房装修，拎包入住,2室1厅,51.25,4000,78.049
电炉生活区 1室1厅 1600元,1室1厅,32.38,1600,49.413
闲                                            置,3室1厅,100,4300,43.0
中国铁建国际汇 1室1厅 3100元,1室1厅,37.6,3100,82.447
董家弄 2室1厅 3700元,2室1厅,54.26,3700,68.19
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
银河嘉园   家具家电齐全  拎包入住,3室2厅,103,5800,56.311
锦秀兰庭，清爽装修，清醒小屋.,2室2厅,78,4600,58.974
德胜新村 3室1厅 4600元,3室1厅,69,4600,66.667
房东诚心出租联合畔上居精装两房,3室2厅,89,4000,44.944
七古登人家 3室1厅 4500元,3室1厅,69,4500,65.217
锦昌文华苑 3室1厅 8300元,3室1厅,122.48,8300,67.766
中天西城纪 2室1厅 4800元,2室1厅,43,4800,111.628
七古登人家 2室1厅 4200元,2室1厅,61,4200,68.852
明真宫 2室1厅 3700元,2室1厅,55,3700,67.273
假山新村 两室朝南 楼层佳 环境好 停车方便 随时看房,2室2厅,79.28,5500,69.374
和睦新村 3室1厅 5000元,3室1厅,70,5000,71.429
香兰名院 3室1厅 5500元,3室1厅,75,5500,73.333
香兰名院 3室1厅 5500元,3室1厅,75,5500,73.333
贾家弄新村 2室1厅 3500元,2室1厅,50,3500,70.0
小河路295号 2室1厅 3600元,2室1厅,52.06,3600,69.151
3000每月 家电家具全配 房东人好爽快 可季度付,2室1厅,70,3200,45.714
和睦南苑 3室1厅 4300元,3室1厅,80,4300,53.75
百万精装 红木家具 尊享品质生活 为您的家人带去幸福,5室2厅,241.99,30000,123.972
桃源居小户型，简装修，诚心出租,2室1厅,65,3000,46.154
中天西城纪 2室1厅 4600元,2室1厅,45,4600,102.222
蚕花园永和坊 3室1厅 5000元,3室1厅,97.74,5000,51.156
和睦新村 2室1厅 3800元,2室1厅,60.95,3800,62.346
大关东七苑 2室1厅 3500元,2室1厅,66.7,3500,52.474
昆仑橡树园 1室2厅 4800元,1室2厅,61,4800,78.689
董家弄 2室1厅 4000元,2室1厅,40,4000,100.0
三房两卫，新出租，带车位，家具家电可以配齐,3室1厅,88.17,6600,74.855
好房子，可改成三房，适合一家人居住,3室0厅,43.21,4200,97.2
庆隆苑 2室1厅 4500元,2室1厅,78,4500,57.692
一清新村 3室2厅 5500元,3室2厅,101,5500,54.455
清爽装修适合一家人居住！！！！,2室1厅,47.43,3500,73.793
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大关西七苑 3室1厅 4800元,3室1厅,69,4800,69.565
大家运河之星 3室2厅 4000元,3室2厅,89.51,4000,44.688
广兴新村 2室1厅 4000元,2室1厅,75.15,4000,53.227
吉兴公寓 2室1厅 3700元,2室1厅,50,3700,74.0
中天西城纪 2室1厅 5000元,2室1厅,41.39,5000,120.802
东方福邸，房东自住精装修，家具家电齐全，业主诚心,4室2厅,192.78,22000,114.12
香兰名院 2室1厅 5000元,2室1厅,72,5000,69.444
三塘人家 1室1厅 3000元,1室1厅,40,3000,75.0
大关小区公交站旁 小套房源 房东诚心出租,1室1厅,33.66,2800,83.185
西铭苑 3室1厅 5800元,3室1厅,116.1,5800,49.957
自住装修标准，质量舒适之旅，大三房面积,3室2厅,89.61,7500,83.696
蚕花园永兴坊 2室1厅 3100元,2室1厅,47.61,3100,65.112
紫荆四房中间楼层，房东自住装修，东边套,4室2厅,120,6600,55.0
东方福邸 2室1厅 5500元,2室1厅,73.19,5500,75.147
叶青随苑 2室1厅 5500元,2室1厅,70.07,5500,78.493
庆隆苑 2室1厅 5500元,2室1厅,88,5500,62.5
锦绣新村 1室0厅 3500元,1室0厅,33.69,3500,103.888
大关西七苑 1室1厅 3200元,1室1厅,41,3200,78.049
德胜新村 2室1厅 3600元,2室1厅,49,3600,73.469
大关东二苑 3室1厅 4600元,3室1厅,78,4600,58.974
和新南苑 2室1厅 4000元,2室1厅,60,4000,66.667
德胜新村 2室2厅 4200元,2室2厅,61,4200,68.852
假山新村 2室2厅 4500元,2室2厅,82.88,4500,54.295
大关东五苑 3室1厅 4200元,3室1厅,66,4200,63.636
丽晶湾 2室2厅 5000元,2室2厅,89.8,5000,55.679
方正荷塘月色 3室1厅 4500元,3室1厅,89,4500,50.562
交通便利 小区环境干净舒适 适合居住,3室2厅,125,6800,54.4
七古登人家 2室1厅 4300元,2室1厅,72,4300,59.722
和睦新村 3室1厅 4800元,3室1厅,72,4800,66.667
莫干新村 2室1厅 4000元,2室1厅,54,4000,74.074
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大关南七苑 2室1厅 4000元,2室1厅,63,4000,63.492
香兰名院 2室1厅 5000元,2室1厅,72,5000,69.444
三塘人家 1室1厅 3000元,1室1厅,40,3000,75.0
大关小区公交站旁 小套房源 房东诚心出租,1室1厅,33.66,2800,83.185
西铭苑 3室1厅 5800元,3室1厅,116.1,5800,49.957
自住装修标准，质量舒适之旅，大三房面积,3室2厅,89.61,7500,83.696
蚕花园永兴坊 2室1厅 3100元,2室1厅,47.61,3100,65.112
大关东六苑4居室 01卧,4室1厅,14,2060,147.143
杭钢尚堂府3居室 02卧,3室1厅,9.4,1830,194.681
联合世纪新筑 3室2厅 8700元,3室2厅,117,8700,74.359
清爽装修全明户型适合一家人居住,3室1厅,67.71,3600,53.168
蚕花园永安坊 2室1厅 3200元,2室1厅,51,3200,62.745
广宇万科公园里4居室 02卧,4室1厅,9.9,1460,147.475
融信学院府 3室1厅 5500元,3室1厅,74,5500,74.324
业主亲自操刀设计，精装优质两房诚荐,2室1厅,50.68,3800,74.98
大关东七苑 3室2厅 4500元,3室2厅,90,4500,50.0
装修清爽，看房方便，拎包入住。,2室1厅,72.5,3650,50.345
"别让你在这座城市的话题,只有事业",2室1厅,49.88,3800,76.183
融信蓝孔雀4居室 03卧,4室1厅,5.5,1190,216.364
金都清宸公寓 3室2厅 5800元,3室2厅,122,5800,47.541
锦绣新村 2室1厅 3500元,2室1厅,54.45,3500,64.279
金星桃源居 2室1厅 4000元,2室1厅,68,4000,58.824
和睦新村 2室1厅 3600元,2室1厅,50,3600,72.0
袁家新院 2室1厅 3200元,2室1厅,65,3200,49.231
景瑞悦西台 3室1厅 7500元,3室1厅,90,7500,83.333
融信学院府 4室1厅 8600元,4室1厅,120,8600,71.667
房东自己的房子，小孩上幼儿园用不到，可以长租,5室2厅,135.8,8000,58.91
2房 精装 好                                 房,2室1厅,68.55,4000,58.352
丽晶湾 3室2厅 4900元,3室2厅,87,4900,56.322
大关南一苑 清爽装修 两房朝南拎包入住,2室1厅,64.09,3600,56.171
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大关东二苑2居室 02卧,2室1厅,11.7,1930,164.957
假山新村 2室1厅 3800元,2室1厅,61,3800,62.295
蓝钻天成 2室1厅 5500元,2室1厅,63,5500,87.302
假山新村 2室1厅 4100元,2室1厅,60,4100,68.333
锦绣新村 2室1厅 4000元,2室1厅,55,4000,72.727
莱德绅华府 2室1厅 5000元,2室1厅,70,5000,71.429
新安天苑3居室 03卧,3室1厅,13.7,2030,148.175
武林公寓 1室1厅 4000元,1室1厅,48.47,4000,82.525
新安天苑2居室 02卧,2室1厅,13.5,2060,152.593
大关东四苑 3室1厅 4500元,3室1厅,66,4500,68.182
租一套好房子，给你一个温暖的家,1室1厅,50,3200,64.0
莫干山路70号 1室1厅 3200元,1室1厅,44,3200,72.727
庆隆苑 2室1厅 4800元,2室1厅,88,4800,54.545
金都清宸公寓 3室2厅 6000元,3室2厅,138.5,6000,43.321
大关西六苑 2室1厅 3600元,2室1厅,57.66,3600,62.435
墨香苑 3室1厅 6200元,3室1厅,122.2,6200,50.736
香兰名院，精装两房，强烈推荐.,2室1厅,66,4800,72.727
蚕花园永安坊 3室2厅 4000元,3室2厅,72.49,4000,55.18
金星桃源居大两房，东西全配装修好。房东人很好说话,2室2厅,89,3500,39.326
交通便利 小区环境干净舒适 适合居住,2室1厅,60,3500,58.333
房东诚心出租御田清庭精装三房。,3室2厅,121.39,5500,45.309
左家新村 1室1厅 3800元,1室1厅,47,3800,80.851
新安天苑3居室 03卧,3室1厅,13.7,2030,148.175
两房朝南一房朝北厅朝南户型~~~~~,3室2厅,116.05,6000,51.702
交通便利 小区环境干净舒适 适合居住,3室2厅,98.33,6200,63.053
天阳美林湾 3室2厅 5300元,3室2厅,121,5300,43.802
东方福邸 3室1厅 8000元,3室1厅,89,8000,89.888
勤丰小区 2室1厅 3700元,2室1厅,55.54,3700,66.619
大关西三苑 2室1厅 4200元,2室1厅,58,4200,72.414
优质房子给优质的你， 随时看房！！！,2室1厅,65,4600,70.769
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
地铁口好房，地铁口好房，看房方便,3室1厅,100,4000,40.0
德信北海公园 3室1厅 5100元,3室1厅,89,5100,57.303
杭钢尚堂府 2室2厅 4000元,2室2厅,89.8,4000,44.543
德信北海公园 3室2厅 4900元,3室2厅,89,4900,55.056
中国铁建国际汇 3室1厅 4000元,3室1厅,89,4000,44.944
普金家园 交通便利 小区环境干净舒适 适合居住,2室1厅,61.36,4200,68.449
勤丰小区 2室1厅 3800元,2室1厅,53,3800,71.698
大塘新村 2室1厅 4400元,2室1厅,63.5,4400,69.291
西铭苑 3室2厅 6000元,3室2厅,101,6000,59.406
红杉雅园 2室1厅 3500元,2室1厅,43,3500,81.395
小河佳苑 3室1厅 5000元,3室1厅,99.8,5000,50.1
拱苑小区 3室1厅 6300元,3室1厅,112,6300,56.25
蓝色霞湾 3室2厅 6500元,3室2厅,126,6500,51.587
景上公寓全明东边套还带两个独立卫生间,3室2厅,102.09,6300,61.71
香兰名院 2室1厅 4500元,2室1厅,75,4500,60.0
大浒东苑 1室1厅 3100元,1室1厅,43,3100,72.093
西四苑跃层房，私密空间，空间大，可改3房，自住装修,2室1厅,83,3800,45.783
祥符佳苑 2室1厅 3200元,2室1厅,63.06,3200,50.745
阳光郡 3室2厅 5000元,3室2厅,89,5000,56.18
大关西七苑 2室1厅 3800元,2室1厅,60,3800,63.333
东方福邸 2室2厅 6500元,2室2厅,73.52,6500,88.411
正兴堂弄 3室1厅 4200元,3室1厅,82,4200,51.22
锦绣简单三房出租，诚心出租，随时看房，拎包入住,3室2厅,142.67,5500,38.551
大关南五苑 2室1厅 3300元,2室1厅,45,3300,73.333
杭钢南苑 2室1厅 3000元,2室1厅,54,3000,55.556
大浒东苑 1室1厅 3300元,1室1厅,45,3300,73.333
易构大厦 1室1厅 2200元,1室1厅,34,2200,64.706
万通室厅分开的房子，诚心客户房东有优惠,1室1厅,65.63,5000,76.185
祥符新村好房，老小区安静，随时可看,2室1厅,51.4,2250,43.774
桥西银树湾，简约风格两房出租，给孩子一个舒适的家,2室2厅,87.82,5300,60.351
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
简单装修，地铁口两房，采光好，无遮挡,2室2厅,48.83,3900,79.869
租一套好房子，给你一个温暖的家,2室1厅,70,3500,50.0
高品格装修三房两卫 热爱生活的你速戳,3室2厅,116.76,7500,64.234
绿城西子紫兰公寓 4室2厅 15900元,4室2厅,165,15900,96.364
荣华里  交通便利 小区环境干净舒适 适合居住,3室0厅,66.57,3800,57.083
大2房 100                                 多方,2室2厅,106,4300,40.566
勤丰小区 2室1厅 3800元,2室1厅,53,3800,71.698
勤丰小区 3室2厅 4000元,3室2厅,55.46,4000,72.124
西铭苑 3室2厅 6000元,3室2厅,101,6000,59.406
富越香郡盈座 1室1厅 2800元,1室1厅,38.15,2800,73.394
三江花园道壹号 3室2厅 5000元,3室2厅,89,5000,56.18
