标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元西溪欢乐城 2室1厅 2800元,2室1厅,40,2800,70.0
金泽公寓 3室2厅 3000元,3室2厅,102,3000,29.412
青枫墅园 3室1厅 3200元,3室1厅,89,3200,35.955
万泰城章 2室2厅 2800元,2室2厅,90,2800,31.111
惠都家园 3室1厅 2500元,3室1厅,86,2500,29.07
逸居城 2室2厅 3800元,2室2厅,89,3800,42.697
广厦天都城天月苑 3室2厅 3500元,3室2厅,101,3500,34.653
广厦天都城天漾 2室2厅 1600元,2室2厅,88,1600,18.182
九衡公寓 2室2厅 3500元,2室2厅,80,3500,43.75
太平家园 2室2厅 2700元,2室2厅,70,2700,38.571
广厦天都城天漾 3室1厅 2000元,3室1厅,90,2000,22.222
广厦天都城天漾 3室1厅 1800元,3室1厅,88,1800,20.455
惠都家园 2室1厅 2300元,2室1厅,87,2300,26.437
广厦天都城天漾 2室1厅 1500元,2室1厅,88,1500,17.045
CBC时代大观 1室1厅 2200元,1室1厅,38,2200,57.895
良渚文化村柳映坊二期 4室2厅 8500元,4室2厅,180,8500,47.222
华艺星座 2室2厅 2500元,2室2厅,80.5,2500,31.056
欧美金融城 2室1厅 3600元,2室1厅,50,3600,72.0
理想银泰城 1室1厅 1300元,1室1厅,20,1300,65.0
广厦天都城天月苑 8室0厅 4500元,8室0厅,263.26,4500,17.093
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
合景映月台 3室2厅 5500元,3室2厅,89,5500,61.798
万宝城 2室1厅 2100元,2室1厅,39.41,2100,53.286
广厦天都城天湖苑 3室2厅 2400元,3室2厅,137.15,2400,17.499
广厦天都城天月苑 3室2厅 3100元,3室2厅,137,3100,22.628
太平家园 3室2厅 3300元,3室2厅,128,3300,25.781
东厦东港花苑 3室1厅 3300元,3室1厅,87,3300,37.931
超峰小区 3室2厅 3000元,3室2厅,117,3000,25.641
竹海水韵 2室1厅 2600元,2室1厅,118,2600,22.034
西溪华东园 3室2厅 5500元,3室2厅,139,5500,39.568
广厦天都城天泉苑 3室1厅 2800元,3室1厅,103,2800,27.184
荷花小区 2室1厅 2000元,2室1厅,65,2000,30.769
万泰城章 3室1厅 3500元,3室1厅,108.41,3500,32.285
华元西溪欢乐城 1室1厅 1500元,1室1厅,39,1500,38.462
大华海派风景，户型正气，毛坯！,3室2厅,86.22,4000,46.393
顺达花苑东区 2室2厅 2200元,2室2厅,80,2200,27.5
保亿风景晨园 1室1厅 2400元,1室1厅,36,2400,66.667
绿城蓝庭东区 1室1厅 1200元,1室1厅,30,1200,40.0
华元欢乐城 1室1厅 2200元,1室1厅,35,2200,62.857
豪波西溪润景 2室1厅 4400元,2室1厅,64,4400,68.75
金帝海珀二期 3室2厅 3200元,3室2厅,120,3200,26.667
东田擎天半岛 3室2厅 1500元,3室2厅,89,1500,16.854
拎包入住，五室家电齐全，阁楼房，随时可看,5室2厅,84.84,3900,45.969
玉都枫景 3室1厅 2800元,3室1厅,89,2800,31.461
广厦天都城天水苑 3室2厅 3200元,3室2厅,135.41,3200,23.632
新西湖小镇 2室1厅 2200元,2室1厅,85,2200,25.882
亲亲家园三期 4室1厅 6000元,4室1厅,138.36,6000,43.365
广厦天都城爵士花园 3室1厅 3000元,3室1厅,127,3000,23.622
绿城蓝庭东区 2室1厅 2500元,2室1厅,75,2500,33.333
广厦天都城天河苑 2室1厅 2300元,2室1厅,69.31,2300,33.184
朗诗未来街区东园 3室1厅 3800元,3室1厅,84,3800,45.238
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
嘉和银领时代 2室2厅 2500元,2室2厅,86.42,2500,28.928
欧美金融城 3室2厅 6500元,3室2厅,89,6500,73.034
翡翠城自住精装修，小户型东边套，南北通透，拎包入住,2室2厅,89,4500,50.562
绿城风华苑 2室2厅 3000元,2室2厅,85,3000,35.294
东海水景城 1室1厅 2700元,1室1厅,60.79,2700,44.415
华鼎豪园 3室2厅 3500元,3室2厅,155,3500,22.581
东方俊园 3室2厅 4000元,3室2厅,132,4000,30.303
万科北宸之光 4室1厅 7000元,4室1厅,130,7000,53.846
中港罗兰小镇 3室2厅 1800元,3室2厅,89,1800,20.225
湖山帝景湾南苑 3室1厅 2600元,3室1厅,100,2600,26.0
保亿风景晨园 1室1厅 1500元,1室1厅,36,1500,41.667
华元欢乐城 1室1厅 2200元,1室1厅,32,2200,68.75
东安景苑 2室2厅 2700元,2室2厅,83,2700,32.53
近阿里巴巴，家具家电齐全，小区环境优美,3室1厅,89,5200,58.427
西溪八方城 2室2厅 4500元,2室2厅,43.62,4500,103.164
中港罗兰小镇 3室1厅 1500元,3室1厅,110,1500,13.636
盛奥西溪铭座 2室1厅 3200元,2室1厅,65,3200,49.231
新湖菲林 1室1厅 2200元,1室1厅,50,2200,44.0
富力西溪悦墅 4室2厅 10000元,4室2厅,138,10000,72.464
良渚十六街区 3室2厅 4000元,3室2厅,142.72,4000,28.027
东厦东港花苑 2室2厅 2600元,2室2厅,89,2600,29.213
绿城蓝庭西区 3室2厅 3500元,3室2厅,130,3500,26.923
本房精装修，小区环境优美，适合老年人情侣居住,1室1厅,57.35,1200,20.924
世纪嘉园 4室2厅 4000元,4室2厅,154.16,4000,25.947
金地广场 2室1厅 4000元,2室1厅,44,4000,90.909
雅居乐国际花园 2室1厅 1800元,2室1厅,59,1800,30.508
西溪蓝海 1室1厅 3900元,1室1厅,46,3900,84.783
星雅嘉园逸景苑 3室1厅 2700元,3室1厅,99.25,2700,27.204
大华西溪风情 6室2厅 16700元,6室2厅,247.6,16700,67.447
众安理想湾 3室1厅 2200元,3室1厅,89,2200,24.719
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元西溪欢乐城 2室2厅 3400元,2室2厅,40,3400,85.0
融创金成西溪海 3室2厅 2800元,3室2厅,89,2800,31.461
瑞金华丽嘉苑 1室1厅 2000元,1室1厅,44.63,2000,44.813
惠都家园 2室1厅 3000元,2室1厅,85,3000,35.294
新西湖小镇 2室1厅 2200元,2室1厅,80,2200,27.5
赞成首府 3室2厅 3600元,3室2厅,120,3600,30.0
华元欢乐城 1室0厅 2300元,1室0厅,32,2300,71.875
闲林山水紫薇苑 3室2厅 3000元,3室2厅,89,3000,33.708
"阿里巴巴，西溪蓝海小区住宅，家具家电全配,布置温馨",2室1厅,38,3100,81.579
月欣花苑 3室2厅 2600元,3室2厅,135,2600,19.259
广厦天都城天澜 3室2厅 2200元,3室2厅,122,2200,18.033
广厦天都城爵士花园 3室2厅 3500元,3室2厅,128,3500,27.344
万泰城章 3室1厅 3500元,3室1厅,108.41,3500,32.285
华元西溪欢乐城 1室1厅 1500元,1室1厅,39,1500,38.462
大华海派风景，户型正气，毛坯！,3室2厅,86.22,4000,46.393
美致生活广场 2室2厅 1700元,2室2厅,33,1700,51.515
华元欢乐城 1室1厅 1800元,1室1厅,45,1800,40.0
太平家园 2室2厅 2100元,2室2厅,90,2100,23.333
合景天峻 3室2厅 4500元,3室2厅,90,4500,50.0
万宝城 1室1厅 2000元,1室1厅,26.89,2000,74.377
广厦天都城天河苑 2室1厅 1800元,2室1厅,58.18,1800,30.938
金都夏宫 2室2厅 2100元,2室2厅,88,2100,23.864
欧美金融城 3室1厅 4300元,3室1厅,89,4300,48.315
相寓 3室1厅 1600元,3室1厅,87,1600,18.391
广厦天都城天星苑 4室2厅 4000元,4室2厅,139,4000,28.777
广厦天都城天湖苑 3室2厅 2700元,3室2厅,98,2700,27.551
广厦天都城天河苑 1室1厅 1600元,1室1厅,33,1600,48.485
乐淘城 3室1厅 6000元,3室1厅,87.57,6000,68.517
华元西溪欢乐城 2室2厅 3100元,2室2厅,51,3100,60.784
华元欢乐城 1室1厅 2200元,1室1厅,35,2200,62.857
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
绿城桃源小镇 2室2厅 3000元,2室2厅,90.06,3000,33.311
富力十号一期 1室1厅 5000元,1室1厅,50,5000,100.0
万通时尚公馆 3室1厅 4500元,3室1厅,89,4500,50.562
九衡公寓 3室2厅 3500元,3室2厅,104,3500,33.654
复地上城 3室2厅 2500元,3室2厅,138,2500,18.116
凯喜雅锦河湾 3室2厅 3000元,3室2厅,88,3000,34.091
昆仑华府 3室2厅 3500元,3室2厅,89,3500,39.326
钱塘梧桐蓝山 3室1厅 3000元,3室1厅,87.8,3000,34.169
西溪之星 四室两厅一厨两卫欢迎骚扰,4室2厅,127,6300,49.606
乔司  复地又一城   精装   两房  只为更舒适的生活！,2室1厅,85.87,4000,46.582
新湖果岭 3室2厅 3000元,3室2厅,89,3000,33.708
龙湖香醍溪岸 2室2厅 1800元,2室2厅,90,1800,20.0
绿野春天家园 4室2厅 4500元,4室2厅,180,4500,25.0
未来科技城板块，与梦想小镇为邻，位置好，环境好,2室1厅,46,3200,69.565
金都夏宫 2室2厅 2400元,2室2厅,89,2400,26.966
西溪八方城 2室1厅 4300元,2室1厅,45,4300,95.556
西溪蓝海 1室1厅 3800元,1室1厅,60.95,3800,62.346
欧美金融城 1室1厅 4500元,1室1厅,54.42,4500,82.69
佳兆业君汇上品4居室 05卧,4室1厅,14,1560,111.429
众安理想湾 3室2厅 1800元,3室2厅,122,1800,14.754
未来科技城板块，与梦想小镇为邻，位置好，环境好,2室1厅,55,4500,81.818
西溪蓝海 1室1厅 3000元,1室1厅,40,3000,75.0
万通时尚公馆 3室2厅 5600元,3室2厅,109,5600,51.376
金都夏宫 3室2厅 4500元,3室2厅,136,4500,33.088
万宝城 2室1厅 2200元,2室1厅,43,2200,51.163
业主诚心出租，刚装修好 全新房子,3室2厅,88.35,3000,33.956
溪悦宸府 3室2厅 3000元,3室2厅,136.87,3000,21.919
"阿里巴巴，西溪蓝海小区住宅，家具家电全配,布置温馨",1室1厅,37.64,3200,85.016
西溪泊岸 3室1厅 4100元,3室1厅,100,4100,41.0
未来科技城精装4.79米LOFT公寓 近阿里巴巴 杭师大,2室1厅,54.53,4300,78.856
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
瑞金华庭嘉苑 3室2厅 2800元,3室2厅,101,2800,27.723
奥克斯缔逸城 3室2厅 3000元,3室2厅,85,3000,35.294
春风江南府 3室2厅 2300元,3室2厅,110,2300,20.909
太平家园 3室2厅 2300元,3室2厅,89,2300,25.843
惠都家园 2室2厅 2700元,2室2厅,87,2700,31.034
浙商开元名都祺寓 2室1厅 3000元,2室1厅,67.73,3000,44.294
华元欢乐城 2室1厅 2500元,2室1厅,35,2500,71.429
未来科技城板块，绿城物业，西园3房出租，随时可看,3室2厅,89.33,4500,50.375
顺达花苑东区 2室1厅 2300元,2室1厅,80,2300,28.75
瑞城温莎郡 3室2厅 3300元,3室2厅,110,3300,30.0
华元欢乐城 2室1厅 2500元,2室1厅,34,2500,73.529
绿城紫桂公寓 3室2厅 2000元,3室2厅,89,2000,22.472
石榴派 3室1厅 4000元,3室1厅,90.29,4000,44.302
爵士风情花园 3室2厅 3200元,3室2厅,102,3200,31.373
融创金成西溪海 3室2厅 2800元,3室2厅,89,2800,31.461
金都夏宫 2室1厅 2400元,2室1厅,83.17,2400,28.857
太平家园 4室2厅 2500元,4室2厅,138,2500,18.116
广厦天都城天漾 2室1厅 2000元,2室1厅,88,2000,22.727
新西湖小镇 2室2厅 1500元,2室2厅,69.11,1500,21.705
华元欢乐城 2室1厅 2500元,2室1厅,35,2500,71.429
赞成乐山红叶 4室2厅 4000元,4室2厅,128,4000,31.25
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
荷裕庭 3室2厅 3000元,3室2厅,120,3000,25.0
奥克斯缔逸城 1室1厅 2800元,1室1厅,44.71,2800,62.626
绿城桃源小镇 1室1厅 2600元,1室1厅,65,2600,40.0
铭雅苑东区 2室2厅 4300元,2室2厅,80,4300,53.75
广厦天都城紫韵公寓 3室2厅 3000元,3室2厅,75,3000,40.0
赞成首府 3室2厅 3700元,3室2厅,120,3700,30.833
华元西溪欢乐城 2室1厅 3200元,2室1厅,44.1,3200,72.562
合景天峻 3室2厅 4500元,3室2厅,91,4500,49.451
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西溪蓝海 1室1厅 3100元,1室1厅,46,3100,67.391
未来科技城板块文二西路拎包入住,3室2厅,89.96,3500,38.906
未来科技城 文二西路 拎包入住 给您一个安心的家,3室2厅,112.22,3000,26.733
西溪蓝海 2室1厅 3800元,2室1厅,60,3800,63.333
岸上蓝山 1室1厅 1300元,1室1厅,112.31,1300,11.575
闲林山水丹枫苑 3室0厅 2800元,3室0厅,75,2800,37.333
迎宾路158号 3室2厅 3300元,3室2厅,105,3300,31.429
欧美金融城 3室2厅 5000元,3室2厅,113,5000,44.248
未来科技城板块，与梦想小镇为邻，位置好，环境好,1室1厅,54.14,3500,64.647
金都梧桐苑 7室2厅 18000元,7室2厅,260,18000,69.231
西溪八方城 2室2厅 4200元,2室2厅,52,4200,80.769
华元欢乐城 1室1厅 2200元,1室1厅,32,2200,68.75
西溪蓝海 1室1厅 3600元,1室1厅,46.91,3600,76.743
万通时尚公馆 4室2厅 5300元,4室2厅,109,5300,48.624
顺昌花园 2室2厅 2200元,2室2厅,89,2200,24.719
万通时尚公馆 3室1厅 5600元,3室1厅,120,5600,46.667
西溪蓝海 1室1厅 3000元,1室1厅,38,3000,78.947
翡翠城自住精装两房拎包入住随时可看房,2室2厅,113,4700,41.593
绿城桃源小镇 3室2厅 4000元,3室2厅,91,4000,43.956
荀山花苑 3室1厅 2800元,3室1厅,103,2800,27.184
东厦东港花苑 3室1厅 2300元,3室1厅,90,2300,25.556
盛世嘉园 2室2厅 3000元,2室2厅,85,3000,35.294
青枫墅园 3室1厅 3200元,3室1厅,89,3200,35.955
万泰城章 2室2厅 2800元,2室2厅,90,2800,31.111
华元欢乐城 1室1厅 2800元,1室1厅,35,2800,80.0
新西湖小镇 2室2厅 2200元,2室2厅,78,2200,28.205
万科溪望 2室2厅 6000元,2室2厅,112,6000,53.571
金成英特学府 3室2厅 2600元,3室2厅,89,2600,29.213
西溪蓝海 2室1厅 3500元,2室1厅,38,3500,92.105
西溪八方城 3室2厅 4500元,3室2厅,89,4500,50.562
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西溪八方城 2室2厅 4600元,2室2厅,65,4600,70.769
大华海派风景 4室2厅 6500元,4室2厅,140,6500,46.429
翡翠城 3室1厅 3800元,3室1厅,90,3800,42.222
景瑞御蓝湾 3室2厅 2800元,3室2厅,89,2800,31.461
西溪蓝海 2室2厅 4300元,2室2厅,89,4300,48.315
金都夏宫 2室1厅 2600元,2室1厅,83.12,2600,31.28
钱塘梧桐蓝山 3室1厅 3000元,3室1厅,89,3000,33.708
闲林山水海棠苑 2室2厅 3700元,2室2厅,98.9,3700,37.412
朝南单身公寓。拎包入住房东诚心出租,1室0厅,37.81,2200,58.186
信达柳郡 3室2厅 3000元,3室2厅,89,3000,33.708
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
玉都佳苑 2室2厅 2800元,2室2厅,80,2800,35.0
北湖绿洲花园 3室2厅 2300元,3室2厅,94,2300,24.468
东厦东港花苑 2室1厅 1500元,2室1厅,79.34,1500,18.906
西溪蓝海 1室1厅 2800元,1室1厅,38,2800,73.684
西溪蓝海 1室1厅 3100元,1室1厅,40,3100,77.5
精装修 带车位 拎包入住，看房方便，房东诚心出租,4室1厅,90,3000,33.333
复地上城 3室2厅 4000元,3室2厅,120,4000,33.333
万通时尚公馆 3室2厅 5800元,3室2厅,129,5800,44.961
福临花苑 2室1厅 2300元,2室1厅,90,2300,25.556
福田花园 2室2厅 2000元,2室2厅,100,2000,20.0
金都夏宫 3室2厅 2500元,3室2厅,95,2500,26.316
锦绣时代中心 1室1厅 1800元,1室1厅,37.32,1800,48.232
青枫墅园 3室2厅 3200元,3室2厅,89,3200,35.955
方汇花苑 3室2厅 3000元,3室2厅,106,3000,28.302
西溪蓝海 2室1厅 4000元,2室1厅,71,4000,56.338
钱塘梧桐蓝山 3室1厅 3200元,3室1厅,84.93,3200,37.678
钱塘梧桐蓝山 3室1厅 2900元,3室1厅,89,2900,32.584
庭院深深 2室2厅 2500元,2室2厅,88.06,2500,28.39
良渚文化村白鹭郡东 2室2厅 4500元,2室2厅,101.21,4500,44.462
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广厦天都城天河苑 2室1厅 2500元,2室1厅,60.78,2500,41.132
众安理想湾 3室1厅 3000元,3室1厅,99,3000,30.303
亲亲家园一期 4室2厅 6500元,4室2厅,127,6500,51.181
北大街 2室1厅 2300元,2室1厅,65,2300,35.385
风雅乐府 2室2厅 6500元,2室2厅,80,6500,81.25
广厦天都城天星苑 3室2厅 3800元,3室2厅,87,3800,43.678
复地上城 3室2厅 2500元,3室2厅,89,2500,28.09
昆仑华府 3室2厅 2500元,3室2厅,89.36,2500,27.977
绿城蓝庭西区 3室1厅 2000元,3室1厅,146,2000,13.699
美致生活广场 2室1厅 1900元,2室1厅,32.25,1900,58.915
新西湖小镇 3室2厅 2600元,3室2厅,90,2600,28.889
嘉丰万悦城 2室1厅 2100元,2室1厅,89,2100,23.596
绿城蓝庭西区 3室2厅 4200元,3室2厅,116,4200,36.207
绿城蓝庭东区 2室1厅 2500元,2室1厅,75,2500,33.333
星雅嘉园逸景苑 3室1厅 2700元,3室1厅,99.25,2700,27.204
大华西溪风情 6室2厅 16700元,6室2厅,247.6,16700,67.447
中铁逸都 3室2厅 2000元,3室2厅,130,2000,15.385
良渚文化村春漫里 1室1厅 3500元,1室1厅,63.2,3500,55.38
海澜半岛 3室2厅 4200元,3室2厅,139,4200,30.216
新城山语院 2室2厅 2200元,2室2厅,90,2200,24.444
杭海路逸家花苑，大2室2厅精致装修花园洋房,2室1厅,90,3800,42.222
理想康城一品 3室2厅 4500元,3室2厅,139.08,4500,32.355
赞成首府 1室1厅 1800元,1室1厅,42,1800,42.857
华宇家园 3室2厅 2600元,3室2厅,85,2600,30.588
德信早安 3室2厅 2500元,3室2厅,89,2500,28.09
美好桂花溪园 2室2厅 2200元,2室2厅,90,2200,24.444
华元欢乐城 1室1厅 2200元,1室1厅,32,2200,68.75
广厦天都城爵士花园 3室2厅 3500元,3室2厅,123,3500,28.455
爱丁郡4居室 02卧,4室1厅,13.1,1290,98.473
华元欢乐城 2室1厅 2300元,2室1厅,32.62,2300,70.509
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
理想银泰城 2室1厅 1500元,2室1厅,85,1500,17.647
华元西溪欢乐城 1室1厅 2800元,1室1厅,45,2800,62.222
亲亲家园二期 3室2厅 5500元,3室2厅,125.97,5500,43.661
越秀星汇尚城 4室2厅 7000元,4室2厅,130,7000,53.846
林溪闲庭 3室2厅 4500元,3室2厅,125,4500,36.0
万通时尚公馆 2室2厅 5000元,2室2厅,89,5000,56.18
翡翠城精装修3房，南北通透，拎包入住，随时可看,3室2厅,135.69,6000,44.218
绿城桃源小镇 3室2厅 2000元,3室2厅,144.23,2000,13.867
庭院深深 2室2厅 2500元,2室2厅,103.31,2500,24.199
青枫墅园 3室2厅 3000元,3室2厅,90,3000,33.333
万通时尚公馆 3室1厅 4600元,3室1厅,89,4600,51.685
天阳棕榈湾一期 4室2厅 4500元,4室2厅,135,4500,33.333
海联云客里 1室1厅 2400元,1室1厅,38.8,2400,61.856
西溪蓝海 2室1厅 3800元,2室1厅,61,3800,62.295
星雅嘉园逸品苑 3室1厅 3500元,3室1厅,130,3500,26.923
广厦天都城天澜 3室2厅 2100元,3室2厅,142,2100,14.789
华元西溪欢乐城 2室1厅 2800元,2室1厅,40,2800,70.0
金泽公寓 3室2厅 3000元,3室2厅,102,3000,29.412
富力十号一期 1室1厅 5400元,1室1厅,41,5400,131.707
中铁逸都 3室2厅 3000元,3室2厅,89,3000,33.708
荷花小区 2室1厅 2000元,2室1厅,65,2000,30.769
理想西溪金座 3室2厅 4300元,3室2厅,58,4300,74.138
西溪泊岸 2室1厅 4100元,2室1厅,65,4100,63.077
西溪蓝海 4室2厅 5000元,4室2厅,89,5000,56.18
华元玉榕庄 4室1厅 5000元,4室1厅,390,5000,12.821
西溪蓝海 1室1厅 3500元,1室1厅,57,3500,61.404
东田擎天半岛 3室2厅 1800元,3室2厅,89.61,1800,20.087
西园凤都苑 3室2厅 4000元,3室2厅,176,4000,22.727
庭院深深 3室1厅 2500元,3室1厅,136.89,2500,18.263
复地上城 3室2厅 4000元,3室2厅,130,4000,30.769
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元西溪欢乐城 2室1厅 3000元,2室1厅,44,3000,68.182
西溪蓝海 2室1厅 3300元,2室1厅,71,3300,46.479
西溪蓝海 3室1厅 4500元,3室1厅,89,4500,50.562
绿城桃源小镇 4室1厅 7000元,4室1厅,171.8,7000,40.745
西溪蓝海 1室1厅 4000元,1室1厅,38,4000,105.263
万通时尚公馆 3室1厅 4500元,3室1厅,89,4500,50.562
景瑞御蓝湾 3室2厅 3600元,3室2厅,89.66,3600,40.152
西溪蓝海 2室1厅 3300元,2室1厅,38,3300,86.842
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
赞成美树 3室1厅 4000元,3室1厅,88,4000,45.455
合景天峻 4室1厅 5200元,4室1厅,128,5200,40.625
竹经云山上叠 精装三房三卫 带露台 送车位,3室2厅,122,8000,65.574
欧美金融城 2室1厅 4600元,2室1厅,71.43,4600,64.399
万科未来城二期 3室2厅 5000元,3室2厅,83.07,5000,60.19
润和西溪郡 2室2厅 5000元,2室2厅,300,5000,16.667
万通时尚公馆 3室1厅 5500元,3室1厅,129.6,5500,42.438
金成英特学府 1室1厅 1300元,1室1厅,30,1300,43.333
富力十号一期 2室1厅 5600元,2室1厅,54,5600,103.704
万科良渚文化村未来城 3室2厅 4000元,3室2厅,89,4000,44.944
欧美金融城 2室0厅 22736元,2室0厅,115,22736,197.704
万通时尚公馆 3室2厅 4800元,3室2厅,89,4800,53.933
东厦东港花苑 2室1厅 2600元,2室1厅,88,2600,29.545
新时代城市家园 3室1厅 3200元,3室1厅,88,3200,36.364
庭院深深 2室2厅 2800元,2室2厅,95,2800,29.474
西溪蓝海 3室1厅 4500元,3室1厅,89,4500,50.562
广厦天都城天河苑 2室1厅 2200元,2室1厅,47.57,2200,46.248
复地上城 3室1厅 2700元,3室1厅,89,2700,30.337
西溪蓝海 3室1厅 4500元,3室1厅,89,4500,50.562
西城时代家园 2室2厅 3600元,2室2厅,89,3600,40.449
莱茵知己 3室2厅 3500元,3室2厅,130,3500,26.923
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
美好桂花金座 2室2厅 2800元,2室2厅,89.64,2800,31.236
万宝城 1室1厅 1800元,1室1厅,34.12,1800,52.755
雅居乐国际花园 3室2厅 3500元,3室2厅,124.25,3500,28.169
万宝城 2室1厅 2200元,2室1厅,34.12,2200,64.478
金都夏宫 3室1厅 2700元,3室1厅,89,2700,30.337
华元欢乐城 2室1厅 2500元,2室1厅,35,2500,71.429
金都夏宫 4室1厅 3400元,4室1厅,90,3400,37.778
赞成龙兴道一号 3室2厅 2600元,3室2厅,89,2600,29.213
复地上城 3室2厅 3000元,3室2厅,89,3000,33.708
良景学府 3室1厅 2400元,3室1厅,98,2400,24.49
金都夏宫 1室1厅 2300元,1室1厅,50,2300,46.0
广厦天都城天河苑 2室1厅 2100元,2室1厅,52,2100,40.385
中交悦西溪 3室2厅 6500元,3室2厅,87.9,6500,73.948
瑞金华庭嘉苑 3室2厅 1700元,3室2厅,90.44,1700,18.797
闲林山水木兰苑 3室2厅 4000元,3室2厅,126,4000,31.746
阿里巴巴文一西路海创园未来科技城新城峯璟住宅出租！,3室2厅,89,5400,60.674
"阿里巴巴，西溪蓝海小区住宅，家具家电全配,布置温馨",2室1厅,38,3000,78.947
中港罗兰小镇 3室2厅 3000元,3室2厅,89,3000,33.708
庭院深深 3室1厅 2000元,3室1厅,137,2000,14.599
爱丁郡 3室2厅 7000元,3室2厅,142.47,7000,49.133
豪波西溪润景 2室1厅 5000元,2室1厅,90,5000,55.556
新西湖小镇 3室2厅 2500元,3室2厅,87,2500,28.736
西溪蓝海 2室1厅 3400元,2室1厅,38,3400,89.474
新西湖小镇 3室1厅 3000元,3室1厅,92,3000,32.609
理想西溪金座 3室2厅 4800元,3室2厅,61,4800,78.689
新城山语院 2室1厅 2200元,2室1厅,75,2200,29.333
给你一个温暖的家，直接拎包入住,1室1厅,46.7,2200,47.109
东厦东港花苑 3室1厅 2500元,3室1厅,88.86,2500,28.134
西溪蓝海 3室2厅 4200元,3室2厅,90,4200,46.667
顺达花苑东区 4室3厅 2800元,4室3厅,120,2800,23.333
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
理想世纪金座 2室1厅 4500元,2室1厅,63,4500,71.429
华元西溪欢乐城 1室1厅 3000元,1室1厅,40,3000,75.0
华盛星洲翠谷 2室2厅 2300元,2室2厅,87,2300,26.437
通和十二橡树 4室1厅 2500元,4室1厅,111,2500,22.523
东厦东港花苑 1室1厅 1300元,1室1厅,45,1300,28.889
中港罗兰小镇 3室2厅 2600元,3室2厅,89,2600,29.213
仁惠家园 3室2厅 2800元,3室2厅,90,2800,31.111
荷花小区 2室1厅 2100元,2室1厅,70,2100,30.0
盛世嘉园 1室1厅 2400元,1室1厅,38,2400,63.158
恒基旭辉府 3室2厅 2600元,3室2厅,101.6,2600,25.591
精装房，租金便宜，可做三房，采光好，视野佳,2室1厅,80,2500,31.25
绿城莲园 3室2厅 3800元,3室2厅,89,3800,42.697
闲林镇上林溪闲庭大4房出租，简单装修，诚心出租,4室2厅,125.41,3600,28.706
临平桂花城北区 3室1厅 3500元,3室1厅,107.3,3500,32.619
众安理想湾 3室2厅 2600元,3室2厅,89,2600,29.213
华元西溪欢乐城 3室1厅 3200元,3室1厅,50,3200,64.0
华元欢乐城 1室1厅 2300元,1室1厅,32,2300,71.875
万科精装 新房未住过 近地铁 含子母车位 价格可谈,3室2厅,87.56,4800,54.82
景瑞御蓝湾 4室2厅 3600元,4室2厅,125,3600,28.8
房子干净清爽，配套齐全，拎包入住,3室2厅,89.21,5000,56.048
邱山小区 1室1厅 1800元,1室1厅,47,1800,38.298
欧美金融城 3室2厅 4700元,3室2厅,98,4700,47.959
太平家园 3室2厅 1500元,3室2厅,90,1500,16.667
奥克斯杭州未来中心 3室2厅 4500元,3室2厅,95,4500,47.368
西溪蓝海 3室2厅 4000元,3室2厅,89,4000,44.944
亲亲家园三期 5室2厅 12000元,5室2厅,186,12000,64.516
北湖绿洲花园 3室2厅 2500元,3室2厅,100,2500,25.0
星运丽园 1室1厅 1800元,1室1厅,50,1800,36.0
西溪蓝海 3室2厅 4500元,3室2厅,89,4500,50.562
新西湖小镇 2室1厅 2300元,2室1厅,89,2300,25.843
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
中港罗兰小镇 3室2厅 3200元,3室2厅,89,3200,35.955
瑞金华庭嘉苑 3室1厅 2200元,3室1厅,92.83,2200,23.699
万宝城 2室1厅 2500元,2室1厅,51,2500,49.02
阿里东门 亲橙里旁 三房出租 工作生活两不误,3室1厅,87.4,6000,68.65
联兴路 2室2厅 2400元,2室2厅,73,2400,32.877
3房精装修，欧式风格，房东诚心出租,3室1厅,122,2500,20.492
百家乐西园 4室2厅 6800元,4室2厅,170,6800,40.0
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
华惠家园 4室2厅 4000元,4室2厅,149.51,4000,26.754
昆仑华府 3室2厅 4000元,3室2厅,106,4000,37.736
闲林山水紫薇苑 3室2厅 2500元,3室2厅,89,2500,28.09
绿野春天家园 3室2厅 2000元,3室2厅,143.98,2000,13.891
天熙公馆宽敞5房出租看房很方便,5室2厅,240,5500,22.917
嘉和银领时代 2室2厅 1800元,2室2厅,87.27,1800,20.626
