,Unnamed: 0,Unnamed: 0.1,No,page,nick,time,content,area,ip,ip_loc,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount,coor_loc,lng,lat 
1220,1220,1240,1241,63,wuyulinbi,2018-08-08 13:12:59,[并不简单][并不简单]小编是不是想住新房了[二哈][二哈],河北,36.98.149.185,"河北省石家庄市 电信 * GeoIP: Baoding, Hebei, China * China Telecom",30,1533705179,0,cj,0,0,0,0,5B6A7BDB-246295B9-8050FDCD-8C5-92D,1533705179,2018-08-08,08-08 13,2553,"{'lng': 117.2202967650772, 'lat': 39.17314893392419}",117.2202967650772,39.17314893392419
1221,1221,1241,1242,63,老天请让我长成桐谷美玲,2018-08-08 13:12:48,我觉得应该举报此条微博,湖北武汉,117.136.53.24,"湖北省武汉市 移动 * GeoIP: Wuhan, Hubei, China * China Mobile Guangdong",11,1533705168,0,cj,0,0,0,0,5B6A7BCD-75883518-BE77ECC8-8C5-8CA,1533705168,2018-08-08,08-08 13,2552,"{'lng': 114.31620010268132, 'lat': 30.58108412692075}",114.31620010268132,30.58108412692075
1222,1222,1242,1243,63,络灯,2018-08-08 13:12:47,结尾的问号应该是用来保命的[二哈],辽宁沈阳,182.200.5.235,"辽宁省沈阳市 电信 * GeoIP: Shenyang, Liaoning, China * China Telecom Liaoning",17,1533705167,0,cj,0,0,0,0,5B6A7BCD-B6C805EB-BFCE12CC-8C5-867,1533705167,2018-08-08,08-08 13,2551,"{'lng': 123.43279092160505, 'lat': 41.808644783515746}",123.43279092160505,41.808644783515746
1223,1223,1243,1244,63,怪咖女和怪叔叔,2018-08-08 13:12:39,他的意思是买个智能手机看这条微博都多余,辽宁沈阳,42.249.46.186,"辽宁省 电信 * GeoIP: Shenyang, Liaoning, China * China Telecom",19,1533705159,0,cj,0,0,0,0,5B6A7BC4-2AF92EBA-85756739-8C5-947,1533705159,2018-08-08,08-08 13,2550,"{'lng': 123.43279092160505, 'lat': 41.808644783515746}",123.43279092160505,41.808644783515746
1224,1224,1245,1246,63,海港有蓝鲸,2018-08-08 13:12:35,笑死了。睁眼看看周围再说话。,江苏宿迁,223.104.147.246,"江苏省 移动 * GeoIP: Nanjing, Jiangsu, China * China Mobile",14,1533705155,0,cj,0,0,0,0,5B6A7BC2-DF6893F6-168B103AE-8C5-889,1533705155,2018-08-08,08-08 13,2549,"{'lng': 119.36848893835847, 'lat': 33.01379716995394}",119.36848893835847,33.01379716995394
1225,1225,1244,1245,63,朱火乐其土,2018-08-08 13:12:35,怪年轻人？哈哈哈哈哈哈，这种献媚也真是好笑了，大家都不要消费了，大家都买房，撑起国家经济吧[微笑],广东广州,117.136.40.167,"广东省东莞市 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",49,1533705155,0,cj,0,0,0,0,5B6A7BC0-758828A7-62D9942D-8C5-85E,1533705155,2018-08-08,08-08 13,2548,"{'lng': 113.30764967515182, 'lat': 23.12004910207623}",113.30764967515182,23.12004910207623
1226,1226,1246,1247,63,峨眉佳人周芷若,2018-08-08 13:12:34,房漏怪瓦格子稀,四川成都,117.136.64.75,"四川省 移动 * GeoIP: Chengdu, Sichuan, China * China Mobile Guangdong",7,1533705154,0,cj,0,0,0,0,5B6A7BC1-7588404B-AA583CFC-8C5-A1E,1533705154,2018-08-08,08-08 13,2547,"{'lng': 102.89915972360397, 'lat': 30.36748093795755}",102.89915972360397,30.36748093795755
1227,1227,1247,1248,63,Leevee小天使,2018-08-08 13:12:34,回復 @渣介:[跪了],江苏南京,122.96.41.26,"江苏省 联通 * GeoIP: Nanjing, Jiangsu, China * China Unicom Jiangsu",11,1533705154,0,cj,0,2,0,0,5B6A7BC2-7A60291A-6B052FE7-8C5-875,1533705154,2018-08-08,08-08 13,2546,"{'lng': 118.77807440802562, 'lat': 32.05723550180587}",118.77807440802562,32.05723550180587
1228,1228,1248,1249,63,是臭脸啊,2018-08-08 13:12:32,你砸还不生孩子去,香港,218.102.130.23,"香港特别行政区 香港电讯 * GeoIP: Central District, Hong Kong * Netvigator",21,1533705152,0,cj,0,1,0,0,5B6A7BBF-DA668217-7266BB35-8C5-951,1533705152,2018-08-08,08-08 13,2545,"{'lng': 114.18612410257077, 'lat': 22.29358599327966}",114.18612410257077,22.29358599327966
1229,1229,1249,1250,63,MOTE_P,2018-08-08 13:12:08,我们的次贷都是垃圾打包,上海,101.90.252.220,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",18,1533705128,0,cj,0,1,0,0,5B6A7BA8-655AFCDC-67B54831-8C5-8DF,1533705128,2018-08-08,08-08 13,2544,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1230,1230,1250,1251,63,泼灯,2018-08-08 13:11:41,[笑cry][笑cry][坏笑][坏笑][喵喵],河南郑州,175.188.156.237,"河南省郑州市 鹏博士 * GeoIP: Beijing, China * BeiJing Guoxin bilin Telecom Technology Co.,Ltd",32,1533705101,0,cj,0,1,0,0,5B6A7B89-AFBC9CED-13B5DC7CE-8C5-8DA,1533705101,2018-08-08,08-08 13,2543,"{'lng': 113.64964384986449, 'lat': 34.756610064140254}",113.64964384986449,34.756610064140254
1231,1231,1251,1252,63,一只智障进50,2018-08-08 13:10:57,怪我咯,北京,123.126.42.171,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",3,1533705057,0,cj,0,0,0,0,5B6A7B61-7B7E2AAB-15518FE11-8C5-8A0,1533705057,2018-08-08,08-08 13,2542,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1232,1232,1252,1253,63,瞿叔叔大胡子,2018-08-08 13:10:48,本宝宝不要背锅啊[笑cry][二哈],江苏苏州,180.97.201.4,"江苏省苏州市 电信 * GeoIP: Shanghai, China * China Telecom jiangsu province backbone",18,1533705048,0,cj,0,0,0,0,5B6A7B59-B461C904-66FAAEFE-8C5-932,1533705048,2018-08-08,08-08 13,2541,"{'lng': 120.61990711548988, 'lat': 31.317987367952437}",120.61990711548988,31.317987367952437
1233,1233,1253,1254,63,黄13BB,2018-08-08 13:10:38,我不喝咖啡也不换手机也不欠债。我就是不买房。,重庆,61.186.131.106,"重庆市 电信 * GeoIP: Fuling, Chongqing, China * China Telecom Chongqing",22,1533705038,2,cj,0,0,0,0,5B6A7B4A-3DBA836A-131B5E7E3-8C5-93B,1533705038,2018-08-08,08-08 13,2540,"{'lng': 106.53063501341296, 'lat': 29.54460610888615}",106.53063501341296,29.54460610888615
1234,1234,1254,1255,63,桶薯,2018-08-08 13:10:30,年纪轻轻的，不赶紧生二胎，还想喝咖啡玩儿手机,陕西西安,113.200.107.105,"陕西省西安市 联通 * GeoIP: Xian, Shaanxi, China * China Unicom Shannxi",22,1533705030,10,cj,0,0,0,0,5B6A7B43-71C86B69-4CFF00DB-8C5-7FE,1533705030,2018-08-08,08-08 13,2539,"{'lng': 108.95309827919623, 'lat': 34.277799897830626}",108.95309827919623,34.277799897830626
1235,1235,1255,1256,63,乐乐达APPLE全系列总代理,2018-08-08 13:10:29,换个苹果X 更现实一点！,四川成都,117.136.70.45,"四川省 移动 * GeoIP: Chengdu, Sichuan, China * China Mobile Guangdong",12,1533705029,0,cj,0,0,0,0,5B6A7B44-7588462D-1420D8CB5-8C5-882,1533705029,2018-08-08,08-08 13,2538,"{'lng': 102.89915972360397, 'lat': 30.36748093795755}",102.89915972360397,30.36748093795755
1236,1236,1256,1257,63,生米叔饭,2018-08-08 13:10:15,好大的锅[吃瓜],安徽合肥,218.22.16.207,"安徽省合肥市 电信 * GeoIP: Hefei, Anhui, China * China Telecom Anhui",8,1533705015,0,cj,0,0,0,0,5B6A7B33-DA1610CF-D4ADCD61-8C5-956,1533705015,2018-08-08,08-08 13,2537,"{'lng': 117.28269909168304, 'lat': 31.86694226068694}",117.28269909168304,31.86694226068694
1237,1237,1257,1258,63,_DDDDAYINGGGG_,2018-08-08 13:09:35,阴阳怪气，说的没错 这逻辑这思维，真是了得 倒是让我想起我小学五年级写的文章(好像是H7N9，不太记得了),广东惠州,183.25.166.31,"广东省惠州市 电信 * GeoIP: Huizhou, Guangdong, China * China Telecom Guangdong",53,1533704975,0,cj,0,0,0,0,5B6A7B0C-B719A61F-BE616B1C-8C5-87C,1533704975,2018-08-08,08-08 13,2536,"{'lng': 114.41065807997101, 'lat': 23.11353985240842}",114.41065807997101,23.11353985240842
1238,1238,1258,1259,63,发条葡萄i,2018-08-08 13:09:21,呵呵,河北邯郸,110.248.166.208,"河北省邯郸市 联通 * GeoIP: Hebei, China * China Unicom Hebei",2,1533704961,0,cj,0,0,0,0,5B6A7B00-6EF8A6D0-7D5E7169-8C5-8CE,1533704961,2018-08-08,08-08 13,2535,"{'lng': 114.4826939323422, 'lat': 36.60930792847117}",114.4826939323422,36.60930792847117
1239,1239,1259,1260,63,与自己来一场大和解,2018-08-08 13:09:06,我攒个几百万再买房子，誓死不跟银行贷款[微笑],内蒙古呼和浩特,222.74.213.199,"内蒙古自治区呼和浩特市 电信 * GeoIP: Hohhot, Nei Mongol, China * China Telecom neimeng",23,1533704946,0,cj,0,0,0,0,5B6A7AF2-DE4AD5C7-1860A3FF8-8C5-899,1533704946,2018-08-08,08-08 13,2534,"{'lng': 111.6603505200542, 'lat': 40.828318873081585}",111.6603505200542,40.828318873081585
1240,1240,1260,1261,64,一顆飯糰,2018-08-08 13:08:38,说的好像年纪轻轻，不换手机不喝咖啡就买的起房似的[doge],广东,223.104.63.73,"广东省深圳市 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",30,1533704918,59,cj,0,0,0,0,5B6A7AD2-DF683F49-695C64D7-8C5-8F6,1533704918,2018-08-08,08-08 13,2533,"{'lng': 113.3948175587587, 'lat': 23.40800372902474}",113.3948175587587,23.40800372902474
1241,1241,1261,1262,64,向日葵开在半夜,2018-08-08 13:08:00,从80后到90后到00后，每一代年轻人都躲不过被diss的命运,福建,117.136.75.228,"福建省 移动 * GeoIP: Fuzhou, Fujian, China * China Mobile Guangdong",31,1533704880,0,cj,0,0,0,0,5B6A7AAD-75884BE4-7D25B2EB-8C5-954,1533704880,2018-08-08,08-08 13,2532,"{'lng': 117.98494311990738, 'lat': 26.050118295660656}",117.98494311990738,26.050118295660656
1242,1242,1262,1263,64,沙扬娜拉sayoo,2018-08-08 13:07:53,买房想都不敢想，只有手机咖啡消费得起了[吃瓜],河南,117.136.104.126,"中国 移动 * GeoIP: Zhengzhou, Henan, China * Henan Mobile Communications Co.,Ltd",23,1533704873,0,cj,0,0,0,0,5B6A7AA6-7588687E-644C85DF-8C5-8B6,1533704873,2018-08-08,08-08 13,2531,"{'lng': 101.55630729532683, 'lat': 34.511389737869216}",101.55630729532683,34.511389737869216
1243,1243,1263,1264,64,橙淀沉淀蠢淀,2018-08-08 13:06:31,本来就应该多换位思考才可以温柔,广东韶关,116.29.255.63,"广东省韶关市 电信 * GeoIP: Shaoguan, Guangdong, China * China Telecom Guangdong",27,1533704791,0,cj,0,7,0,0,5B6A7A56-741DFF3F-181B5B42D-8C5-972,1533704791,2018-08-08,08-08 13,2530,"{'lng': 113.3948175587587, 'lat': 23.40800372902474}",113.3948175587587,23.40800372902474
1244,1244,1264,1265,64,女施主放过贫僧吧,2018-08-08 13:06:23,请谨言慎行,天津,117.136.55.121,"天津市 移动 * GeoIP: Tianjin, China * tianjin Mobile Communication Company Limited",5,1533704783,0,cj,0,0,0,0,5B6A7A4D-75883779-164A9A371-8C5-918,1533704783,2018-08-08,08-08 13,2529,"{'lng': 117.21081309155257, 'lat': 39.143929903310074}",117.21081309155257,39.143929903310074
1245,1245,1265,1266,64,盼知晓,2018-08-08 13:03:28,买不起买不起,福建福州,140.243.229.74,"福建省 电信 * GeoIP: Xiamen, Fujian, China * China Telecom FUJIAN NETWORK",6,1533704608,0,cj,0,0,0,0,5B6A799E-8CF3E54A-45E6CBFF-8C5-924,1533704608,2018-08-08,08-08 13,2528,"{'lng': 119.33022110712668, 'lat': 26.04712549657293}",119.33022110712668,26.04712549657293
1246,1246,1266,1267,64,给一个watermelon呗2,2018-08-08 13:02:13,青年人觉得这口锅有些重，背不起哟～,重庆,111.10.177.111,"重庆市 移动 * GeoIP: Chongqing, China * China Mobile Guangdong",17,1533704533,0,cj,0,0,0,0,5B6A7951-6F0AB16F-15F6E58CC-8C5-836,1533704533,2018-08-08,08-08 13,2527,"{'lng': 106.53063501341296, 'lat': 29.54460610888615}",106.53063501341296,29.54460610888615
1247,1247,1267,1268,64,不太想吃汉堡,2018-08-08 13:02:03,我不知道年轻人算是优秀还是堕落  只知道在公共场合抽烟拖鞋抠脚不戴耳机大声外放买菜占小便宜的都是中老年人[嘻嘻],新疆乌鲁木齐,223.104.30.194,"新疆自治区 移动 * GeoIP: Urumqi, Xinjiang, China * China Mobile Guangdong",56,1533704523,0,cj,0,0,0,0,5B6A7948-DF681EC2-181B0D7B1-8C5-886,1533704523,2018-08-08,08-08 13,2526,"{'lng': 87.56498774111579, 'lat': 43.84038034721766}",87.56498774111579,43.84038034721766
1248,1248,1268,1269,64,HIUPU,2018-08-08 13:02:01,对不起，骂人了啊,辽宁沈阳,42.249.47.97,"辽宁省 电信 * GeoIP: Shenyang, Liaoning, China * China Telecom",8,1533704521,0,cj,0,0,0,0,5B6A7946-2AF92F61-1775E3399-8C5-80A,1533704521,2018-08-08,08-08 13,2525,"{'lng': 123.43279092160505, 'lat': 41.808644783515746}",123.43279092160505,41.808644783515746
1249,1249,1269,1270,64,Arvin-oo,2018-08-08 13:01:56,以后危机没度过，黑锅你们背着吧,广东深圳,112.97.51.244,"广东省深圳市 联通 * GeoIP: Shenzhen, Guangdong, China * China Unicom Shenzen network",15,1533704516,0,cj,0,0,0,0,5B6A7940-706133F4-7E33DD66-8C5-8EA,1533704516,2018-08-08,08-08 13,2524,"{'lng': 114.0259736573215, 'lat': 22.546053546205247}",114.0259736573215,22.546053546205247
1250,1250,1270,1271,64,尼姑煲和尚,2018-08-08 13:01:19,因为买房子的贷款我们无法承担，所以我们选择了小的[微笑][微笑][微笑][微笑][微笑]懂吗？ bc,广东东莞,120.229.111.95,"广东省 移动 * GeoIP: Dongguan, Guangdong, China * China Mobile",50,1533704479,0,cj,0,0,0,0,5B6A791E-78E56F5F-76DE188F-8C5-8C9,1533704479,2018-08-08,08-08 13,2523,"{'lng': 113.76343399075655, 'lat': 23.043023815368237}",113.76343399075655,23.043023815368237
1251,1251,1271,1272,64,路向北North,2018-08-08 13:01:11,背锅使我快乐！,天津,60.29.153.47,"天津市 联通 * GeoIP: Tianjin, China * China Unicom Tianjin",7,1533704471,0,cj,0,0,0,0,5B6A7914-3C1D992F-6FCE8F8D-8C5-8A6,1533704471,2018-08-08,08-08 13,2522,"{'lng': 117.21081309155257, 'lat': 39.143929903310074}",117.21081309155257,39.143929903310074
1252,1252,1272,1273,64,J夜行,2018-08-08 13:00:13,80后一枚，如果不打算生孩子，我从没有想买过房啊，上百万千万的房子，这些钱去旅游不好吗？去买心爱的包包鞋子不好吗，不要再骗我们买房了,上海,180.169.230.186,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",66,1533704413,0,cj,0,0,0,0,5B6A78D9-B4A9E6BA-6A9C55DC-8C5-816,1533704413,2018-08-08,08-08 13,2521,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1253,1253,1273,1274,64,喂你家里没药了,2018-08-08 13:00:05,买不起房还不让旅个游了？,浙江丽水,39.191.204.132,"浙江省丽水市 移动 * GeoIP: Lishui, Zhejiang, China * China Mobile",12,1533704405,0,cj,0,0,0,0,5B6A78D2-27BFCC84-8F1D523D-8C5-838,1533704405,2018-08-08,08-08 13,2520,"{'lng': 119.95720242066378, 'lat': 29.159494120760925}",119.95720242066378,29.159494120760925
1254,1254,1274,1275,64,逆子你要气死朕啊,2018-08-08 12:59:51,这种文章我都懒得点开,河南郑州,223.104.19.74,"河南省 移动 * GeoIP: Zhengzhou, Henan, China * Henan Mobile Communications Co.,Ltd",10,1533704391,0,cj,0,0,0,0,5B6A78C3-DF68134A-13659B577-8C5-870,1533704391,2018-08-08,08-08 12,2519,"{'lng': 113.64964384986449, 'lat': 34.756610064140254}",113.64964384986449,34.756610064140254
1255,1255,1275,1276,64,未支文,2018-08-08 12:58:57,哈哈哈哈哈,上海,101.81.35.213,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",5,1533704337,0,cj,0,0,0,0,5B6A788E-655123D5-18388AC81-8C5-8BB,1533704337,2018-08-08,08-08 12,2518,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1256,1256,1276,1277,64,酸素_不定期低浮上,2018-08-08 12:58:57,原po这标题和节选内容也太不会节选了吧………,上海,180.155.83.143,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",22,1533704337,0,cj,0,0,0,0,5B6A7890-B49B538F-8E4A50E4-8C5-9AC,1533704337,2018-08-08,08-08 12,2517,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1257,1257,1277,1278,64,世界精神病医院,2018-08-08 12:58:53,第一回听说因为喝咖啡买包背了巨大债务，再大大的过房子？,浙江,223.104.247.184,"浙江省 移动 * GeoIP: Hangzhou, Zhejiang, China * China Mobile",27,1533704332,3,cj,0,0,0,0,5B6A788A-DF68F7B8-80F20C81-8C5-903,1533704333,2018-08-08,08-08 12,2516,"{'lng': 119.95720242066378, 'lat': 29.159494120760925}",119.95720242066378,29.159494120760925
1258,1258,1278,1279,64,大山野生黑猪精,2018-08-08 12:58:53,打破次元壁,四川成都,112.44.100.254,"四川省成都市 移动 * GeoIP: Chengdu, Sichuan, China * China Mobile Guangdong",5,1533704333,0,cj,0,0,0,0,5B6A788A-702C64FE-69FAF151-8C5-896,1533704333,2018-08-08,08-08 12,2515,"{'lng': 102.89915972360397, 'lat': 30.36748093795755}",102.89915972360397,30.36748093795755
1259,1259,1279,1280,64,倩莹莹莹,2018-08-08 12:56:58,哈哈哈哈哈哈哈哈,广东广州,112.96.71.166,"广东省广州市 联通 * GeoIP: Guangzhou, Guangdong, China * China Unicom Guangzhou network",8,1533704218,0,cj,0,0,0,0,5B6A7816-706047A6-8137F35A-8C5-9B2,1533704218,2018-08-08,08-08 12,2514,"{'lng': 113.30764967515182, 'lat': 23.12004910207623}",113.30764967515182,23.12004910207623
1260,1260,1280,1281,65,椰汁西米跟绿豆沙,2018-08-08 12:56:58,不是说不正常，。而是这个大帽子直接盖在年轻一代的身上我是十分不爽的。我也是独身子女啊（但是我跟表哥从小玩到大。睡到大的那种 （小时候客厅铺上竹席 4个人一起睡[笑cry]。,广东惠州,120.229.160.95,"广东省 移动 * GeoIP: Huizhou, Guangdong, China * China Mobile",96,1533704217,0,cj,0,2,0,0,5B6A7816-78E5A05F-17F1EE622-8C5-8E6,1533704218,2018-08-08,08-08 12,2513,"{'lng': 114.41065807997101, 'lat': 23.11353985240842}",114.41065807997101,23.11353985240842
1261,1261,1281,1282,65,OutOf_,2018-08-08 12:56:52,那请不要再增加年轻人了吧 对不起了,广东深圳,112.97.51.55,"广东省深圳市 联通 * GeoIP: Shenzhen, Guangdong, China * China Unicom Shenzen network",17,1533704212,0,cj,0,0,0,0,5B6A7813-70613337-6AF643A6-8C5-8F9,1533704212,2018-08-08,08-08 12,2512,"{'lng': 114.0259736573215, 'lat': 22.546053546205247}",114.0259736573215,22.546053546205247
1262,1262,1282,1283,65,庚午明镜,2018-08-08 12:56:29,所以我选择不生。,吉林,119.49.76.23,"吉林省吉林市 联通 * GeoIP: Jilin, China * China Unicom Jilin",8,1533704189,0,cj,0,0,0,0,5B6A77FD-77314C17-75B355A5-8C5-A0C,1533704189,2018-08-08,08-08 12,2511,"{'lng': 126.56454398883335, 'lat': 43.87198833435933}",126.56454398883335,43.87198833435933
1263,1263,1283,1284,65,木子木木霏霏飞,2018-08-08 12:55:11,没有房系列,湖南株洲,113.222.233.82,"湖南省株洲市 电信 * GeoIP: Zhuzhou, Hunan, China * China Telecom Hunan",5,1533704111,0,cj,0,0,0,0,5B6A77AC-71DEE952-C26358C6-8C5-917,1533704111,2018-08-08,08-08 12,2510,"{'lng': 113.13169534107074, 'lat': 27.82743292766265}",113.13169534107074,27.82743292766265
1264,1264,1284,1285,65,大肉肉同志,2018-08-08 12:54:43,别把地方债问题甩给年轻人谢谢，,四川成都,119.6.100.172,"四川省成都市 联通 * GeoIP: Chengdu, Sichuan, China * China Unicom SiChuan",15,1533704083,2,cj,0,0,0,0,5B6A7791-770664AC-6150B44F-8C5-7F9,1533704083,2018-08-08,08-08 12,2509,"{'lng': 102.89915972360397, 'lat': 30.36748093795755}",102.89915972360397,30.36748093795755
1265,1265,1285,1286,65,我听你声音的时候最爱你,2018-08-08 12:53:45,？？？？开始笑吗,湖北武汉,117.136.53.6,"湖北省武汉市 移动 * GeoIP: Wuhan, Hubei, China * China Mobile Guangdong",8,1533704025,1,cj,0,0,0,0,5B6A7755-75883506-D19E8143-8C5-811,1533704025,2018-08-08,08-08 12,2508,"{'lng': 114.31620010268132, 'lat': 30.58108412692075}",114.31620010268132,30.58108412692075
1266,1266,1286,1287,65,AsuK4,2018-08-08 12:53:36,俄羅斯衛星網報導的，不了解實情憑空想像的新聞。,北京,61.148.194.26,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",23,1533704016,0,cj,0,0,0,0,5B6A7750-3D94C21A-17788428C-8C5-986,1533704016,2018-08-08,08-08 12,2507,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1267,1267,1287,1288,65,和大家一起微笑,2018-08-08 12:53:09,这个锅好大,吉林长春,123.173.57.233,"吉林省长春市 电信 * GeoIP: Changchun, Jilin, China * China Telecom JILIN",5,1533703989,1,cj,0,0,0,0,5B6A7734-7BAD39E9-AE99237B-8C5-911,1533703989,2018-08-08,08-08 12,2506,"{'lng': 125.31364242720072, 'lat': 43.89833760709784}",125.31364242720072,43.89833760709784
1268,1268,1288,1289,65,wakalalala-,2018-08-08 12:52:47,？？？？？？？？？[摊手][摊手][摊手][摊手][摊手],四川成都,171.214.149.74,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",43,1533703967,0,cj,0,0,0,0,5B6A771C-ABD6954A-87D9A084-8C5-8A3,1533703967,2018-08-08,08-08 12,2505,"{'lng': 102.89915972360397, 'lat': 30.36748093795755}",102.89915972360397,30.36748093795755
1269,1269,1289,1290,65,发财呜,2018-08-08 12:52:31,反正未来生育率肯定会掉,浙江杭州,115.193.185.52,"浙江省杭州市 电信 * GeoIP: Hangzhou, Zhejiang, China * China Telecom Hangzhou",11,1533703951,2,cj,0,0,0,0,5B6A770C-73C1B934-86F5D3CF-8C5-8ED,1533703951,2018-08-08,08-08 12,2504,"{'lng': 120.2193754157201, 'lat': 30.259244461536102}",120.2193754157201,30.259244461536102
1270,1270,1290,1291,65,还能吃得下,2018-08-08 12:52:30,否认三连,福建福州,117.27.245.161,"福建省福州市 电信 * GeoIP: Shanghai, China * Fuzhou",4,1533703950,0,cj,0,0,0,0,5B6A770B-751BF5A1-18691D8DC-8C5-923,1533703950,2018-08-08,08-08 12,2503,"{'lng': 119.33022110712668, 'lat': 26.04712549657293}",119.33022110712668,26.04712549657293
1271,1271,1291,1292,65,我们得到了宣战理由,2018-08-08 12:51:23,俄罗斯卫星通讯社的文章，不要在意。。。[二哈],北京,210.12.222.208,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",23,1533703883,0,cj,0,0,0,0,5B6A76C8-D20CDED0-4EDDB88E-8C5-923,1533703883,2018-08-08,08-08 12,2502,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1272,1272,1292,1293,65,Rollin4,2018-08-08 12:51:11,星巴克就是高档咖啡了[费解],重庆,183.67.60.42,"重庆市 电信 * GeoIP: Chongqing, China * China Telecom Chongqing",14,1533703871,3,cj,0,0,0,0,5B6A76BE-B7433C2A-E9288D47-8C5-882,1533703871,2018-08-08,08-08 12,2501,"{'lng': 106.53063501341296, 'lat': 29.54460610888615}",106.53063501341296,29.54460610888615
1273,1273,1293,1294,65,香葱草,2018-08-08 12:50:59,无耻,浙江杭州,36.23.113.195,"浙江省 电信 * GeoIP: Taizhou, Zhejiang, China * China Telecom Zhongxin",2,1533703858,0,cj,0,0,0,0,5B6A76AF-241771C3-69D86E89-8C5-9CD,1533703859,2018-08-08,08-08 12,2500,"{'lng': 120.2193754157201, 'lat': 30.259244461536102}",120.2193754157201,30.259244461536102
1274,1274,1294,1295,65,天南_夫人,2018-08-08 12:50:56,？？？？,北京,114.242.248.91,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",4,1533703856,0,cj,0,0,0,0,5B6A76AD-72F2F85B-A5B96614-8C5-88F,1533703856,2018-08-08,08-08 12,2499,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1275,1275,1295,1296,65,衔刀过街的猫,2018-08-08 12:50:46,[失望][失望][失望]很惭愧,广东深圳,119.139.199.90,"广东省深圳市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong",15,1533703846,0,cj,0,0,0,0,5B6A76A2-778BC75A-8827AA8F-8C5-929,1533703846,2018-08-08,08-08 12,2498,"{'lng': 114.0259736573215, 'lat': 22.546053546205247}",114.0259736573215,22.546053546205247
1276,1276,1296,1297,65,绿光瓶里的蟋蟀,2018-08-08 12:49:56,太可笑了,江苏南通,223.104.146.90,"江苏省 移动 * GeoIP: Nantong, Jiangsu, China * China Mobile",4,1533703796,2,cj,0,0,0,0,5B6A7671-DF68925A-800DE708-8C5-888,1533703796,2018-08-08,08-08 12,2497,"{'lng': 120.87380095093022, 'lat': 32.014664540823446}",120.87380095093022,32.014664540823446
1277,1277,1297,1298,65,永无惘,2018-08-08 12:49:55,滚,河南三门峡,42.230.91.231,"河南省三门峡市 联通 * GeoIP: Zhengzhou, Henan, China * China Unicom Henan",1,1533703795,0,cj,0,0,0,0,5B6A7670-2AE65BE7-14CD65374-8C5-864,1533703795,2018-08-08,08-08 12,2496,"{'lng': 111.1812620932674, 'lat': 34.783319941049726}",111.1812620932674,34.783319941049726
1278,1278,1298,1299,65,kevin的世界之举,2018-08-08 12:49:52,80后天下第一,江苏苏州,117.136.67.78,"江苏省 移动 * GeoIP: Changzhou, Jiangsu, China * China Mobile",7,1533703792,0,cj,0,0,0,0,5B6A766C-7588434E-71CFE20E-8C5-85F,1533703792,2018-08-08,08-08 12,2495,"{'lng': 120.61990711548988, 'lat': 31.317987367952437}",120.61990711548988,31.317987367952437
1279,1279,1299,1300,65,彼方方方方,2018-08-08 12:48:57,家庭债务的锅让年轻人消费背咯也是6,浙江,223.104.247.127,"浙江省 移动 * GeoIP: Hangzhou, Zhejiang, China * China Mobile",17,1533703737,0,cj,0,0,0,0,5B6A7635-DF68F77F-3EE29B20-8C5-893,1533703737,2018-08-08,08-08 12,2494,"{'lng': 119.95720242066378, 'lat': 29.159494120760925}",119.95720242066378,29.159494120760925
1280,1280,1300,1301,66,车厘三口,2018-08-08 12:47:53,我们真的太几把惨了吧,香港,202.68.200.156,"香港特别行政区  * GeoIP: Kowloon, Hong Kong * Citic Telecom International (Data) Limited.",10,1533703673,0,cj,0,0,0,0,5B6A75F6-CA44C89C-E47E5A95-8C5-934,1533703673,2018-08-08,08-08 12,2493,"{'lng': 114.18612410257077, 'lat': 22.29358599327966}",114.18612410257077,22.29358599327966
